"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - Click loss","run-multi-task-debiasing-1-logit - Click loss__MIN","run-multi-task-debiasing-1-logit - Click loss__MAX"
"22831","114151","114151","114151","0.1934071183204651","0.1934071183204651","0.1934071183204651"
"22839","114191","114191","114191","0.18437513709068298","0.18437513709068298","0.18437513709068298"
"22840","114196","114196","114196","0.2895940840244293","0.2895940840244293","0.2895940840244293"
"22846","114226","114226","114226","0.16610485315322876","0.16610485315322876","0.16610485315322876"
"22882","114406","114406","114406","0.3942857086658478","0.3942857086658478","0.3942857086658478"
"22885","114421","114421","114421","0.3255873918533325","0.3255873918533325","0.3255873918533325"
"22888","114436","114436","114436","0.49029287695884705","0.49029287695884705","0.49029287695884705"
"22906","114526","114526","114526","0.1807910054922104","0.1807910054922104","0.1807910054922104"
"22926","114626","114626","114626","0.24004477262496948","0.24004477262496948","0.24004477262496948"
"22933","114661","114661","114661","0.3038562834262848","0.3038562834262848","0.3038562834262848"
"22936","114676","114676","114676","0.2615227997303009","0.2615227997303009","0.2615227997303009"
"22937","114681","114681","114681","0.16300180554389954","0.16300180554389954","0.16300180554389954"
"22941","114701","114701","114701","0.24221546947956085","0.24221546947956085","0.24221546947956085"
"22951","114751","114751","114751","0.17819470167160034","0.17819470167160034","0.17819470167160034"
"22953","114761","114761","114761","0.33649754524230957","0.33649754524230957","0.33649754524230957"
"22983","114911","114911","114911","0.13219550251960754","0.13219550251960754","0.13219550251960754"
"23008","115036","115036","115036","0.17312678694725037","0.17312678694725037","0.17312678694725037"
"23010","115046","115046","115046","0.2052195519208908","0.2052195519208908","0.2052195519208908"
"23038","115186","115186","115186","0.16423119604587555","0.16423119604587555","0.16423119604587555"
"23039","115191","115191","115191","0.2947275936603546","0.2947275936603546","0.2947275936603546"
"23050","115246","115246","115246","0.20535871386528015","0.20535871386528015","0.20535871386528015"
"23063","115311","115311","115311","0.2576262056827545","0.2576262056827545","0.2576262056827545"
"23064","115316","115316","115316","0.23293203115463257","0.23293203115463257","0.23293203115463257"
"23066","115326","115326","115326","0.17893020808696747","0.17893020808696747","0.17893020808696747"
"23076","115376","115376","115376","0.23672929406166077","0.23672929406166077","0.23672929406166077"
"23089","115441","115441","115441","0.1645546555519104","0.1645546555519104","0.1645546555519104"
"23107","115531","115531","115531","0.30545347929000854","0.30545347929000854","0.30545347929000854"
"23110","115546","115546","115546","0.21146775782108307","0.21146775782108307","0.21146775782108307"
"23118","115586","115586","115586","0.19030547142028809","0.19030547142028809","0.19030547142028809"
"23119","115591","115591","115591","0.4421413540840149","0.4421413540840149","0.4421413540840149"
"23135","115671","115671","115671","0.21837808191776276","0.21837808191776276","0.21837808191776276"
"23144","115716","115716","115716","0.15394923090934753","0.15394923090934753","0.15394923090934753"
"23146","115726","115726","115726","0.20321530103683472","0.20321530103683472","0.20321530103683472"
"23147","115731","115731","115731","0.4032270908355713","0.4032270908355713","0.4032270908355713"
"23155","115771","115771","115771","0.16247530281543732","0.16247530281543732","0.16247530281543732"
"23181","115901","115901","115901","0.12105624377727509","0.12105624377727509","0.12105624377727509"
"23192","115956","115956","115956","0.1705765426158905","0.1705765426158905","0.1705765426158905"
"23206","116026","116026","116026","0.16042460501194","0.16042460501194","0.16042460501194"
"23215","116071","116071","116071","0.28109210729599","0.28109210729599","0.28109210729599"
"23219","116091","116091","116091","0.17399367690086365","0.17399367690086365","0.17399367690086365"
"23227","116131","116131","116131","0.08931726217269897","0.08931726217269897","0.08931726217269897"
"23232","116156","116156","116156","0.30092835426330566","0.30092835426330566","0.30092835426330566"
"23240","116196","116196","116196","0.32311004400253296","0.32311004400253296","0.32311004400253296"
"23243","116211","116211","116211","0.3395513892173767","0.3395513892173767","0.3395513892173767"
"23247","116231","116231","116231","0.3173213601112366","0.3173213601112366","0.3173213601112366"
"23257","116281","116281","116281","0.31192687153816223","0.31192687153816223","0.31192687153816223"
"23273","116361","116361","116361","0.30793607234954834","0.30793607234954834","0.30793607234954834"
"23274","116366","116366","116366","0.2498573213815689","0.2498573213815689","0.2498573213815689"
"23276","116376","116376","116376","0.17145396769046783","0.17145396769046783","0.17145396769046783"
"23278","116386","116386","116386","0.40521493554115295","0.40521493554115295","0.40521493554115295"
"23301","116501","116501","116501","0.2017107605934143","0.2017107605934143","0.2017107605934143"
"23308","116536","116536","116536","0.4144188463687897","0.4144188463687897","0.4144188463687897"
"23311","116551","116551","116551","0.2223597764968872","0.2223597764968872","0.2223597764968872"
"23321","116601","116601","116601","0.15576022863388062","0.15576022863388062","0.15576022863388062"
"23339","116691","116691","116691","0.440010130405426","0.440010130405426","0.440010130405426"
"23343","116711","116711","116711","0.24082207679748535","0.24082207679748535","0.24082207679748535"
"23345","116721","116721","116721","0.3375241160392761","0.3375241160392761","0.3375241160392761"
"23376","116876","116876","116876","0.17647698521614075","0.17647698521614075","0.17647698521614075"
"23391","116951","116951","116951","0.1794596016407013","0.1794596016407013","0.1794596016407013"
"23410","117046","117046","117046","0.29072105884552","0.29072105884552","0.29072105884552"
"23423","117111","117111","117111","0.14996938407421112","0.14996938407421112","0.14996938407421112"
"23441","117201","117201","117201","0.3263493776321411","0.3263493776321411","0.3263493776321411"
"23446","117226","117226","117226","0.31312617659568787","0.31312617659568787","0.31312617659568787"
"23452","117256","117256","117256","0.2807435691356659","0.2807435691356659","0.2807435691356659"
"23453","117261","117261","117261","0.28099897503852844","0.28099897503852844","0.28099897503852844"
"23470","117346","117346","117346","0.2253357619047165","0.2253357619047165","0.2253357619047165"
"23477","117381","117381","117381","0.4031107723712921","0.4031107723712921","0.4031107723712921"
"23486","117426","117426","117426","0.17396637797355652","0.17396637797355652","0.17396637797355652"
"23522","117606","117606","117606","0.4417960047721863","0.4417960047721863","0.4417960047721863"
"23559","117791","117791","117791","0.2289305031299591","0.2289305031299591","0.2289305031299591"
"23562","117806","117806","117806","0.16189557313919067","0.16189557313919067","0.16189557313919067"
"23565","117821","117821","117821","0.19779226183891296","0.19779226183891296","0.19779226183891296"
"23570","117846","117846","117846","0.17739123106002808","0.17739123106002808","0.17739123106002808"
"23572","117856","117856","117856","0.25886139273643494","0.25886139273643494","0.25886139273643494"
"23599","117991","117991","117991","0.2947025001049042","0.2947025001049042","0.2947025001049042"
"23605","118021","118021","118021","0.28179043531417847","0.28179043531417847","0.28179043531417847"
"23636","118176","118176","118176","0.38470882177352905","0.38470882177352905","0.38470882177352905"
"23668","118336","118336","118336","0.1848478615283966","0.1848478615283966","0.1848478615283966"
"23681","118401","118401","118401","0.15701338648796082","0.15701338648796082","0.15701338648796082"
"23707","118531","118531","118531","0.20193691551685333","0.20193691551685333","0.20193691551685333"
"23711","118551","118551","118551","0.07999620586633682","0.07999620586633682","0.07999620586633682"
"23727","118631","118631","118631","0.1852751225233078","0.1852751225233078","0.1852751225233078"
"23737","118681","118681","118681","0.2765420079231262","0.2765420079231262","0.2765420079231262"
"23756","118776","118776","118776","0.15856267511844635","0.15856267511844635","0.15856267511844635"
"23778","118886","118886","118886","0.26916199922561646","0.26916199922561646","0.26916199922561646"
"23794","118966","118966","118966","0.25509804487228394","0.25509804487228394","0.25509804487228394"
"23799","118991","118991","118991","0.1694657802581787","0.1694657802581787","0.1694657802581787"
"23827","119131","119131","119131","0.18017315864562988","0.18017315864562988","0.18017315864562988"
"23828","119136","119136","119136","0.2928837537765503","0.2928837537765503","0.2928837537765503"
"23846","119226","119226","119226","0.19936931133270264","0.19936931133270264","0.19936931133270264"
"23850","119246","119246","119246","0.18631991744041443","0.18631991744041443","0.18631991744041443"
"23857","119281","119281","119281","0.371280312538147","0.371280312538147","0.371280312538147"
"23864","119316","119316","119316","0.10243310779333115","0.10243310779333115","0.10243310779333115"
"23865","119321","119321","119321","0.24811598658561707","0.24811598658561707","0.24811598658561707"
"23869","119341","119341","119341","0.3571682572364807","0.3571682572364807","0.3571682572364807"
"23881","119401","119401","119401","0.2456587553024292","0.2456587553024292","0.2456587553024292"
"23884","119416","119416","119416","0.28060778975486755","0.28060778975486755","0.28060778975486755"
"23889","119441","119441","119441","0.1720147728919983","0.1720147728919983","0.1720147728919983"
"23900","119496","119496","119496","0.11183321475982666","0.11183321475982666","0.11183321475982666"
"23908","119536","119536","119536","0.30505749583244324","0.30505749583244324","0.30505749583244324"
"23915","119571","119571","119571","0.3654707670211792","0.3654707670211792","0.3654707670211792"
"23953","119761","119761","119761","0.12822045385837555","0.12822045385837555","0.12822045385837555"
"23963","119811","119811","119811","0.2142428755760193","0.2142428755760193","0.2142428755760193"
"23970","119846","119846","119846","0.14781533181667328","0.14781533181667328","0.14781533181667328"
"23992","119956","119956","119956","0.20529764890670776","0.20529764890670776","0.20529764890670776"
"24021","120101","120101","120101","0.37624025344848633","0.37624025344848633","0.37624025344848633"
"24054","120266","120266","120266","0.2442966103553772","0.2442966103553772","0.2442966103553772"
"24055","120271","120271","120271","0.19845718145370483","0.19845718145370483","0.19845718145370483"
"24056","120276","120276","120276","0.3434605896472931","0.3434605896472931","0.3434605896472931"
"24058","120286","120286","120286","0.21432137489318848","0.21432137489318848","0.21432137489318848"
"24067","120331","120331","120331","0.1629442721605301","0.1629442721605301","0.1629442721605301"
"24074","120366","120366","120366","0.0973406732082367","0.0973406732082367","0.0973406732082367"
"24098","120486","120486","120486","0.2560937702655792","0.2560937702655792","0.2560937702655792"
"24101","120501","120501","120501","0.2301294207572937","0.2301294207572937","0.2301294207572937"
"24106","120526","120526","120526","0.13218006491661072","0.13218006491661072","0.13218006491661072"
"24108","120536","120536","120536","0.26117539405822754","0.26117539405822754","0.26117539405822754"
"24113","120561","120561","120561","0.1627984344959259","0.1627984344959259","0.1627984344959259"
"24114","120566","120566","120566","0.2152957022190094","0.2152957022190094","0.2152957022190094"
"24126","120626","120626","120626","0.15900972485542297","0.15900972485542297","0.15900972485542297"
"24147","120731","120731","120731","0.3360527753829956","0.3360527753829956","0.3360527753829956"
"24168","120836","120836","120836","0.3634018301963806","0.3634018301963806","0.3634018301963806"
"24194","120966","120966","120966","0.41479453444480896","0.41479453444480896","0.41479453444480896"
"24195","120971","120971","120971","0.14732828736305237","0.14732828736305237","0.14732828736305237"
"24198","120986","120986","120986","0.24342802166938782","0.24342802166938782","0.24342802166938782"
"24202","121006","121006","121006","0.20737212896347046","0.20737212896347046","0.20737212896347046"
"24209","121041","121041","121041","0.23731622099876404","0.23731622099876404","0.23731622099876404"
"24212","121056","121056","121056","0.3457958400249481","0.3457958400249481","0.3457958400249481"
"24229","121141","121141","121141","0.2072066366672516","0.2072066366672516","0.2072066366672516"
"24234","121166","121166","121166","0.2395724654197693","0.2395724654197693","0.2395724654197693"
"24236","121176","121176","121176","0.110092893242836","0.110092893242836","0.110092893242836"
"24243","121211","121211","121211","0.30364495515823364","0.30364495515823364","0.30364495515823364"
"24269","121341","121341","121341","0.2245488315820694","0.2245488315820694","0.2245488315820694"
"24313","121561","121561","121561","0.1929771602153778","0.1929771602153778","0.1929771602153778"
"24326","121626","121626","121626","0.24563345313072205","0.24563345313072205","0.24563345313072205"
"24338","121686","121686","121686","0.24773569405078888","0.24773569405078888","0.24773569405078888"
"24357","121781","121781","121781","0.22892877459526062","0.22892877459526062","0.22892877459526062"
"24362","121806","121806","121806","0.41575825214385986","0.41575825214385986","0.41575825214385986"
"24373","121861","121861","121861","0.1811685562133789","0.1811685562133789","0.1811685562133789"
"24379","121891","121891","121891","0.3426000475883484","0.3426000475883484","0.3426000475883484"
"24380","121896","121896","121896","0.2036636620759964","0.2036636620759964","0.2036636620759964"
"24385","121921","121921","121921","0.22555983066558838","0.22555983066558838","0.22555983066558838"
"24397","121981","121981","121981","0.1452280580997467","0.1452280580997467","0.1452280580997467"
"24406","122026","122026","122026","0.16017767786979675","0.16017767786979675","0.16017767786979675"
"24415","122071","122071","122071","0.2521643340587616","0.2521643340587616","0.2521643340587616"
"24419","122091","122091","122091","0.11036038398742676","0.11036038398742676","0.11036038398742676"
"24425","122121","122121","122121","0.13764718174934387","0.13764718174934387","0.13764718174934387"
"24427","122131","122131","122131","0.1553637832403183","0.1553637832403183","0.1553637832403183"
"24428","122136","122136","122136","0.3603266775608063","0.3603266775608063","0.3603266775608063"
"24450","122246","122246","122246","0.3248385787010193","0.3248385787010193","0.3248385787010193"
"24459","122291","122291","122291","0.19356399774551392","0.19356399774551392","0.19356399774551392"
"24467","122331","122331","122331","0.4946892261505127","0.4946892261505127","0.4946892261505127"
"24478","122386","122386","122386","0.2452888935804367","0.2452888935804367","0.2452888935804367"
"24486","122426","122426","122426","0.20584779977798462","0.20584779977798462","0.20584779977798462"
"24498","122486","122486","122486","0.33988577127456665","0.33988577127456665","0.33988577127456665"
"24513","122561","122561","122561","0.195855051279068","0.195855051279068","0.195855051279068"
"24515","122571","122571","122571","0.28466859459877014","0.28466859459877014","0.28466859459877014"
"24551","122751","122751","122751","0.12671390175819397","0.12671390175819397","0.12671390175819397"
"24559","122791","122791","122791","0.2543177902698517","0.2543177902698517","0.2543177902698517"
"24575","122871","122871","122871","0.12953907251358032","0.12953907251358032","0.12953907251358032"
"24584","122916","122916","122916","0.1937086582183838","0.1937086582183838","0.1937086582183838"
"24607","123031","123031","123031","0.1878359019756317","0.1878359019756317","0.1878359019756317"
"24614","123066","123066","123066","0.13922755420207977","0.13922755420207977","0.13922755420207977"
"24615","123071","123071","123071","0.20721064507961273","0.20721064507961273","0.20721064507961273"
"24621","123101","123101","123101","0.13792985677719116","0.13792985677719116","0.13792985677719116"
"24623","123111","123111","123111","0.40660548210144043","0.40660548210144043","0.40660548210144043"
"24647","123231","123231","123231","0.24446314573287964","0.24446314573287964","0.24446314573287964"
"24650","123246","123246","123246","0.2225751131772995","0.2225751131772995","0.2225751131772995"
"24668","123336","123336","123336","0.18685382604599","0.18685382604599","0.18685382604599"
"24712","123556","123556","123556","0.13891026377677917","0.13891026377677917","0.13891026377677917"
"24715","123571","123571","123571","0.16838037967681885","0.16838037967681885","0.16838037967681885"
"24734","123666","123666","123666","0.416137158870697","0.416137158870697","0.416137158870697"
"24738","123686","123686","123686","0.23229771852493286","0.23229771852493286","0.23229771852493286"
"24761","123801","123801","123801","0.17647288739681244","0.17647288739681244","0.17647288739681244"
"24769","123841","123841","123841","0.3414880037307739","0.3414880037307739","0.3414880037307739"
"24774","123866","123866","123866","0.3237963318824768","0.3237963318824768","0.3237963318824768"
"24780","123896","123896","123896","0.2333063781261444","0.2333063781261444","0.2333063781261444"
"24782","123906","123906","123906","0.25256896018981934","0.25256896018981934","0.25256896018981934"
"24785","123921","123921","123921","0.23455581068992615","0.23455581068992615","0.23455581068992615"
"24789","123941","123941","123941","0.1550631821155548","0.1550631821155548","0.1550631821155548"
"24811","124051","124051","124051","0.12311962991952896","0.12311962991952896","0.12311962991952896"
"24853","124261","124261","124261","0.21216997504234314","0.21216997504234314","0.21216997504234314"
"24859","124291","124291","124291","0.3686855137348175","0.3686855137348175","0.3686855137348175"
"24869","124341","124341","124341","0.166424959897995","0.166424959897995","0.166424959897995"
"24874","124366","124366","124366","0.36439093947410583","0.36439093947410583","0.36439093947410583"
"24877","124381","124381","124381","0.17956724762916565","0.17956724762916565","0.17956724762916565"
"24878","124386","124386","124386","0.22573816776275635","0.22573816776275635","0.22573816776275635"
"24890","124446","124446","124446","0.14172039926052094","0.14172039926052094","0.14172039926052094"
"24891","124451","124451","124451","0.18641316890716553","0.18641316890716553","0.18641316890716553"
"24929","124641","124641","124641","0.49453839659690857","0.49453839659690857","0.49453839659690857"
"24931","124651","124651","124651","0.12687250971794128","0.12687250971794128","0.12687250971794128"
"24941","124701","124701","124701","0.37798672914505005","0.37798672914505005","0.37798672914505005"
"24946","124726","124726","124726","0.19307425618171692","0.19307425618171692","0.19307425618171692"
"24975","124871","124871","124871","0.23406368494033813","0.23406368494033813","0.23406368494033813"
"24998","124986","124986","124986","0.38560977578163147","0.38560977578163147","0.38560977578163147"
"25002","125006","125006","125006","0.3219996690750122","0.3219996690750122","0.3219996690750122"
"25007","125031","125031","125031","0.28087738156318665","0.28087738156318665","0.28087738156318665"
"25020","125096","125096","125096","0.1467643529176712","0.1467643529176712","0.1467643529176712"
"25045","125221","125221","125221","0.4200936555862427","0.4200936555862427","0.4200936555862427"
"25049","125241","125241","125241","0.25608858466148376","0.25608858466148376","0.25608858466148376"
"25067","125331","125331","125331","0.2253965139389038","0.2253965139389038","0.2253965139389038"
"25086","125426","125426","125426","0.22936445474624634","0.22936445474624634","0.22936445474624634"
"25103","125511","125511","125511","0.09966911375522614","0.09966911375522614","0.09966911375522614"
"25126","125626","125626","125626","0.19234858453273773","0.19234858453273773","0.19234858453273773"
"25134","125666","125666","125666","0.20135819911956787","0.20135819911956787","0.20135819911956787"
"25135","125671","125671","125671","0.3016902208328247","0.3016902208328247","0.3016902208328247"
"25146","125726","125726","125726","0.27548909187316895","0.27548909187316895","0.27548909187316895"
"25149","125741","125741","125741","0.1618470549583435","0.1618470549583435","0.1618470549583435"
"25165","125821","125821","125821","0.16349881887435913","0.16349881887435913","0.16349881887435913"
"25169","125841","125841","125841","0.1637764275074005","0.1637764275074005","0.1637764275074005"
"25186","125926","125926","125926","0.3099519610404968","0.3099519610404968","0.3099519610404968"
"25189","125941","125941","125941","0.11405021697282791","0.11405021697282791","0.11405021697282791"
"25205","126021","126021","126021","0.1698305308818817","0.1698305308818817","0.1698305308818817"
"25213","126061","126061","126061","0.14733825623989105","0.14733825623989105","0.14733825623989105"
"25215","126071","126071","126071","0.2852088212966919","0.2852088212966919","0.2852088212966919"
"25216","126076","126076","126076","0.2124522626399994","0.2124522626399994","0.2124522626399994"
"25240","126196","126196","126196","0.2739148736000061","0.2739148736000061","0.2739148736000061"
"25282","126406","126406","126406","0.22081397473812103","0.22081397473812103","0.22081397473812103"
"25291","126451","126451","126451","0.41384562849998474","0.41384562849998474","0.41384562849998474"
"25298","126486","126486","126486","0.13227973878383636","0.13227973878383636","0.13227973878383636"
"25303","126511","126511","126511","0.18154102563858032","0.18154102563858032","0.18154102563858032"
"25312","126556","126556","126556","0.17092221975326538","0.17092221975326538","0.17092221975326538"
"25328","126636","126636","126636","0.2427487075328827","0.2427487075328827","0.2427487075328827"
"25329","126641","126641","126641","0.1812945306301117","0.1812945306301117","0.1812945306301117"
"25334","126666","126666","126666","0.19740819931030273","0.19740819931030273","0.19740819931030273"
"25367","126831","126831","126831","0.2177712321281433","0.2177712321281433","0.2177712321281433"
"25372","126856","126856","126856","0.19664666056632996","0.19664666056632996","0.19664666056632996"
"25419","127091","127091","127091","0.36262863874435425","0.36262863874435425","0.36262863874435425"
"25457","127281","127281","127281","0.14754433929920197","0.14754433929920197","0.14754433929920197"
"25467","127331","127331","127331","0.16489705443382263","0.16489705443382263","0.16489705443382263"
"25483","127411","127411","127411","0.2531302571296692","0.2531302571296692","0.2531302571296692"
"25507","127531","127531","127531","0.2801706790924072","0.2801706790924072","0.2801706790924072"
"25514","127566","127566","127566","0.39541202783584595","0.39541202783584595","0.39541202783584595"
"25530","127646","127646","127646","0.2768976092338562","0.2768976092338562","0.2768976092338562"
"25542","127706","127706","127706","0.2163654863834381","0.2163654863834381","0.2163654863834381"
"25565","127821","127821","127821","0.07894496619701385","0.07894496619701385","0.07894496619701385"
"25585","127921","127921","127921","0.25434303283691406","0.25434303283691406","0.25434303283691406"
"25586","127926","127926","127926","0.26475220918655396","0.26475220918655396","0.26475220918655396"
"25612","128056","128056","128056","0.37816259264945984","0.37816259264945984","0.37816259264945984"
"25628","128136","128136","128136","0.1388513743877411","0.1388513743877411","0.1388513743877411"
"25635","128171","128171","128171","0.18382737040519714","0.18382737040519714","0.18382737040519714"
"25638","128186","128186","128186","0.2192964106798172","0.2192964106798172","0.2192964106798172"
"25641","128201","128201","128201","0.1859857141971588","0.1859857141971588","0.1859857141971588"
"25647","128231","128231","128231","0.2575082778930664","0.2575082778930664","0.2575082778930664"
"25677","128381","128381","128381","0.2825474143028259","0.2825474143028259","0.2825474143028259"
"25680","128396","128396","128396","0.2558497190475464","0.2558497190475464","0.2558497190475464"
"25697","128481","128481","128481","0.31186896562576294","0.31186896562576294","0.31186896562576294"
"25708","128536","128536","128536","0.16549289226531982","0.16549289226531982","0.16549289226531982"
"25716","128576","128576","128576","0.41158416867256165","0.41158416867256165","0.41158416867256165"
"25717","128581","128581","128581","0.17435243725776672","0.17435243725776672","0.17435243725776672"
"25739","128691","128691","128691","0.5224721431732178","0.5224721431732178","0.5224721431732178"
"25743","128711","128711","128711","0.30814415216445923","0.30814415216445923","0.30814415216445923"
"25763","128811","128811","128811","0.16366945207118988","0.16366945207118988","0.16366945207118988"
"25777","128881","128881","128881","0.1474907249212265","0.1474907249212265","0.1474907249212265"
"25791","128951","128951","128951","0.20891925692558289","0.20891925692558289","0.20891925692558289"
"25796","128976","128976","128976","0.2816859185695648","0.2816859185695648","0.2816859185695648"
"25806","129026","129026","129026","0.2972863018512726","0.2972863018512726","0.2972863018512726"
"25810","129046","129046","129046","0.25074461102485657","0.25074461102485657","0.25074461102485657"
"25812","129056","129056","129056","0.24053998291492462","0.24053998291492462","0.24053998291492462"
"25841","129201","129201","129201","0.22528930008411407","0.22528930008411407","0.22528930008411407"
"25850","129246","129246","129246","0.1273113489151001","0.1273113489151001","0.1273113489151001"
"25854","129266","129266","129266","0.1561862826347351","0.1561862826347351","0.1561862826347351"
"25867","129331","129331","129331","0.17812228202819824","0.17812228202819824","0.17812228202819824"
"25885","129421","129421","129421","0.0849074274301529","0.0849074274301529","0.0849074274301529"
"25896","129476","129476","129476","0.2159280627965927","0.2159280627965927","0.2159280627965927"
"25899","129491","129491","129491","0.25754332542419434","0.25754332542419434","0.25754332542419434"
"25906","129526","129526","129526","0.2643585205078125","0.2643585205078125","0.2643585205078125"
"25928","129636","129636","129636","0.2838589549064636","0.2838589549064636","0.2838589549064636"
"25931","129651","129651","129651","0.20926161110401154","0.20926161110401154","0.20926161110401154"
"26025","130121","130121","130121","0.11879047006368637","0.11879047006368637","0.11879047006368637"
"26028","130136","130136","130136","0.21641767024993896","0.21641767024993896","0.21641767024993896"
"26038","130186","130186","130186","0.20887111127376556","0.20887111127376556","0.20887111127376556"
"26063","130311","130311","130311","0.24668627977371216","0.24668627977371216","0.24668627977371216"
"26065","130321","130321","130321","0.19559554755687714","0.19559554755687714","0.19559554755687714"
"26068","130336","130336","130336","0.28649577498435974","0.28649577498435974","0.28649577498435974"
"26075","130371","130371","130371","0.3454820513725281","0.3454820513725281","0.3454820513725281"
"26081","130401","130401","130401","0.2819839119911194","0.2819839119911194","0.2819839119911194"
"26084","130416","130416","130416","0.21953991055488586","0.21953991055488586","0.21953991055488586"
"26095","130471","130471","130471","0.24865157902240753","0.24865157902240753","0.24865157902240753"
"26119","130591","130591","130591","0.27218905091285706","0.27218905091285706","0.27218905091285706"
"26120","130596","130596","130596","0.1010453999042511","0.1010453999042511","0.1010453999042511"
"26159","130791","130791","130791","0.3018318712711334","0.3018318712711334","0.3018318712711334"
"26164","130816","130816","130816","0.1395130157470703","0.1395130157470703","0.1395130157470703"
"26169","130841","130841","130841","0.1315547376871109","0.1315547376871109","0.1315547376871109"
"26176","130876","130876","130876","0.2780977189540863","0.2780977189540863","0.2780977189540863"
"26190","130946","130946","130946","0.10908789932727814","0.10908789932727814","0.10908789932727814"
"26201","131001","131001","131001","0.22087320685386658","0.22087320685386658","0.22087320685386658"
"26202","131006","131006","131006","0.14450868964195251","0.14450868964195251","0.14450868964195251"
"26233","131161","131161","131161","0.12596803903579712","0.12596803903579712","0.12596803903579712"
"26235","131171","131171","131171","0.30448582768440247","0.30448582768440247","0.30448582768440247"
"26285","131421","131421","131421","0.32133662700653076","0.32133662700653076","0.32133662700653076"
"26297","131481","131481","131481","0.24486002326011658","0.24486002326011658","0.24486002326011658"
"26308","131536","131536","131536","0.2599779963493347","0.2599779963493347","0.2599779963493347"
"26312","131556","131556","131556","0.20263567566871643","0.20263567566871643","0.20263567566871643"
"26315","131571","131571","131571","0.10307745635509491","0.10307745635509491","0.10307745635509491"
"26317","131581","131581","131581","0.2351817786693573","0.2351817786693573","0.2351817786693573"
"26321","131601","131601","131601","0.1537526398897171","0.1537526398897171","0.1537526398897171"
"26327","131631","131631","131631","0.43929246068000793","0.43929246068000793","0.43929246068000793"
"26344","131716","131716","131716","0.16835084557533264","0.16835084557533264","0.16835084557533264"
"26345","131721","131721","131721","0.40838268399238586","0.40838268399238586","0.40838268399238586"
"26348","131736","131736","131736","0.2514727711677551","0.2514727711677551","0.2514727711677551"
"26364","131816","131816","131816","0.22769933938980103","0.22769933938980103","0.22769933938980103"
"26367","131831","131831","131831","0.2871966063976288","0.2871966063976288","0.2871966063976288"
"26373","131861","131861","131861","0.12704965472221375","0.12704965472221375","0.12704965472221375"
"26384","131916","131916","131916","0.23587588965892792","0.23587588965892792","0.23587588965892792"
"26387","131931","131931","131931","0.15429998934268951","0.15429998934268951","0.15429998934268951"
"26397","131981","131981","131981","0.13412532210350037","0.13412532210350037","0.13412532210350037"
"26438","132186","132186","132186","0.24629616737365723","0.24629616737365723","0.24629616737365723"
"26446","132226","132226","132226","0.3353751599788666","0.3353751599788666","0.3353751599788666"
"26454","132266","132266","132266","0.20669418573379517","0.20669418573379517","0.20669418573379517"
"26460","132296","132296","132296","0.13181167840957642","0.13181167840957642","0.13181167840957642"
"26461","132301","132301","132301","0.17116528749465942","0.17116528749465942","0.17116528749465942"
"26462","132306","132306","132306","0.2817554175853729","0.2817554175853729","0.2817554175853729"
"26464","132316","132316","132316","0.19053761661052704","0.19053761661052704","0.19053761661052704"
"26470","132346","132346","132346","0.17723321914672852","0.17723321914672852","0.17723321914672852"
"26479","132391","132391","132391","0.28535908460617065","0.28535908460617065","0.28535908460617065"
"26487","132431","132431","132431","0.2890423834323883","0.2890423834323883","0.2890423834323883"
"26488","132436","132436","132436","0.21198229491710663","0.21198229491710663","0.21198229491710663"
"26489","132441","132441","132441","0.243002787232399","0.243002787232399","0.243002787232399"
"26494","132466","132466","132466","0.19165769219398499","0.19165769219398499","0.19165769219398499"
"26537","132681","132681","132681","0.17167191207408905","0.17167191207408905","0.17167191207408905"
"26548","132736","132736","132736","0.3122026324272156","0.3122026324272156","0.3122026324272156"
"26593","132961","132961","132961","0.19961079955101013","0.19961079955101013","0.19961079955101013"
"26601","133001","133001","133001","0.2460629940032959","0.2460629940032959","0.2460629940032959"
"26629","133141","133141","133141","0.30764466524124146","0.30764466524124146","0.30764466524124146"
"26633","133161","133161","133161","0.2723628580570221","0.2723628580570221","0.2723628580570221"
"26638","133186","133186","133186","0.09294256567955017","0.09294256567955017","0.09294256567955017"
"26665","133321","133321","133321","0.12861959636211395","0.12861959636211395","0.12861959636211395"
"26719","133591","133591","133591","0.34971269965171814","0.34971269965171814","0.34971269965171814"
"26730","133646","133646","133646","0.2897951304912567","0.2897951304912567","0.2897951304912567"
"26735","133671","133671","133671","0.32160234451293945","0.32160234451293945","0.32160234451293945"
"26743","133711","133711","133711","0.1477423906326294","0.1477423906326294","0.1477423906326294"
"26766","133826","133826","133826","0.1917097121477127","0.1917097121477127","0.1917097121477127"
"26804","134016","134016","134016","0.1834314912557602","0.1834314912557602","0.1834314912557602"
"26806","134026","134026","134026","0.2330116629600525","0.2330116629600525","0.2330116629600525"
"26830","134146","134146","134146","0.251394659280777","0.251394659280777","0.251394659280777"
"26834","134166","134166","134166","0.5465720295906067","0.5465720295906067","0.5465720295906067"
"26860","134296","134296","134296","0.1705496907234192","0.1705496907234192","0.1705496907234192"
"26871","134351","134351","134351","0.2688944339752197","0.2688944339752197","0.2688944339752197"
