"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Click loss","run-multi-task-without-debiasing - Click loss__MIN","run-multi-task-without-debiasing - Click loss__MAX"
"38147","190731","190731","190731","0.14842893183231354","0.14842893183231354","0.14842893183231354"
"38152","190756","190756","190756","0.2431170642375946","0.2431170642375946","0.2431170642375946"
"38165","190821","190821","190821","0.3701655864715576","0.3701655864715576","0.3701655864715576"
"38166","190826","190826","190826","0.23055803775787354","0.23055803775787354","0.23055803775787354"
"38174","190866","190866","190866","0.09510089457035065","0.09510089457035065","0.09510089457035065"
"38176","190876","190876","190876","0.18835213780403137","0.18835213780403137","0.18835213780403137"
"38192","190956","190956","190956","0.5276944041252136","0.5276944041252136","0.5276944041252136"
"38196","190976","190976","190976","0.1656007617712021","0.1656007617712021","0.1656007617712021"
"38201","191001","191001","191001","0.27605611085891724","0.27605611085891724","0.27605611085891724"
"38219","191091","191091","191091","0.1726732701063156","0.1726732701063156","0.1726732701063156"
"38220","191096","191096","191096","0.2661791443824768","0.2661791443824768","0.2661791443824768"
"38239","191191","191191","191191","0.16298691928386688","0.16298691928386688","0.16298691928386688"
"38240","191196","191196","191196","0.19592717289924622","0.19592717289924622","0.19592717289924622"
"38246","191226","191226","191226","0.26830336451530457","0.26830336451530457","0.26830336451530457"
"38252","191256","191256","191256","0.2721824645996094","0.2721824645996094","0.2721824645996094"
"38257","191281","191281","191281","0.16424593329429626","0.16424593329429626","0.16424593329429626"
"38262","191306","191306","191306","0.39817750453948975","0.39817750453948975","0.39817750453948975"
"38264","191316","191316","191316","0.19731679558753967","0.19731679558753967","0.19731679558753967"
"38265","191321","191321","191321","0.17698973417282104","0.17698973417282104","0.17698973417282104"
"38276","191376","191376","191376","0.37828779220581055","0.37828779220581055","0.37828779220581055"
"38287","191431","191431","191431","0.2257479429244995","0.2257479429244995","0.2257479429244995"
"38290","191446","191446","191446","0.3704424202442169","0.3704424202442169","0.3704424202442169"
"38322","191606","191606","191606","0.1859923154115677","0.1859923154115677","0.1859923154115677"
"38326","191626","191626","191626","0.18650798499584198","0.18650798499584198","0.18650798499584198"
"38349","191741","191741","191741","0.2584214210510254","0.2584214210510254","0.2584214210510254"
"38355","191771","191771","191771","0.29640188813209534","0.29640188813209534","0.29640188813209534"
"38365","191821","191821","191821","0.2090124487876892","0.2090124487876892","0.2090124487876892"
"38401","192001","192001","192001","0.16344505548477173","0.16344505548477173","0.16344505548477173"
"38417","192081","192081","192081","0.27665066719055176","0.27665066719055176","0.27665066719055176"
"38423","192111","192111","192111","0.3100316822528839","0.3100316822528839","0.3100316822528839"
"38426","192126","192126","192126","0.19853004813194275","0.19853004813194275","0.19853004813194275"
"38429","192141","192141","192141","0.40584510564804077","0.40584510564804077","0.40584510564804077"
"38440","192196","192196","192196","0.17959553003311157","0.17959553003311157","0.17959553003311157"
"38443","192211","192211","192211","0.13533934950828552","0.13533934950828552","0.13533934950828552"
"38449","192241","192241","192241","0.2579781413078308","0.2579781413078308","0.2579781413078308"
"38460","192296","192296","192296","0.10837659239768982","0.10837659239768982","0.10837659239768982"
"38471","192351","192351","192351","0.18976645171642303","0.18976645171642303","0.18976645171642303"
"38476","192376","192376","192376","0.3672034740447998","0.3672034740447998","0.3672034740447998"
"38488","192436","192436","192436","0.32075679302215576","0.32075679302215576","0.32075679302215576"
"38489","192441","192441","192441","0.26647889614105225","0.26647889614105225","0.26647889614105225"
"38526","192626","192626","192626","0.2919245958328247","0.2919245958328247","0.2919245958328247"
"38544","192716","192716","192716","0.2322479486465454","0.2322479486465454","0.2322479486465454"
"38546","192726","192726","192726","0.17792847752571106","0.17792847752571106","0.17792847752571106"
"38547","192731","192731","192731","0.21035891771316528","0.21035891771316528","0.21035891771316528"
"38564","192816","192816","192816","0.10813494026660919","0.10813494026660919","0.10813494026660919"
"38597","192981","192981","192981","0.24363446235656738","0.24363446235656738","0.24363446235656738"
"38614","193066","193066","193066","0.24772915244102478","0.24772915244102478","0.24772915244102478"
"38646","193226","193226","193226","0.22810393571853638","0.22810393571853638","0.22810393571853638"
"38652","193256","193256","193256","0.25493955612182617","0.25493955612182617","0.25493955612182617"
"38662","193306","193306","193306","0.23298946022987366","0.23298946022987366","0.23298946022987366"
"38664","193316","193316","193316","0.2913541793823242","0.2913541793823242","0.2913541793823242"
"38669","193341","193341","193341","0.250504732131958","0.250504732131958","0.250504732131958"
"38679","193391","193391","193391","0.15025082230567932","0.15025082230567932","0.15025082230567932"
"38694","193466","193466","193466","0.14553426206111908","0.14553426206111908","0.14553426206111908"
"38704","193516","193516","193516","0.17467671632766724","0.17467671632766724","0.17467671632766724"
"38721","193601","193601","193601","0.15332356095314026","0.15332356095314026","0.15332356095314026"
"38741","193701","193701","193701","0.2916840612888336","0.2916840612888336","0.2916840612888336"
"38747","193731","193731","193731","0.23065024614334106","0.23065024614334106","0.23065024614334106"
"38755","193771","193771","193771","0.09789344668388367","0.09789344668388367","0.09789344668388367"
"38784","193916","193916","193916","0.08793216943740845","0.08793216943740845","0.08793216943740845"
"38795","193971","193971","193971","0.20648282766342163","0.20648282766342163","0.20648282766342163"
"38811","194051","194051","194051","0.18594932556152344","0.18594932556152344","0.18594932556152344"
"38815","194071","194071","194071","0.13467422127723694","0.13467422127723694","0.13467422127723694"
"38819","194091","194091","194091","0.49486130475997925","0.49486130475997925","0.49486130475997925"
"38832","194156","194156","194156","0.18794788420200348","0.18794788420200348","0.18794788420200348"
"38836","194176","194176","194176","0.21495220065116882","0.21495220065116882","0.21495220065116882"
"38849","194241","194241","194241","0.13011306524276733","0.13011306524276733","0.13011306524276733"
"38867","194331","194331","194331","0.12288793921470642","0.12288793921470642","0.12288793921470642"
"38888","194436","194436","194436","0.31156444549560547","0.31156444549560547","0.31156444549560547"
"38903","194511","194511","194511","0.5014446973800659","0.5014446973800659","0.5014446973800659"
"38912","194556","194556","194556","0.20542864501476288","0.20542864501476288","0.20542864501476288"
"38913","194561","194561","194561","0.4138842821121216","0.4138842821121216","0.4138842821121216"
"38914","194566","194566","194566","0.15568655729293823","0.15568655729293823","0.15568655729293823"
"38933","194661","194661","194661","0.3211851119995117","0.3211851119995117","0.3211851119995117"
"38963","194811","194811","194811","0.2635970711708069","0.2635970711708069","0.2635970711708069"
"38971","194851","194851","194851","0.19995126128196716","0.19995126128196716","0.19995126128196716"
"38987","194931","194931","194931","0.16494019329547882","0.16494019329547882","0.16494019329547882"
"38988","194936","194936","194936","0.22856785356998444","0.22856785356998444","0.22856785356998444"
"39004","195016","195016","195016","0.13935130834579468","0.13935130834579468","0.13935130834579468"
"39013","195061","195061","195061","0.28025007247924805","0.28025007247924805","0.28025007247924805"
"39014","195066","195066","195066","0.31321972608566284","0.31321972608566284","0.31321972608566284"
"39025","195121","195121","195121","0.19727808237075806","0.19727808237075806","0.19727808237075806"
"39033","195161","195161","195161","0.3351002335548401","0.3351002335548401","0.3351002335548401"
"39076","195376","195376","195376","0.274757444858551","0.274757444858551","0.274757444858551"
"39131","195651","195651","195651","0.28745049238204956","0.28745049238204956","0.28745049238204956"
"39134","195666","195666","195666","0.27891233563423157","0.27891233563423157","0.27891233563423157"
"39178","195886","195886","195886","0.2908767759799957","0.2908767759799957","0.2908767759799957"
"39187","195931","195931","195931","0.2872828245162964","0.2872828245162964","0.2872828245162964"
"39212","196056","196056","196056","0.2019801139831543","0.2019801139831543","0.2019801139831543"
"39215","196071","196071","196071","0.27960097789764404","0.27960097789764404","0.27960097789764404"
"39226","196126","196126","196126","0.25673845410346985","0.25673845410346985","0.25673845410346985"
"39234","196166","196166","196166","0.29339951276779175","0.29339951276779175","0.29339951276779175"
"39244","196216","196216","196216","0.34016773104667664","0.34016773104667664","0.34016773104667664"
"39306","196526","196526","196526","0.06601274758577347","0.06601274758577347","0.06601274758577347"
"39315","196571","196571","196571","0.19826948642730713","0.19826948642730713","0.19826948642730713"
"39318","196586","196586","196586","0.22821208834648132","0.22821208834648132","0.22821208834648132"
"39352","196756","196756","196756","0.16303078830242157","0.16303078830242157","0.16303078830242157"
"39356","196776","196776","196776","0.2725609838962555","0.2725609838962555","0.2725609838962555"
"39366","196826","196826","196826","0.2407686561346054","0.2407686561346054","0.2407686561346054"
"39380","196896","196896","196896","0.3646151125431061","0.3646151125431061","0.3646151125431061"
"39383","196911","196911","196911","0.40047600865364075","0.40047600865364075","0.40047600865364075"
"39398","196986","196986","196986","0.15953071415424347","0.15953071415424347","0.15953071415424347"
"39422","197106","197106","197106","0.11603955924510956","0.11603955924510956","0.11603955924510956"
"39435","197171","197171","197171","0.34644269943237305","0.34644269943237305","0.34644269943237305"
"39445","197221","197221","197221","0.21116040647029877","0.21116040647029877","0.21116040647029877"
"39449","197241","197241","197241","0.4035923480987549","0.4035923480987549","0.4035923480987549"
"39451","197251","197251","197251","0.20279140770435333","0.20279140770435333","0.20279140770435333"
"39467","197331","197331","197331","0.24793842434883118","0.24793842434883118","0.24793842434883118"
"39482","197406","197406","197406","0.15412724018096924","0.15412724018096924","0.15412724018096924"
"39491","197451","197451","197451","0.11100441217422485","0.11100441217422485","0.11100441217422485"
"39500","197496","197496","197496","0.20362964272499084","0.20362964272499084","0.20362964272499084"
"39520","197596","197596","197596","0.4263896942138672","0.4263896942138672","0.4263896942138672"
"39528","197636","197636","197636","0.23358801007270813","0.23358801007270813","0.23358801007270813"
"39540","197696","197696","197696","0.11487363278865814","0.11487363278865814","0.11487363278865814"
"39551","197751","197751","197751","0.1905522346496582","0.1905522346496582","0.1905522346496582"
"39576","197876","197876","197876","0.3150399923324585","0.3150399923324585","0.3150399923324585"
"39577","197881","197881","197881","0.11965417116880417","0.11965417116880417","0.11965417116880417"
"39581","197901","197901","197901","0.34190595149993896","0.34190595149993896","0.34190595149993896"
"39591","197951","197951","197951","0.17800205945968628","0.17800205945968628","0.17800205945968628"
"39594","197966","197966","197966","0.34675925970077515","0.34675925970077515","0.34675925970077515"
"39633","198161","198161","198161","0.1931820809841156","0.1931820809841156","0.1931820809841156"
"39692","198456","198456","198456","0.16183403134346008","0.16183403134346008","0.16183403134346008"
"39709","198541","198541","198541","0.23786139488220215","0.23786139488220215","0.23786139488220215"
"39743","198711","198711","198711","0.15034426748752594","0.15034426748752594","0.15034426748752594"
"39752","198756","198756","198756","0.3451952338218689","0.3451952338218689","0.3451952338218689"
"39777","198881","198881","198881","0.4771627187728882","0.4771627187728882","0.4771627187728882"
"39837","199181","199181","199181","0.25554901361465454","0.25554901361465454","0.25554901361465454"
"39856","199276","199276","199276","0.15648216009140015","0.15648216009140015","0.15648216009140015"
"39870","199346","199346","199346","0.25288814306259155","0.25288814306259155","0.25288814306259155"
"39871","199351","199351","199351","0.2867841422557831","0.2867841422557831","0.2867841422557831"
"39876","199376","199376","199376","0.2710544466972351","0.2710544466972351","0.2710544466972351"
"39889","199441","199441","199441","0.2544102072715759","0.2544102072715759","0.2544102072715759"
"39894","199466","199466","199466","0.320146769285202","0.320146769285202","0.320146769285202"
"39914","199566","199566","199566","0.17417648434638977","0.17417648434638977","0.17417648434638977"
"39919","199591","199591","199591","0.3175851106643677","0.3175851106643677","0.3175851106643677"
"39929","199641","199641","199641","0.19098354876041412","0.19098354876041412","0.19098354876041412"
"39943","199711","199711","199711","0.279981791973114","0.279981791973114","0.279981791973114"
"39981","199901","199901","199901","0.23186302185058594","0.23186302185058594","0.23186302185058594"
"39985","199921","199921","199921","0.22249078750610352","0.22249078750610352","0.22249078750610352"
"39989","199941","199941","199941","0.14250169694423676","0.14250169694423676","0.14250169694423676"
"40000","199996","199996","199996","0.1442277431488037","0.1442277431488037","0.1442277431488037"
"40014","200066","200066","200066","0.22859761118888855","0.22859761118888855","0.22859761118888855"
"40047","200231","200231","200231","0.12704765796661377","0.12704765796661377","0.12704765796661377"
"40053","200261","200261","200261","0.17365261912345886","0.17365261912345886","0.17365261912345886"
"40088","200436","200436","200436","0.1774490475654602","0.1774490475654602","0.1774490475654602"
"40131","200651","200651","200651","0.20780593156814575","0.20780593156814575","0.20780593156814575"
"40142","200706","200706","200706","0.18767713010311127","0.18767713010311127","0.18767713010311127"
"40148","200736","200736","200736","0.21413910388946533","0.21413910388946533","0.21413910388946533"
"40154","200766","200766","200766","0.2330557256937027","0.2330557256937027","0.2330557256937027"
"40156","200776","200776","200776","0.2679138481616974","0.2679138481616974","0.2679138481616974"
"40157","200781","200781","200781","0.48368027806282043","0.48368027806282043","0.48368027806282043"
"40172","200856","200856","200856","0.16169503331184387","0.16169503331184387","0.16169503331184387"
"40173","200861","200861","200861","0.2345069944858551","0.2345069944858551","0.2345069944858551"
"40199","200991","200991","200991","0.12506049871444702","0.12506049871444702","0.12506049871444702"
"40209","201041","201041","201041","0.27626684308052063","0.27626684308052063","0.27626684308052063"
"40220","201096","201096","201096","0.12599222362041473","0.12599222362041473","0.12599222362041473"
"40230","201146","201146","201146","0.1738186776638031","0.1738186776638031","0.1738186776638031"
"40248","201236","201236","201236","0.17565269768238068","0.17565269768238068","0.17565269768238068"
"40262","201306","201306","201306","0.10374441742897034","0.10374441742897034","0.10374441742897034"
"40264","201316","201316","201316","0.17661286890506744","0.17661286890506744","0.17661286890506744"
"40278","201386","201386","201386","0.33845287561416626","0.33845287561416626","0.33845287561416626"
"40315","201571","201571","201571","0.13107863068580627","0.13107863068580627","0.13107863068580627"
"40325","201621","201621","201621","0.22985625267028809","0.22985625267028809","0.22985625267028809"
"40340","201696","201696","201696","0.2566513419151306","0.2566513419151306","0.2566513419151306"
"40358","201786","201786","201786","0.29996180534362793","0.29996180534362793","0.29996180534362793"
"40384","201916","201916","201916","0.2608898878097534","0.2608898878097534","0.2608898878097534"
"40400","201996","201996","201996","0.35212504863739014","0.35212504863739014","0.35212504863739014"
"40413","202061","202061","202061","0.24213290214538574","0.24213290214538574","0.24213290214538574"
"40427","202131","202131","202131","0.3030659556388855","0.3030659556388855","0.3030659556388855"
"40431","202151","202151","202151","0.27170437574386597","0.27170437574386597","0.27170437574386597"
"40446","202226","202226","202226","0.2149668037891388","0.2149668037891388","0.2149668037891388"
"40449","202241","202241","202241","0.18310648202896118","0.18310648202896118","0.18310648202896118"
"40504","202516","202516","202516","0.17202560603618622","0.17202560603618622","0.17202560603618622"
"40510","202546","202546","202546","0.28242141008377075","0.28242141008377075","0.28242141008377075"
"40528","202636","202636","202636","0.24864162504673004","0.24864162504673004","0.24864162504673004"
"40535","202671","202671","202671","0.14463673532009125","0.14463673532009125","0.14463673532009125"
"40545","202721","202721","202721","0.23797065019607544","0.23797065019607544","0.23797065019607544"
"40553","202761","202761","202761","0.2921296954154968","0.2921296954154968","0.2921296954154968"
"40564","202816","202816","202816","0.1753484159708023","0.1753484159708023","0.1753484159708023"
"40577","202881","202881","202881","0.1844179928302765","0.1844179928302765","0.1844179928302765"
"40584","202916","202916","202916","0.31381845474243164","0.31381845474243164","0.31381845474243164"
"40592","202956","202956","202956","0.2033071219921112","0.2033071219921112","0.2033071219921112"
"40597","202981","202981","202981","0.238117516040802","0.238117516040802","0.238117516040802"
"40598","202986","202986","202986","0.33418309688568115","0.33418309688568115","0.33418309688568115"
"40603","203011","203011","203011","0.10720646381378174","0.10720646381378174","0.10720646381378174"
"40628","203136","203136","203136","0.24541279673576355","0.24541279673576355","0.24541279673576355"
"40638","203186","203186","203186","0.3351435661315918","0.3351435661315918","0.3351435661315918"
"40650","203246","203246","203246","0.3020339012145996","0.3020339012145996","0.3020339012145996"
"40657","203281","203281","203281","0.18046505749225616","0.18046505749225616","0.18046505749225616"
"40662","203306","203306","203306","0.14543241262435913","0.14543241262435913","0.14543241262435913"
"40663","203311","203311","203311","0.19370684027671814","0.19370684027671814","0.19370684027671814"
"40666","203326","203326","203326","0.07146099209785461","0.07146099209785461","0.07146099209785461"
"40672","203356","203356","203356","0.37252354621887207","0.37252354621887207","0.37252354621887207"
"40680","203396","203396","203396","0.4583863914012909","0.4583863914012909","0.4583863914012909"
"40685","203421","203421","203421","0.34300658106803894","0.34300658106803894","0.34300658106803894"
"40708","203536","203536","203536","0.27809423208236694","0.27809423208236694","0.27809423208236694"
"40715","203571","203571","203571","0.22279593348503113","0.22279593348503113","0.22279593348503113"
"40727","203631","203631","203631","0.20038270950317383","0.20038270950317383","0.20038270950317383"
"40745","203721","203721","203721","0.22305524349212646","0.22305524349212646","0.22305524349212646"
"40746","203726","203726","203726","0.24118825793266296","0.24118825793266296","0.24118825793266296"
"40747","203731","203731","203731","0.17732805013656616","0.17732805013656616","0.17732805013656616"
"40753","203761","203761","203761","0.344448983669281","0.344448983669281","0.344448983669281"
"40762","203806","203806","203806","0.2070295661687851","0.2070295661687851","0.2070295661687851"
"40764","203816","203816","203816","0.3644099831581116","0.3644099831581116","0.3644099831581116"
"40777","203881","203881","203881","0.26226386427879333","0.26226386427879333","0.26226386427879333"
"40805","204021","204021","204021","0.15649962425231934","0.15649962425231934","0.15649962425231934"
"40831","204151","204151","204151","0.0858377069234848","0.0858377069234848","0.0858377069234848"
"40851","204251","204251","204251","0.3185078799724579","0.3185078799724579","0.3185078799724579"
"40854","204266","204266","204266","0.2606743574142456","0.2606743574142456","0.2606743574142456"
"40858","204286","204286","204286","0.2054392397403717","0.2054392397403717","0.2054392397403717"
"40859","204291","204291","204291","0.14477181434631348","0.14477181434631348","0.14477181434631348"
"40862","204306","204306","204306","0.19693565368652344","0.19693565368652344","0.19693565368652344"
"40868","204336","204336","204336","0.3293272852897644","0.3293272852897644","0.3293272852897644"
"40884","204416","204416","204416","0.24292737245559692","0.24292737245559692","0.24292737245559692"
"40889","204441","204441","204441","0.18874001502990723","0.18874001502990723","0.18874001502990723"
"40893","204461","204461","204461","0.1205066591501236","0.1205066591501236","0.1205066591501236"
"40912","204556","204556","204556","0.3384494483470917","0.3384494483470917","0.3384494483470917"
"40922","204606","204606","204606","0.2595590353012085","0.2595590353012085","0.2595590353012085"
"40923","204611","204611","204611","0.2404845654964447","0.2404845654964447","0.2404845654964447"
"40929","204641","204641","204641","0.1328568160533905","0.1328568160533905","0.1328568160533905"
"40931","204651","204651","204651","0.19486474990844727","0.19486474990844727","0.19486474990844727"
"40937","204681","204681","204681","0.1950150728225708","0.1950150728225708","0.1950150728225708"
"40955","204771","204771","204771","0.16401571035385132","0.16401571035385132","0.16401571035385132"
"40969","204841","204841","204841","0.140311598777771","0.140311598777771","0.140311598777771"
"40971","204851","204851","204851","0.18416675925254822","0.18416675925254822","0.18416675925254822"
"40982","204906","204906","204906","0.20674172043800354","0.20674172043800354","0.20674172043800354"
"40986","204926","204926","204926","0.1863306760787964","0.1863306760787964","0.1863306760787964"
"41007","205031","205031","205031","0.2046532928943634","0.2046532928943634","0.2046532928943634"
"41025","205121","205121","205121","0.0808725580573082","0.0808725580573082","0.0808725580573082"
"41031","205151","205151","205151","0.14518915116786957","0.14518915116786957","0.14518915116786957"
"41035","205171","205171","205171","0.28718283772468567","0.28718283772468567","0.28718283772468567"
"41039","205191","205191","205191","0.2871055603027344","0.2871055603027344","0.2871055603027344"
"41053","205261","205261","205261","0.37458306550979614","0.37458306550979614","0.37458306550979614"
"41074","205366","205366","205366","0.2854306101799011","0.2854306101799011","0.2854306101799011"
"41082","205406","205406","205406","0.3532297611236572","0.3532297611236572","0.3532297611236572"
"41097","205481","205481","205481","0.16332891583442688","0.16332891583442688","0.16332891583442688"
"41115","205571","205571","205571","0.3484046459197998","0.3484046459197998","0.3484046459197998"
"41138","205686","205686","205686","0.19779253005981445","0.19779253005981445","0.19779253005981445"
"41154","205766","205766","205766","0.30352532863616943","0.30352532863616943","0.30352532863616943"
"41168","205836","205836","205836","0.12493062019348145","0.12493062019348145","0.12493062019348145"
"41181","205901","205901","205901","0.32698357105255127","0.32698357105255127","0.32698357105255127"
"41182","205906","205906","205906","0.16002824902534485","0.16002824902534485","0.16002824902534485"
"41188","205936","205936","205936","0.17573080956935883","0.17573080956935883","0.17573080956935883"
"41189","205941","205941","205941","0.1807776689529419","0.1807776689529419","0.1807776689529419"
"41196","205976","205976","205976","0.15574191510677338","0.15574191510677338","0.15574191510677338"
"41218","206086","206086","206086","0.23378151655197144","0.23378151655197144","0.23378151655197144"
"41219","206091","206091","206091","0.18307726085186005","0.18307726085186005","0.18307726085186005"
"41276","206376","206376","206376","0.436999648809433","0.436999648809433","0.436999648809433"
"41282","206406","206406","206406","0.2689512073993683","0.2689512073993683","0.2689512073993683"
"41290","206446","206446","206446","0.23577424883842468","0.23577424883842468","0.23577424883842468"
"41302","206506","206506","206506","0.1389409601688385","0.1389409601688385","0.1389409601688385"
"41309","206541","206541","206541","0.273753821849823","0.273753821849823","0.273753821849823"
"41323","206611","206611","206611","0.17293775081634521","0.17293775081634521","0.17293775081634521"
"41327","206631","206631","206631","0.1635177582502365","0.1635177582502365","0.1635177582502365"
"41331","206651","206651","206651","0.3330535590648651","0.3330535590648651","0.3330535590648651"
"41338","206686","206686","206686","0.44610708951950073","0.44610708951950073","0.44610708951950073"
"41344","206716","206716","206716","0.20838841795921326","0.20838841795921326","0.20838841795921326"
"41356","206776","206776","206776","0.24837125837802887","0.24837125837802887","0.24837125837802887"
"41386","206926","206926","206926","0.2221454381942749","0.2221454381942749","0.2221454381942749"
"41387","206931","206931","206931","0.2463388592004776","0.2463388592004776","0.2463388592004776"
"41400","206996","206996","206996","0.2601674199104309","0.2601674199104309","0.2601674199104309"
"41418","207086","207086","207086","0.27520322799682617","0.27520322799682617","0.27520322799682617"
"41427","207131","207131","207131","0.3496291935443878","0.3496291935443878","0.3496291935443878"
"41432","207156","207156","207156","0.19908501207828522","0.19908501207828522","0.19908501207828522"
"41442","207206","207206","207206","0.12026536464691162","0.12026536464691162","0.12026536464691162"
"41446","207226","207226","207226","0.11333689093589783","0.11333689093589783","0.11333689093589783"
"41456","207276","207276","207276","0.18859174847602844","0.18859174847602844","0.18859174847602844"
"41491","207451","207451","207451","0.21489284932613373","0.21489284932613373","0.21489284932613373"
"41522","207606","207606","207606","0.18511900305747986","0.18511900305747986","0.18511900305747986"
"41544","207716","207716","207716","0.23969605565071106","0.23969605565071106","0.23969605565071106"
"41547","207731","207731","207731","0.1225673109292984","0.1225673109292984","0.1225673109292984"
"41567","207831","207831","207831","0.35437244176864624","0.35437244176864624","0.35437244176864624"
"41607","208031","208031","208031","0.29718005657196045","0.29718005657196045","0.29718005657196045"
"41612","208056","208056","208056","0.16970674693584442","0.16970674693584442","0.16970674693584442"
"41614","208066","208066","208066","0.1810644268989563","0.1810644268989563","0.1810644268989563"
"41629","208141","208141","208141","0.2253178358078003","0.2253178358078003","0.2253178358078003"
"41644","208216","208216","208216","0.3167347013950348","0.3167347013950348","0.3167347013950348"
"41655","208271","208271","208271","0.28632956743240356","0.28632956743240356","0.28632956743240356"
"41663","208311","208311","208311","0.18176314234733582","0.18176314234733582","0.18176314234733582"
"41668","208336","208336","208336","0.1533374786376953","0.1533374786376953","0.1533374786376953"
"41677","208381","208381","208381","0.19626426696777344","0.19626426696777344","0.19626426696777344"
"41698","208486","208486","208486","0.5197133421897888","0.5197133421897888","0.5197133421897888"
"41726","208626","208626","208626","0.27167612314224243","0.27167612314224243","0.27167612314224243"
"41746","208726","208726","208726","0.18552923202514648","0.18552923202514648","0.18552923202514648"
"41791","208951","208951","208951","0.2411702275276184","0.2411702275276184","0.2411702275276184"
"41793","208961","208961","208961","0.19508697092533112","0.19508697092533112","0.19508697092533112"
"41796","208976","208976","208976","0.34349313378334045","0.34349313378334045","0.34349313378334045"
"41799","208991","208991","208991","0.3306889533996582","0.3306889533996582","0.3306889533996582"
"41803","209011","209011","209011","0.22463738918304443","0.22463738918304443","0.22463738918304443"
"41804","209016","209016","209016","0.32632583379745483","0.32632583379745483","0.32632583379745483"
"41814","209066","209066","209066","0.2514351010322571","0.2514351010322571","0.2514351010322571"
"41823","209111","209111","209111","0.12843818962574005","0.12843818962574005","0.12843818962574005"
"41833","209161","209161","209161","0.15677842497825623","0.15677842497825623","0.15677842497825623"
"41834","209166","209166","209166","0.2645832896232605","0.2645832896232605","0.2645832896232605"
"41848","209236","209236","209236","0.09471563249826431","0.09471563249826431","0.09471563249826431"
"41853","209261","209261","209261","0.2557869553565979","0.2557869553565979","0.2557869553565979"
"41863","209311","209311","209311","0.1693120002746582","0.1693120002746582","0.1693120002746582"
"41874","209366","209366","209366","0.18143686652183533","0.18143686652183533","0.18143686652183533"
"41883","209411","209411","209411","0.28613924980163574","0.28613924980163574","0.28613924980163574"
"41889","209441","209441","209441","0.1661561131477356","0.1661561131477356","0.1661561131477356"
"41895","209471","209471","209471","0.29769575595855713","0.29769575595855713","0.29769575595855713"
"41900","209496","209496","209496","0.29989999532699585","0.29989999532699585","0.29989999532699585"
"41921","209601","209601","209601","0.0951298326253891","0.0951298326253891","0.0951298326253891"
"41943","209711","209711","209711","0.30633121728897095","0.30633121728897095","0.30633121728897095"
"41956","209776","209776","209776","0.2235868126153946","0.2235868126153946","0.2235868126153946"
"41965","209821","209821","209821","0.2739103138446808","0.2739103138446808","0.2739103138446808"
"41977","209881","209881","209881","0.177953839302063","0.177953839302063","0.177953839302063"
"41985","209921","209921","209921","0.132919579744339","0.132919579744339","0.132919579744339"
"42009","210041","210041","210041","0.1434345841407776","0.1434345841407776","0.1434345841407776"
"42010","210046","210046","210046","0.20605939626693726","0.20605939626693726","0.20605939626693726"
"42037","210181","210181","210181","0.10022836178541183","0.10022836178541183","0.10022836178541183"
"42040","210196","210196","210196","0.15453514456748962","0.15453514456748962","0.15453514456748962"
"42045","210221","210221","210221","0.2506635785102844","0.2506635785102844","0.2506635785102844"
"42048","210236","210236","210236","0.1542470008134842","0.1542470008134842","0.1542470008134842"
"42061","210301","210301","210301","0.1845969259738922","0.1845969259738922","0.1845969259738922"
"42067","210331","210331","210331","0.21510764956474304","0.21510764956474304","0.21510764956474304"
"42069","210341","210341","210341","0.2105727195739746","0.2105727195739746","0.2105727195739746"
"42083","210411","210411","210411","0.17711761593818665","0.17711761593818665","0.17711761593818665"
"42089","210441","210441","210441","0.27857232093811035","0.27857232093811035","0.27857232093811035"
"42092","210456","210456","210456","0.12596024572849274","0.12596024572849274","0.12596024572849274"
"42099","210491","210491","210491","0.1862368881702423","0.1862368881702423","0.1862368881702423"
"42103","210511","210511","210511","0.1271623969078064","0.1271623969078064","0.1271623969078064"
"42108","210536","210536","210536","0.19472652673721313","0.19472652673721313","0.19472652673721313"
"42164","210816","210816","210816","0.17580711841583252","0.17580711841583252","0.17580711841583252"
"42173","210861","210861","210861","0.2561771273612976","0.2561771273612976","0.2561771273612976"
"42187","210931","210931","210931","0.2814415395259857","0.2814415395259857","0.2814415395259857"
"42190","210946","210946","210946","0.1384819597005844","0.1384819597005844","0.1384819597005844"
"42202","211006","211006","211006","0.18830102682113647","0.18830102682113647","0.18830102682113647"
"42208","211036","211036","211036","0.11805285513401031","0.11805285513401031","0.11805285513401031"
"42209","211041","211041","211041","0.21277526021003723","0.21277526021003723","0.21277526021003723"
"42218","211086","211086","211086","0.24202415347099304","0.24202415347099304","0.24202415347099304"
"42245","211221","211221","211221","0.4007623493671417","0.4007623493671417","0.4007623493671417"
"42253","211261","211261","211261","0.21038728952407837","0.21038728952407837","0.21038728952407837"
"42261","211301","211301","211301","0.4649035930633545","0.4649035930633545","0.4649035930633545"
"42272","211356","211356","211356","0.25742244720458984","0.25742244720458984","0.25742244720458984"
"42275","211371","211371","211371","0.23015092313289642","0.23015092313289642","0.23015092313289642"
"42278","211386","211386","211386","0.2778432071208954","0.2778432071208954","0.2778432071208954"
"42291","211451","211451","211451","0.14602655172348022","0.14602655172348022","0.14602655172348022"
"42304","211516","211516","211516","0.44745582342147827","0.44745582342147827","0.44745582342147827"
