"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - Total loss","run-multi-task-debiasing-separate-logits - Total loss__MIN","run-multi-task-debiasing-separate-logits - Total loss__MAX"
"18638","93185","93185","93185","3.4052886962890625","3.4052886962890625","3.4052886962890625"
"18640","93195","93195","93195","3.607840061187744","3.607840061187744","3.607840061187744"
"18653","93260","93260","93260","2.801422595977783","2.801422595977783","2.801422595977783"
"18674","93365","93365","93365","2.819434881210327","2.819434881210327","2.819434881210327"
"18684","93415","93415","93415","4.696150779724121","4.696150779724121","4.696150779724121"
"18685","93420","93420","93420","3.2425944805145264","3.2425944805145264","3.2425944805145264"
"18687","93430","93430","93430","2.5536820888519287","2.5536820888519287","2.5536820888519287"
"18696","93475","93475","93475","4.561328887939453","4.561328887939453","4.561328887939453"
"18708","93535","93535","93535","3.0054728984832764","3.0054728984832764","3.0054728984832764"
"18717","93580","93580","93580","2.1597719192504883","2.1597719192504883","2.1597719192504883"
"18728","93635","93635","93635","3.8679609298706055","3.8679609298706055","3.8679609298706055"
"18733","93660","93660","93660","4.602106094360352","4.602106094360352","4.602106094360352"
"18743","93710","93710","93710","3.3096237182617188","3.3096237182617188","3.3096237182617188"
"18755","93770","93770","93770","4.220712661743164","4.220712661743164","4.220712661743164"
"18759","93790","93790","93790","4.19920539855957","4.19920539855957","4.19920539855957"
"18777","93880","93880","93880","4.147812366485596","4.147812366485596","4.147812366485596"
"18781","93900","93900","93900","4.754500389099121","4.754500389099121","4.754500389099121"
"18785","93920","93920","93920","4.643704891204834","4.643704891204834","4.643704891204834"
"18786","93925","93925","93925","4.412579536437988","4.412579536437988","4.412579536437988"
"18788","93935","93935","93935","4.056805610656738","4.056805610656738","4.056805610656738"
"18800","93995","93995","93995","4.111083030700684","4.111083030700684","4.111083030700684"
"18815","94070","94070","94070","5.3732500076293945","5.3732500076293945","5.3732500076293945"
"18853","94260","94260","94260","3.6462242603302","3.6462242603302","3.6462242603302"
"18862","94305","94305","94305","2.8258774280548096","2.8258774280548096","2.8258774280548096"
"18864","94315","94315","94315","3.6363954544067383","3.6363954544067383","3.6363954544067383"
"18865","94320","94320","94320","4.22201681137085","4.22201681137085","4.22201681137085"
"18866","94325","94325","94325","3.297502040863037","3.297502040863037","3.297502040863037"
"18879","94390","94390","94390","4.298240661621094","4.298240661621094","4.298240661621094"
"18900","94495","94495","94495","2.9996542930603027","2.9996542930603027","2.9996542930603027"
"18923","94610","94610","94610","5.310574054718018","5.310574054718018","5.310574054718018"
"18943","94710","94710","94710","2.739347219467163","2.739347219467163","2.739347219467163"
"18944","94715","94715","94715","3.3812475204467773","3.3812475204467773","3.3812475204467773"
"18967","94830","94830","94830","3.9968419075012207","3.9968419075012207","3.9968419075012207"
"18989","94940","94940","94940","3.3032302856445312","3.3032302856445312","3.3032302856445312"
"19021","95100","95100","95100","2.7572405338287354","2.7572405338287354","2.7572405338287354"
"19027","95130","95130","95130","4.45771598815918","4.45771598815918","4.45771598815918"
"19049","95240","95240","95240","3.047504186630249","3.047504186630249","3.047504186630249"
"19052","95255","95255","95255","3.390577554702759","3.390577554702759","3.390577554702759"
"19058","95285","95285","95285","2.6209137439727783","2.6209137439727783","2.6209137439727783"
"19081","95400","95400","95400","3.6481375694274902","3.6481375694274902","3.6481375694274902"
"19093","95460","95460","95460","3.606029510498047","3.606029510498047","3.606029510498047"
"19109","95540","95540","95540","3.3338780403137207","3.3338780403137207","3.3338780403137207"
"19130","95645","95645","95645","2.9052655696868896","2.9052655696868896","2.9052655696868896"
"19137","95680","95680","95680","4.9269866943359375","4.9269866943359375","4.9269866943359375"
"19145","95720","95720","95720","3.174123764038086","3.174123764038086","3.174123764038086"
"19152","95755","95755","95755","3.5929322242736816","3.5929322242736816","3.5929322242736816"
"19155","95770","95770","95770","3.128925085067749","3.128925085067749","3.128925085067749"
"19156","95775","95775","95775","3.8945281505584717","3.8945281505584717","3.8945281505584717"
"19182","95905","95905","95905","2.9545326232910156","2.9545326232910156","2.9545326232910156"
"19185","95920","95920","95920","2.813322067260742","2.813322067260742","2.813322067260742"
"19196","95975","95975","95975","3.7645602226257324","3.7645602226257324","3.7645602226257324"
"19209","96040","96040","96040","2.777714729309082","2.777714729309082","2.777714729309082"
"19219","96090","96090","96090","3.5011816024780273","3.5011816024780273","3.5011816024780273"
"19222","96105","96105","96105","3.1269216537475586","3.1269216537475586","3.1269216537475586"
"19232","96155","96155","96155","2.980329751968384","2.980329751968384","2.980329751968384"
"19241","96200","96200","96200","3.6613900661468506","3.6613900661468506","3.6613900661468506"
"19244","96215","96215","96215","3.195859432220459","3.195859432220459","3.195859432220459"
"19254","96265","96265","96265","3.629690408706665","3.629690408706665","3.629690408706665"
"19257","96280","96280","96280","2.4559805393218994","2.4559805393218994","2.4559805393218994"
"19263","96310","96310","96310","3.620245933532715","3.620245933532715","3.620245933532715"
"19294","96465","96465","96465","2.637444257736206","2.637444257736206","2.637444257736206"
"19295","96470","96470","96470","3.693502426147461","3.693502426147461","3.693502426147461"
"19317","96580","96580","96580","3.855050563812256","3.855050563812256","3.855050563812256"
"19319","96590","96590","96590","3.0492987632751465","3.0492987632751465","3.0492987632751465"
"19361","96800","96800","96800","3.0163586139678955","3.0163586139678955","3.0163586139678955"
"19403","97010","97010","97010","2.9923856258392334","2.9923856258392334","2.9923856258392334"
"19412","97055","97055","97055","3.2335219383239746","3.2335219383239746","3.2335219383239746"
"19415","97070","97070","97070","3.5145795345306396","3.5145795345306396","3.5145795345306396"
"19425","97120","97120","97120","3.8997185230255127","3.8997185230255127","3.8997185230255127"
"19438","97185","97185","97185","5.925358772277832","5.925358772277832","5.925358772277832"
"19444","97215","97215","97215","3.8888447284698486","3.8888447284698486","3.8888447284698486"
"19448","97235","97235","97235","3.8585660457611084","3.8585660457611084","3.8585660457611084"
"19452","97255","97255","97255","3.186980962753296","3.186980962753296","3.186980962753296"
"19457","97280","97280","97280","3.282200574874878","3.282200574874878","3.282200574874878"
"19462","97305","97305","97305","4.68369722366333","4.68369722366333","4.68369722366333"
"19480","97395","97395","97395","3.574721097946167","3.574721097946167","3.574721097946167"
"19506","97525","97525","97525","3.129034996032715","3.129034996032715","3.129034996032715"
"19530","97645","97645","97645","3.399944305419922","3.399944305419922","3.399944305419922"
"19568","97835","97835","97835","2.6707987785339355","2.6707987785339355","2.6707987785339355"
"19578","97885","97885","97885","4.181802749633789","4.181802749633789","4.181802749633789"
"19581","97900","97900","97900","3.636657238006592","3.636657238006592","3.636657238006592"
"19582","97905","97905","97905","3.962463140487671","3.962463140487671","3.962463140487671"
"19604","98015","98015","98015","3.3533761501312256","3.3533761501312256","3.3533761501312256"
"19607","98030","98030","98030","3.686687707901001","3.686687707901001","3.686687707901001"
"19630","98145","98145","98145","2.5857505798339844","2.5857505798339844","2.5857505798339844"
"19635","98170","98170","98170","4.413235187530518","4.413235187530518","4.413235187530518"
"19638","98185","98185","98185","3.5392520427703857","3.5392520427703857","3.5392520427703857"
"19641","98200","98200","98200","3.487663745880127","3.487663745880127","3.487663745880127"
"19642","98205","98205","98205","3.720211982727051","3.720211982727051","3.720211982727051"
"19657","98280","98280","98280","2.9200825691223145","2.9200825691223145","2.9200825691223145"
"19660","98295","98295","98295","3.830116033554077","3.830116033554077","3.830116033554077"
"19667","98330","98330","98330","3.5109848976135254","3.5109848976135254","3.5109848976135254"
"19671","98350","98350","98350","5.242656707763672","5.242656707763672","5.242656707763672"
"19676","98375","98375","98375","2.8563473224639893","2.8563473224639893","2.8563473224639893"
"19681","98400","98400","98400","6.098261833190918","6.098261833190918","6.098261833190918"
"19690","98445","98445","98445","2.6382765769958496","2.6382765769958496","2.6382765769958496"
"19691","98450","98450","98450","2.808401107788086","2.808401107788086","2.808401107788086"
"19701","98500","98500","98500","4.533359527587891","4.533359527587891","4.533359527587891"
"19702","98505","98505","98505","2.7446722984313965","2.7446722984313965","2.7446722984313965"
"19705","98520","98520","98520","3.111785650253296","3.111785650253296","3.111785650253296"
"19708","98535","98535","98535","3.7207608222961426","3.7207608222961426","3.7207608222961426"
"19717","98580","98580","98580","3.294019937515259","3.294019937515259","3.294019937515259"
"19721","98600","98600","98600","2.9429991245269775","2.9429991245269775","2.9429991245269775"
"19723","98610","98610","98610","4.08901309967041","4.08901309967041","4.08901309967041"
"19743","98710","98710","98710","4.0609283447265625","4.0609283447265625","4.0609283447265625"
"19763","98810","98810","98810","3.444089889526367","3.444089889526367","3.444089889526367"
"19767","98830","98830","98830","3.941969394683838","3.941969394683838","3.941969394683838"
"19776","98875","98875","98875","3.208153247833252","3.208153247833252","3.208153247833252"
"19783","98910","98910","98910","2.824498176574707","2.824498176574707","2.824498176574707"
"19794","98965","98965","98965","3.161281108856201","3.161281108856201","3.161281108856201"
"19808","99035","99035","99035","3.1984829902648926","3.1984829902648926","3.1984829902648926"
"19816","99075","99075","99075","2.260012149810791","2.260012149810791","2.260012149810791"
"19819","99090","99090","99090","4.36776876449585","4.36776876449585","4.36776876449585"
"19827","99130","99130","99130","3.2512400150299072","3.2512400150299072","3.2512400150299072"
"19836","99175","99175","99175","4.13903284072876","4.13903284072876","4.13903284072876"
"19850","99245","99245","99245","3.1250593662261963","3.1250593662261963","3.1250593662261963"
"19885","99420","99420","99420","3.4601573944091797","3.4601573944091797","3.4601573944091797"
"19888","99435","99435","99435","2.6662464141845703","2.6662464141845703","2.6662464141845703"
"19892","99455","99455","99455","3.100168466567993","3.100168466567993","3.100168466567993"
"19914","99565","99565","99565","3.3763840198516846","3.3763840198516846","3.3763840198516846"
"19920","99595","99595","99595","3.282528877258301","3.282528877258301","3.282528877258301"
"19932","99655","99655","99655","3.7493438720703125","3.7493438720703125","3.7493438720703125"
"19941","99700","99700","99700","3.733128547668457","3.733128547668457","3.733128547668457"
"19958","99785","99785","99785","3.206902027130127","3.206902027130127","3.206902027130127"
"19963","99810","99810","99810","4.299549579620361","4.299549579620361","4.299549579620361"
"19966","99825","99825","99825","2.409346580505371","2.409346580505371","2.409346580505371"
"19972","99855","99855","99855","3.0615618228912354","3.0615618228912354","3.0615618228912354"
"19980","99895","99895","99895","4.782044410705566","4.782044410705566","4.782044410705566"
"19999","99990","99990","99990","2.4248509407043457","2.4248509407043457","2.4248509407043457"
"20008","100035","100035","100035","2.8729629516601562","2.8729629516601562","2.8729629516601562"
"20013","100060","100060","100060","3.5337934494018555","3.5337934494018555","3.5337934494018555"
"20019","100090","100090","100090","4.844697952270508","4.844697952270508","4.844697952270508"
"20074","100365","100365","100365","3.2522668838500977","3.2522668838500977","3.2522668838500977"
"20085","100420","100420","100420","3.211174964904785","3.211174964904785","3.211174964904785"
"20122","100605","100605","100605","3.752438545227051","3.752438545227051","3.752438545227051"
"20142","100705","100705","100705","3.7889561653137207","3.7889561653137207","3.7889561653137207"
"20144","100715","100715","100715","5.084884166717529","5.084884166717529","5.084884166717529"
"20172","100855","100855","100855","4.048038482666016","4.048038482666016","4.048038482666016"
"20176","100875","100875","100875","3.0934252738952637","3.0934252738952637","3.0934252738952637"
"20205","101020","101020","101020","3.3848540782928467","3.3848540782928467","3.3848540782928467"
"20210","101045","101045","101045","2.87446928024292","2.87446928024292","2.87446928024292"
"20222","101105","101105","101105","5.306765556335449","5.306765556335449","5.306765556335449"
"20226","101125","101125","101125","3.1290409564971924","3.1290409564971924","3.1290409564971924"
"20238","101185","101185","101185","3.9168949127197266","3.9168949127197266","3.9168949127197266"
"20240","101195","101195","101195","3.804776191711426","3.804776191711426","3.804776191711426"
"20241","101200","101200","101200","2.7995755672454834","2.7995755672454834","2.7995755672454834"
"20248","101235","101235","101235","2.4576985836029053","2.4576985836029053","2.4576985836029053"
"20270","101345","101345","101345","4.281415939331055","4.281415939331055","4.281415939331055"
"20278","101385","101385","101385","2.914472818374634","2.914472818374634","2.914472818374634"
"20296","101475","101475","101475","3.9857821464538574","3.9857821464538574","3.9857821464538574"
"20338","101685","101685","101685","4.666475296020508","4.666475296020508","4.666475296020508"
"20343","101710","101710","101710","3.509544610977173","3.509544610977173","3.509544610977173"
"20372","101855","101855","101855","4.782454490661621","4.782454490661621","4.782454490661621"
"20381","101900","101900","101900","2.650308609008789","2.650308609008789","2.650308609008789"
"20383","101910","101910","101910","3.6025328636169434","3.6025328636169434","3.6025328636169434"
"20402","102005","102005","102005","3.343688726425171","3.343688726425171","3.343688726425171"
"20420","102095","102095","102095","4.610507965087891","4.610507965087891","4.610507965087891"
"20452","102255","102255","102255","2.892127275466919","2.892127275466919","2.892127275466919"
"20457","102280","102280","102280","4.170716285705566","4.170716285705566","4.170716285705566"
"20466","102325","102325","102325","5.701953887939453","5.701953887939453","5.701953887939453"
"20475","102370","102370","102370","3.693122386932373","3.693122386932373","3.693122386932373"
"20500","102495","102495","102495","2.8427140712738037","2.8427140712738037","2.8427140712738037"
"20542","102705","102705","102705","2.479123115539551","2.479123115539551","2.479123115539551"
"20554","102765","102765","102765","2.7606215476989746","2.7606215476989746","2.7606215476989746"
"20572","102855","102855","102855","3.3682258129119873","3.3682258129119873","3.3682258129119873"
"20594","102965","102965","102965","3.5488195419311523","3.5488195419311523","3.5488195419311523"
"20601","103000","103000","103000","2.5126395225524902","2.5126395225524902","2.5126395225524902"
"20640","103195","103195","103195","3.6049551963806152","3.6049551963806152","3.6049551963806152"
"20641","103200","103200","103200","2.9614923000335693","2.9614923000335693","2.9614923000335693"
"20653","103260","103260","103260","4.902429580688477","4.902429580688477","4.902429580688477"
"20656","103275","103275","103275","3.205993890762329","3.205993890762329","3.205993890762329"
"20659","103290","103290","103290","2.924248218536377","2.924248218536377","2.924248218536377"
"20660","103295","103295","103295","3.537759304046631","3.537759304046631","3.537759304046631"
"20661","103300","103300","103300","3.186128854751587","3.186128854751587","3.186128854751587"
"20669","103340","103340","103340","3.898021697998047","3.898021697998047","3.898021697998047"
"20704","103515","103515","103515","4.1431779861450195","4.1431779861450195","4.1431779861450195"
"20731","103650","103650","103650","3.0686490535736084","3.0686490535736084","3.0686490535736084"
"20756","103775","103775","103775","3.4890425205230713","3.4890425205230713","3.4890425205230713"
"20757","103780","103780","103780","4.516483306884766","4.516483306884766","4.516483306884766"
"20759","103790","103790","103790","3.1769025325775146","3.1769025325775146","3.1769025325775146"
"20777","103880","103880","103880","3.949418544769287","3.949418544769287","3.949418544769287"
"20783","103910","103910","103910","4.097378730773926","4.097378730773926","4.097378730773926"
"20794","103965","103965","103965","4.545091152191162","4.545091152191162","4.545091152191162"
"20831","104150","104150","104150","3.0584940910339355","3.0584940910339355","3.0584940910339355"
"20834","104165","104165","104165","3.8663830757141113","3.8663830757141113","3.8663830757141113"
"20844","104215","104215","104215","3.205881357192993","3.205881357192993","3.205881357192993"
"20849","104240","104240","104240","3.274369239807129","3.274369239807129","3.274369239807129"
"20851","104250","104250","104250","2.8922276496887207","2.8922276496887207","2.8922276496887207"
"20852","104255","104255","104255","3.8909194469451904","3.8909194469451904","3.8909194469451904"
"20864","104315","104315","104315","3.5015296936035156","3.5015296936035156","3.5015296936035156"
"20869","104340","104340","104340","3.261211633682251","3.261211633682251","3.261211633682251"
"20873","104360","104360","104360","3.725170135498047","3.725170135498047","3.725170135498047"
"20916","104575","104575","104575","5.259888172149658","5.259888172149658","5.259888172149658"
"20975","104870","104870","104870","3.596644639968872","3.596644639968872","3.596644639968872"
"20982","104905","104905","104905","2.870589017868042","2.870589017868042","2.870589017868042"
"20994","104965","104965","104965","3.865919828414917","3.865919828414917","3.865919828414917"
"21001","105000","105000","105000","3.6380114555358887","3.6380114555358887","3.6380114555358887"
"21002","105005","105005","105005","3.8249874114990234","3.8249874114990234","3.8249874114990234"
"21006","105025","105025","105025","4.124207973480225","4.124207973480225","4.124207973480225"
"21017","105080","105080","105080","3.378979444503784","3.378979444503784","3.378979444503784"
"21029","105140","105140","105140","3.2473037242889404","3.2473037242889404","3.2473037242889404"
"21041","105200","105200","105200","3.271941661834717","3.271941661834717","3.271941661834717"
"21045","105220","105220","105220","2.9404807090759277","2.9404807090759277","2.9404807090759277"
"21051","105250","105250","105250","3.900084972381592","3.900084972381592","3.900084972381592"
"21064","105315","105315","105315","4.781811714172363","4.781811714172363","4.781811714172363"
"21071","105350","105350","105350","4.068779945373535","4.068779945373535","4.068779945373535"
"21083","105410","105410","105410","5.032709121704102","5.032709121704102","5.032709121704102"
"21089","105440","105440","105440","4.1529221534729","4.1529221534729","4.1529221534729"
"21095","105470","105470","105470","4.335921764373779","4.335921764373779","4.335921764373779"
"21101","105500","105500","105500","3.7088394165039062","3.7088394165039062","3.7088394165039062"
"21117","105580","105580","105580","3.136582851409912","3.136582851409912","3.136582851409912"
"21130","105645","105645","105645","4.959917068481445","4.959917068481445","4.959917068481445"
"21159","105790","105790","105790","4.619951248168945","4.619951248168945","4.619951248168945"
"21220","106095","106095","106095","3.7953925132751465","3.7953925132751465","3.7953925132751465"
"21249","106240","106240","106240","3.461005687713623","3.461005687713623","3.461005687713623"
"21250","106245","106245","106245","4.121323585510254","4.121323585510254","4.121323585510254"
"21259","106290","106290","106290","3.4636430740356445","3.4636430740356445","3.4636430740356445"
"21274","106365","106365","106365","2.2362077236175537","2.2362077236175537","2.2362077236175537"
"21285","106420","106420","106420","3.0143349170684814","3.0143349170684814","3.0143349170684814"
"21296","106475","106475","106475","3.266961097717285","3.266961097717285","3.266961097717285"
"21300","106495","106495","106495","3.257411241531372","3.257411241531372","3.257411241531372"
"21330","106645","106645","106645","3.5358049869537354","3.5358049869537354","3.5358049869537354"
"21335","106670","106670","106670","3.0914101600646973","3.0914101600646973","3.0914101600646973"
"21346","106725","106725","106725","3.7035210132598877","3.7035210132598877","3.7035210132598877"
"21370","106845","106845","106845","3.43680477142334","3.43680477142334","3.43680477142334"
"21403","107010","107010","107010","3.84600830078125","3.84600830078125","3.84600830078125"
"21404","107015","107015","107015","3.3936285972595215","3.3936285972595215","3.3936285972595215"
"21423","107110","107110","107110","3.4285099506378174","3.4285099506378174","3.4285099506378174"
"21431","107150","107150","107150","4.086460113525391","4.086460113525391","4.086460113525391"
"21446","107225","107225","107225","4.744025230407715","4.744025230407715","4.744025230407715"
"21460","107295","107295","107295","2.7813191413879395","2.7813191413879395","2.7813191413879395"
"21461","107300","107300","107300","2.917673110961914","2.917673110961914","2.917673110961914"
"21481","107400","107400","107400","3.281289577484131","3.281289577484131","3.281289577484131"
"21503","107510","107510","107510","3.7195186614990234","3.7195186614990234","3.7195186614990234"
"21507","107530","107530","107530","3.2360196113586426","3.2360196113586426","3.2360196113586426"
"21509","107540","107540","107540","3.008449077606201","3.008449077606201","3.008449077606201"
"21513","107560","107560","107560","3.974985122680664","3.974985122680664","3.974985122680664"
"21517","107580","107580","107580","2.817887783050537","2.817887783050537","2.817887783050537"
"21523","107610","107610","107610","3.3876967430114746","3.3876967430114746","3.3876967430114746"
"21525","107620","107620","107620","2.74530029296875","2.74530029296875","2.74530029296875"
"21545","107720","107720","107720","2.8458611965179443","2.8458611965179443","2.8458611965179443"
"21547","107730","107730","107730","3.4774513244628906","3.4774513244628906","3.4774513244628906"
"21551","107750","107750","107750","3.6074042320251465","3.6074042320251465","3.6074042320251465"
"21580","107895","107895","107895","4.6837921142578125","4.6837921142578125","4.6837921142578125"
"21590","107945","107945","107945","3.2299551963806152","3.2299551963806152","3.2299551963806152"
"21607","108030","108030","108030","3.4559555053710938","3.4559555053710938","3.4559555053710938"
"21609","108040","108040","108040","3.0339536666870117","3.0339536666870117","3.0339536666870117"
"21611","108050","108050","108050","2.6577179431915283","2.6577179431915283","2.6577179431915283"
"21627","108130","108130","108130","2.7588772773742676","2.7588772773742676","2.7588772773742676"
"21634","108165","108165","108165","4.2184834480285645","4.2184834480285645","4.2184834480285645"
"21646","108225","108225","108225","3.240245819091797","3.240245819091797","3.240245819091797"
"21661","108300","108300","108300","2.9365689754486084","2.9365689754486084","2.9365689754486084"
"21673","108360","108360","108360","3.6364426612854004","3.6364426612854004","3.6364426612854004"
"21688","108435","108435","108435","4.219892501831055","4.219892501831055","4.219892501831055"
"21703","108510","108510","108510","4.414268493652344","4.414268493652344","4.414268493652344"
"21727","108630","108630","108630","3.5202667713165283","3.5202667713165283","3.5202667713165283"
"21732","108655","108655","108655","2.865084648132324","2.865084648132324","2.865084648132324"
"21735","108670","108670","108670","4.066112518310547","4.066112518310547","4.066112518310547"
"21787","108930","108930","108930","2.2900943756103516","2.2900943756103516","2.2900943756103516"
"21789","108940","108940","108940","4.236789703369141","4.236789703369141","4.236789703369141"
"21794","108965","108965","108965","3.4172353744506836","3.4172353744506836","3.4172353744506836"
"21799","108990","108990","108990","3.0972647666931152","3.0972647666931152","3.0972647666931152"
"21820","109095","109095","109095","2.5031254291534424","2.5031254291534424","2.5031254291534424"
"21831","109150","109150","109150","3.2616493701934814","3.2616493701934814","3.2616493701934814"
"21840","109195","109195","109195","3.117405414581299","3.117405414581299","3.117405414581299"
"21842","109205","109205","109205","3.032214641571045","3.032214641571045","3.032214641571045"
"21849","109240","109240","109240","4.561017036437988","4.561017036437988","4.561017036437988"
"21864","109315","109315","109315","3.581841468811035","3.581841468811035","3.581841468811035"
"21868","109335","109335","109335","5.420551300048828","5.420551300048828","5.420551300048828"
"21869","109340","109340","109340","3.9120421409606934","3.9120421409606934","3.9120421409606934"
"21872","109355","109355","109355","3.9229273796081543","3.9229273796081543","3.9229273796081543"
"21881","109400","109400","109400","2.6721839904785156","2.6721839904785156","2.6721839904785156"
"21925","109620","109620","109620","5.98116397857666","5.98116397857666","5.98116397857666"
"21927","109630","109630","109630","4.46878719329834","4.46878719329834","4.46878719329834"
"21929","109640","109640","109640","4.291568756103516","4.291568756103516","4.291568756103516"
"21969","109840","109840","109840","3.29127836227417","3.29127836227417","3.29127836227417"
"21994","109965","109965","109965","2.893514633178711","2.893514633178711","2.893514633178711"
"21997","109980","109980","109980","5.400958061218262","5.400958061218262","5.400958061218262"
"22006","110025","110025","110025","3.0043110847473145","3.0043110847473145","3.0043110847473145"
"22020","110095","110095","110095","3.3179068565368652","3.3179068565368652","3.3179068565368652"
"22022","110105","110105","110105","3.4081509113311768","3.4081509113311768","3.4081509113311768"
"22048","110235","110235","110235","4.337385177612305","4.337385177612305","4.337385177612305"
"22058","110285","110285","110285","3.4884800910949707","3.4884800910949707","3.4884800910949707"
"22079","110390","110390","110390","4.230865955352783","4.230865955352783","4.230865955352783"
"22090","110445","110445","110445","3.9431190490722656","3.9431190490722656","3.9431190490722656"
"22105","110520","110520","110520","1.9679666757583618","1.9679666757583618","1.9679666757583618"
"22115","110570","110570","110570","4.816965579986572","4.816965579986572","4.816965579986572"
"22117","110580","110580","110580","3.0318474769592285","3.0318474769592285","3.0318474769592285"
"22158","110785","110785","110785","2.3805084228515625","2.3805084228515625","2.3805084228515625"
"22183","110910","110910","110910","4.00334358215332","4.00334358215332","4.00334358215332"
"22205","111020","111020","111020","2.923884153366089","2.923884153366089","2.923884153366089"
"22207","111030","111030","111030","3.4505083560943604","3.4505083560943604","3.4505083560943604"
"22230","111145","111145","111145","2.708613872528076","2.708613872528076","2.708613872528076"
"22254","111265","111265","111265","2.2863965034484863","2.2863965034484863","2.2863965034484863"
"22259","111290","111290","111290","2.624119281768799","2.624119281768799","2.624119281768799"
"22266","111325","111325","111325","3.105898857116699","3.105898857116699","3.105898857116699"
"22292","111455","111455","111455","5.9701433181762695","5.9701433181762695","5.9701433181762695"
"22295","111470","111470","111470","4.088766574859619","4.088766574859619","4.088766574859619"
"22324","111615","111615","111615","4.589644432067871","4.589644432067871","4.589644432067871"
"22356","111775","111775","111775","2.487947940826416","2.487947940826416","2.487947940826416"
"22385","111920","111920","111920","3.1363272666931152","3.1363272666931152","3.1363272666931152"
"22394","111965","111965","111965","3.560258388519287","3.560258388519287","3.560258388519287"
"22411","112050","112050","112050","4.052070140838623","4.052070140838623","4.052070140838623"
"22435","112170","112170","112170","5.717135906219482","5.717135906219482","5.717135906219482"
"22438","112185","112185","112185","3.2665438652038574","3.2665438652038574","3.2665438652038574"
"22441","112200","112200","112200","3.297665596008301","3.297665596008301","3.297665596008301"
"22445","112220","112220","112220","3.9363150596618652","3.9363150596618652","3.9363150596618652"
"22462","112305","112305","112305","3.3435254096984863","3.3435254096984863","3.3435254096984863"
"22475","112370","112370","112370","3.7521491050720215","3.7521491050720215","3.7521491050720215"
"22515","112570","112570","112570","3.1921706199645996","3.1921706199645996","3.1921706199645996"
"22521","112600","112600","112600","4.022175312042236","4.022175312042236","4.022175312042236"
"22536","112675","112675","112675","3.4187042713165283","3.4187042713165283","3.4187042713165283"
"22542","112705","112705","112705","4.089951038360596","4.089951038360596","4.089951038360596"
"22543","112710","112710","112710","4.007534503936768","4.007534503936768","4.007534503936768"
"22553","112760","112760","112760","3.677152395248413","3.677152395248413","3.677152395248413"
"22569","112840","112840","112840","4.571678638458252","4.571678638458252","4.571678638458252"
"22572","112855","112855","112855","2.6949145793914795","2.6949145793914795","2.6949145793914795"
"22577","112880","112880","112880","4.946502685546875","4.946502685546875","4.946502685546875"
"22587","112930","112930","112930","2.660336971282959","2.660336971282959","2.660336971282959"
"22612","113055","113055","113055","3.11021089553833","3.11021089553833","3.11021089553833"
"22617","113080","113080","113080","2.3368568420410156","2.3368568420410156","2.3368568420410156"
"22624","113115","113115","113115","2.9579806327819824","2.9579806327819824","2.9579806327819824"
"22643","113210","113210","113210","5.4223833084106445","5.4223833084106445","5.4223833084106445"
"22682","113405","113405","113405","2.8915281295776367","2.8915281295776367","2.8915281295776367"
"22684","113415","113415","113415","4.071951866149902","4.071951866149902","4.071951866149902"
"22719","113590","113590","113590","3.518052339553833","3.518052339553833","3.518052339553833"
"22730","113645","113645","113645","3.3757925033569336","3.3757925033569336","3.3757925033569336"
"22738","113685","113685","113685","4.293980121612549","4.293980121612549","4.293980121612549"
"22775","113870","113870","113870","3.8114027976989746","3.8114027976989746","3.8114027976989746"
"22786","113925","113925","113925","3.751554012298584","3.751554012298584","3.751554012298584"
"22799","113990","113990","113990","3.8843162059783936","3.8843162059783936","3.8843162059783936"
"22806","114025","114025","114025","3.3301644325256348","3.3301644325256348","3.3301644325256348"
"22822","114105","114105","114105","3.6394691467285156","3.6394691467285156","3.6394691467285156"
"22824","114115","114115","114115","3.1132659912109375","3.1132659912109375","3.1132659912109375"
"22832","114155","114155","114155","4.661135673522949","4.661135673522949","4.661135673522949"
"22858","114285","114285","114285","5.482166290283203","5.482166290283203","5.482166290283203"
"22870","114345","114345","114345","4.148708820343018","4.148708820343018","4.148708820343018"
"22875","114370","114370","114370","2.6050028800964355","2.6050028800964355","2.6050028800964355"
"22878","114385","114385","114385","4.354872703552246","4.354872703552246","4.354872703552246"
"22887","114430","114430","114430","4.206971645355225","4.206971645355225","4.206971645355225"
"22903","114510","114510","114510","3.4740772247314453","3.4740772247314453","3.4740772247314453"
"22928","114635","114635","114635","3.0966339111328125","3.0966339111328125","3.0966339111328125"
"22932","114655","114655","114655","2.580258846282959","2.580258846282959","2.580258846282959"
"22933","114660","114660","114660","3.2732715606689453","3.2732715606689453","3.2732715606689453"
"22935","114670","114670","114670","5.345053672790527","5.345053672790527","5.345053672790527"
"22941","114700","114700","114700","3.826155424118042","3.826155424118042","3.826155424118042"
"22946","114725","114725","114725","3.947955846786499","3.947955846786499","3.947955846786499"
"22951","114750","114750","114750","2.367227077484131","2.367227077484131","2.367227077484131"
"22956","114775","114775","114775","3.068249464035034","3.068249464035034","3.068249464035034"
"22962","114805","114805","114805","3.2747960090637207","3.2747960090637207","3.2747960090637207"
"22964","114815","114815","114815","2.884550094604492","2.884550094604492","2.884550094604492"
