"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - Dwell-time loss","run-multi-task-debiasing-1-logit - Dwell-time loss__MIN","run-multi-task-debiasing-1-logit - Dwell-time loss__MAX"
"25819","129093","129093","129093","0.5670760869979858","0.5670760869979858","0.5670760869979858"
"25840","129198","129198","129198","0.2252371907234192","0.2252371907234192","0.2252371907234192"
"25848","129238","129238","129238","0.9987779259681702","0.9987779259681702","0.9987779259681702"
"25851","129253","129253","129253","0.6773654222488403","0.6773654222488403","0.6773654222488403"
"25875","129373","129373","129373","0.5656620264053345","0.5656620264053345","0.5656620264053345"
"25889","129443","129443","129443","0.475311279296875","0.475311279296875","0.475311279296875"
"25928","129638","129638","129638","1.2601618766784668","1.2601618766784668","1.2601618766784668"
"25939","129693","129693","129693","0.6974599957466125","0.6974599957466125","0.6974599957466125"
"25947","129733","129733","129733","1.348707675933838","1.348707675933838","1.348707675933838"
"25974","129868","129868","129868","1.1570837497711182","1.1570837497711182","1.1570837497711182"
"25980","129898","129898","129898","0.5293749570846558","0.5293749570846558","0.5293749570846558"
"25990","129948","129948","129948","0.49438712000846863","0.49438712000846863","0.49438712000846863"
"25996","129978","129978","129978","0.6683350205421448","0.6683350205421448","0.6683350205421448"
"25997","129983","129983","129983","1.1985061168670654","1.1985061168670654","1.1985061168670654"
"26013","130063","130063","130063","0.47456830739974976","0.47456830739974976","0.47456830739974976"
"26024","130118","130118","130118","0.4455043375492096","0.4455043375492096","0.4455043375492096"
"26034","130168","130168","130168","0.20301376283168793","0.20301376283168793","0.20301376283168793"
"26043","130213","130213","130213","1.1306653022766113","1.1306653022766113","1.1306653022766113"
"26077","130383","130383","130383","0.6446356773376465","0.6446356773376465","0.6446356773376465"
"26087","130433","130433","130433","1.1667416095733643","1.1667416095733643","1.1667416095733643"
"26094","130468","130468","130468","0.6638994812965393","0.6638994812965393","0.6638994812965393"
"26099","130493","130493","130493","0.41316893696784973","0.41316893696784973","0.41316893696784973"
"26120","130598","130598","130598","0.1263485699892044","0.1263485699892044","0.1263485699892044"
"26127","130633","130633","130633","0.16040655970573425","0.16040655970573425","0.16040655970573425"
"26129","130643","130643","130643","0.8011253476142883","0.8011253476142883","0.8011253476142883"
"26130","130648","130648","130648","0.47284752130508423","0.47284752130508423","0.47284752130508423"
"26153","130763","130763","130763","0.3753715753555298","0.3753715753555298","0.3753715753555298"
"26171","130853","130853","130853","0.8926967978477478","0.8926967978477478","0.8926967978477478"
"26174","130868","130868","130868","0.7535189986228943","0.7535189986228943","0.7535189986228943"
"26191","130953","130953","130953","1.4326850175857544","1.4326850175857544","1.4326850175857544"
"26211","131053","131053","131053","1.12778639793396","1.12778639793396","1.12778639793396"
"26218","131088","131088","131088","1.9160230159759521","1.9160230159759521","1.9160230159759521"
"26219","131093","131093","131093","0.8161150217056274","0.8161150217056274","0.8161150217056274"
"26227","131133","131133","131133","0.7900897860527039","0.7900897860527039","0.7900897860527039"
"26230","131148","131148","131148","0.49619871377944946","0.49619871377944946","0.49619871377944946"
"26236","131178","131178","131178","0.503045380115509","0.503045380115509","0.503045380115509"
"26249","131243","131243","131243","1.1453012228012085","1.1453012228012085","1.1453012228012085"
"26250","131248","131248","131248","0.4169309735298157","0.4169309735298157","0.4169309735298157"
"26258","131288","131288","131288","1.4322394132614136","1.4322394132614136","1.4322394132614136"
"26272","131358","131358","131358","0.40181416273117065","0.40181416273117065","0.40181416273117065"
"26333","131663","131663","131663","0.28138667345046997","0.28138667345046997","0.28138667345046997"
"26335","131673","131673","131673","1.5478495359420776","1.5478495359420776","1.5478495359420776"
"26360","131798","131798","131798","1.3192639350891113","1.3192639350891113","1.3192639350891113"
"26370","131848","131848","131848","0.07336901873350143","0.07336901873350143","0.07336901873350143"
"26404","132018","132018","132018","0.9165508151054382","0.9165508151054382","0.9165508151054382"
"26463","132313","132313","132313","1.297751784324646","1.297751784324646","1.297751784324646"
"26488","132438","132438","132438","0.3526310324668884","0.3526310324668884","0.3526310324668884"
"26498","132488","132488","132488","0.1507885903120041","0.1507885903120041","0.1507885903120041"
"26507","132533","132533","132533","0.30486273765563965","0.30486273765563965","0.30486273765563965"
"26557","132783","132783","132783","0.3426145315170288","0.3426145315170288","0.3426145315170288"
"26564","132818","132818","132818","1.5382119417190552","1.5382119417190552","1.5382119417190552"
"26576","132878","132878","132878","0.7518911361694336","0.7518911361694336","0.7518911361694336"
"26585","132923","132923","132923","0.2847921848297119","0.2847921848297119","0.2847921848297119"
"26586","132928","132928","132928","0.2922710180282593","0.2922710180282593","0.2922710180282593"
"26590","132948","132948","132948","1.3446022272109985","1.3446022272109985","1.3446022272109985"
"26602","133008","133008","133008","0.1781938374042511","0.1781938374042511","0.1781938374042511"
"26612","133058","133058","133058","0.34675145149230957","0.34675145149230957","0.34675145149230957"
"26628","133138","133138","133138","1.3531540632247925","1.3531540632247925","1.3531540632247925"
"26653","133263","133263","133263","1.2159396409988403","1.2159396409988403","1.2159396409988403"
"26657","133283","133283","133283","0.4423510432243347","0.4423510432243347","0.4423510432243347"
"26659","133293","133293","133293","0.30314165353775024","0.30314165353775024","0.30314165353775024"
"26673","133363","133363","133363","0.08930172771215439","0.08930172771215439","0.08930172771215439"
"26701","133503","133503","133503","2.380122184753418","2.380122184753418","2.380122184753418"
"26735","133673","133673","133673","0.9839733242988586","0.9839733242988586","0.9839733242988586"
"26742","133708","133708","133708","0.6799035668373108","0.6799035668373108","0.6799035668373108"
"26750","133748","133748","133748","0.23994889855384827","0.23994889855384827","0.23994889855384827"
"26780","133898","133898","133898","0.9837473630905151","0.9837473630905151","0.9837473630905151"
"26782","133908","133908","133908","1.1026941537857056","1.1026941537857056","1.1026941537857056"
"26792","133958","133958","133958","0.6978263854980469","0.6978263854980469","0.6978263854980469"
"26793","133963","133963","133963","0.7805249094963074","0.7805249094963074","0.7805249094963074"
"26794","133968","133968","133968","1.644507646560669","1.644507646560669","1.644507646560669"
"26799","133993","133993","133993","0.19718538224697113","0.19718538224697113","0.19718538224697113"
"26852","134258","134258","134258","0.763664960861206","0.763664960861206","0.763664960861206"
"26885","134423","134423","134423","0.5009971857070923","0.5009971857070923","0.5009971857070923"
"26894","134468","134468","134468","0.24513867497444153","0.24513867497444153","0.24513867497444153"
"26900","134498","134498","134498","0.31568747758865356","0.31568747758865356","0.31568747758865356"
"26957","134783","134783","134783","1.2846133708953857","1.2846133708953857","1.2846133708953857"
"26981","134903","134903","134903","1.3000452518463135","1.3000452518463135","1.3000452518463135"
"26983","134913","134913","134913","1.3447834253311157","1.3447834253311157","1.3447834253311157"
"26987","134933","134933","134933","1.106529951095581","1.106529951095581","1.106529951095581"
"26995","134973","134973","134973","2.090057373046875","2.090057373046875","2.090057373046875"
"26999","134993","134993","134993","1.3298602104187012","1.3298602104187012","1.3298602104187012"
"27014","135068","135068","135068","0.7058236598968506","0.7058236598968506","0.7058236598968506"
"27017","135083","135083","135083","0.8942313194274902","0.8942313194274902","0.8942313194274902"
"27033","135163","135163","135163","0.3369010090827942","0.3369010090827942","0.3369010090827942"
"27042","135208","135208","135208","1.0678656101226807","1.0678656101226807","1.0678656101226807"
"27058","135288","135288","135288","1.1420261859893799","1.1420261859893799","1.1420261859893799"
"27063","135313","135313","135313","1.1401079893112183","1.1401079893112183","1.1401079893112183"
"27067","135333","135333","135333","0.4834054410457611","0.4834054410457611","0.4834054410457611"
"27074","135368","135368","135368","1.3403280973434448","1.3403280973434448","1.3403280973434448"
"27079","135393","135393","135393","0.6791755557060242","0.6791755557060242","0.6791755557060242"
"27082","135408","135408","135408","1.7529247999191284","1.7529247999191284","1.7529247999191284"
"27087","135433","135433","135433","0.24095629155635834","0.24095629155635834","0.24095629155635834"
"27101","135503","135503","135503","1.7756242752075195","1.7756242752075195","1.7756242752075195"
"27108","135538","135538","135538","0.2535603642463684","0.2535603642463684","0.2535603642463684"
"27122","135608","135608","135608","0.5955305099487305","0.5955305099487305","0.5955305099487305"
"27129","135643","135643","135643","0.2023932933807373","0.2023932933807373","0.2023932933807373"
"27138","135688","135688","135688","1.6648138761520386","1.6648138761520386","1.6648138761520386"
"27169","135843","135843","135843","0.2884697914123535","0.2884697914123535","0.2884697914123535"
"27170","135848","135848","135848","0.6662124395370483","0.6662124395370483","0.6662124395370483"
"27171","135853","135853","135853","0.5315313339233398","0.5315313339233398","0.5315313339233398"
"27210","136048","136048","136048","0.9300979971885681","0.9300979971885681","0.9300979971885681"
"27229","136143","136143","136143","1.4559383392333984","1.4559383392333984","1.4559383392333984"
"27240","136198","136198","136198","0.3074243664741516","0.3074243664741516","0.3074243664741516"
"27245","136223","136223","136223","0.9925734996795654","0.9925734996795654","0.9925734996795654"
"27257","136283","136283","136283","0.6120150089263916","0.6120150089263916","0.6120150089263916"
"27258","136288","136288","136288","0.6604819893836975","0.6604819893836975","0.6604819893836975"
"27281","136403","136403","136403","0.15002664923667908","0.15002664923667908","0.15002664923667908"
"27302","136508","136508","136508","0.5907667875289917","0.5907667875289917","0.5907667875289917"
"27304","136518","136518","136518","0.5405341386795044","0.5405341386795044","0.5405341386795044"
"27310","136548","136548","136548","1.0786734819412231","1.0786734819412231","1.0786734819412231"
"27323","136613","136613","136613","1.63312566280365","1.63312566280365","1.63312566280365"
"27335","136673","136673","136673","0.3719824552536011","0.3719824552536011","0.3719824552536011"
"27372","136858","136858","136858","0.7004358768463135","0.7004358768463135","0.7004358768463135"
"27378","136888","136888","136888","1.1169558763504028","1.1169558763504028","1.1169558763504028"
"27406","137028","137028","137028","0.8490504026412964","0.8490504026412964","0.8490504026412964"
"27423","137113","137113","137113","0.5808457732200623","0.5808457732200623","0.5808457732200623"
"27441","137203","137203","137203","0.8680299520492554","0.8680299520492554","0.8680299520492554"
"27458","137288","137288","137288","0.5325719118118286","0.5325719118118286","0.5325719118118286"
"27467","137333","137333","137333","1.0142614841461182","1.0142614841461182","1.0142614841461182"
"27480","137398","137398","137398","1.541982889175415","1.541982889175415","1.541982889175415"
"27490","137448","137448","137448","0.251848042011261","0.251848042011261","0.251848042011261"
"27522","137608","137608","137608","0.7531788349151611","0.7531788349151611","0.7531788349151611"
"27537","137683","137683","137683","0.6538581252098083","0.6538581252098083","0.6538581252098083"
"27541","137703","137703","137703","0.24063655734062195","0.24063655734062195","0.24063655734062195"
"27551","137753","137753","137753","0.9563124179840088","0.9563124179840088","0.9563124179840088"
"27552","137758","137758","137758","0.8173097372055054","0.8173097372055054","0.8173097372055054"
"27560","137798","137798","137798","0.8079994916915894","0.8079994916915894","0.8079994916915894"
"27585","137923","137923","137923","2.0153865814208984","2.0153865814208984","2.0153865814208984"
"27586","137928","137928","137928","0.95066237449646","0.95066237449646","0.95066237449646"
"27603","138013","138013","138013","0.3896671235561371","0.3896671235561371","0.3896671235561371"
"27647","138233","138233","138233","0.1692536175251007","0.1692536175251007","0.1692536175251007"
"27650","138248","138248","138248","1.2952114343643188","1.2952114343643188","1.2952114343643188"
"27659","138293","138293","138293","1.9172073602676392","1.9172073602676392","1.9172073602676392"
"27683","138413","138413","138413","0.3518790900707245","0.3518790900707245","0.3518790900707245"
"27688","138438","138438","138438","0.9265961050987244","0.9265961050987244","0.9265961050987244"
"27714","138568","138568","138568","0.6227318048477173","0.6227318048477173","0.6227318048477173"
"27715","138573","138573","138573","1.5883071422576904","1.5883071422576904","1.5883071422576904"
"27717","138583","138583","138583","1.5983247756958008","1.5983247756958008","1.5983247756958008"
"27738","138688","138688","138688","0.4564633369445801","0.4564633369445801","0.4564633369445801"
"27744","138718","138718","138718","0.25083550810813904","0.25083550810813904","0.25083550810813904"
"27746","138728","138728","138728","0.9658210277557373","0.9658210277557373","0.9658210277557373"
"27749","138743","138743","138743","0.5758481025695801","0.5758481025695801","0.5758481025695801"
"27764","138818","138818","138818","0.46325111389160156","0.46325111389160156","0.46325111389160156"
"27786","138928","138928","138928","0.75749671459198","0.75749671459198","0.75749671459198"
"27787","138933","138933","138933","0.20326602458953857","0.20326602458953857","0.20326602458953857"
"27789","138943","138943","138943","1.4353718757629395","1.4353718757629395","1.4353718757629395"
"27791","138953","138953","138953","1.8105535507202148","1.8105535507202148","1.8105535507202148"
"27810","139048","139048","139048","0.8221389055252075","0.8221389055252075","0.8221389055252075"
"27830","139148","139148","139148","0.4059639275074005","0.4059639275074005","0.4059639275074005"
"27846","139228","139228","139228","0.5964169502258301","0.5964169502258301","0.5964169502258301"
"27858","139288","139288","139288","1.7573938369750977","1.7573938369750977","1.7573938369750977"
"27869","139343","139343","139343","0.5036898255348206","0.5036898255348206","0.5036898255348206"
"27871","139353","139353","139353","1.0088505744934082","1.0088505744934082","1.0088505744934082"
"27877","139383","139383","139383","0.16986270248889923","0.16986270248889923","0.16986270248889923"
"27887","139433","139433","139433","0.5148857235908508","0.5148857235908508","0.5148857235908508"
"27910","139548","139548","139548","0.6782337427139282","0.6782337427139282","0.6782337427139282"
"27939","139693","139693","139693","1.2665950059890747","1.2665950059890747","1.2665950059890747"
"27941","139703","139703","139703","0.8483600616455078","0.8483600616455078","0.8483600616455078"
"27945","139723","139723","139723","1.450925350189209","1.450925350189209","1.450925350189209"
"27957","139783","139783","139783","0.7445008158683777","0.7445008158683777","0.7445008158683777"
"27958","139788","139788","139788","0.18692666292190552","0.18692666292190552","0.18692666292190552"
"27964","139818","139818","139818","0.5056636929512024","0.5056636929512024","0.5056636929512024"
"27967","139833","139833","139833","1.5659065246582031","1.5659065246582031","1.5659065246582031"
"27973","139863","139863","139863","0.15059134364128113","0.15059134364128113","0.15059134364128113"
"27981","139903","139903","139903","0.6183626055717468","0.6183626055717468","0.6183626055717468"
"27998","139988","139988","139988","1.2932884693145752","1.2932884693145752","1.2932884693145752"
"28001","140003","140003","140003","0.39246731996536255","0.39246731996536255","0.39246731996536255"
"28037","140183","140183","140183","0.30366092920303345","0.30366092920303345","0.30366092920303345"
"28041","140203","140203","140203","0.790145218372345","0.790145218372345","0.790145218372345"
"28044","140218","140218","140218","0.6833420395851135","0.6833420395851135","0.6833420395851135"
"28047","140233","140233","140233","1.0787954330444336","1.0787954330444336","1.0787954330444336"
"28090","140448","140448","140448","0.6621900200843811","0.6621900200843811","0.6621900200843811"
"28092","140458","140458","140458","0.7734332084655762","0.7734332084655762","0.7734332084655762"
"28101","140503","140503","140503","1.0020122528076172","1.0020122528076172","1.0020122528076172"
"28113","140563","140563","140563","2.1802539825439453","2.1802539825439453","2.1802539825439453"
"28125","140623","140623","140623","0.14631661772727966","0.14631661772727966","0.14631661772727966"
"28136","140678","140678","140678","0.35641375184059143","0.35641375184059143","0.35641375184059143"
"28137","140683","140683","140683","0.4935317635536194","0.4935317635536194","0.4935317635536194"
"28141","140703","140703","140703","1.0250728130340576","1.0250728130340576","1.0250728130340576"
"28185","140923","140923","140923","1.5499463081359863","1.5499463081359863","1.5499463081359863"
"28188","140938","140938","140938","1.774472713470459","1.774472713470459","1.774472713470459"
"28218","141088","141088","141088","1.2269879579544067","1.2269879579544067","1.2269879579544067"
"28251","141253","141253","141253","0.2430841326713562","0.2430841326713562","0.2430841326713562"
"28265","141323","141323","141323","0.5100468993186951","0.5100468993186951","0.5100468993186951"
"28269","141343","141343","141343","1.0383573770523071","1.0383573770523071","1.0383573770523071"
"28295","141473","141473","141473","0.773607611656189","0.773607611656189","0.773607611656189"
"28315","141573","141573","141573","0.8176262974739075","0.8176262974739075","0.8176262974739075"
"28342","141708","141708","141708","1.7315795421600342","1.7315795421600342","1.7315795421600342"
"28347","141733","141733","141733","0.8417209386825562","0.8417209386825562","0.8417209386825562"
"28349","141743","141743","141743","0.8329420685768127","0.8329420685768127","0.8329420685768127"
"28360","141798","141798","141798","0.3399220108985901","0.3399220108985901","0.3399220108985901"
"28371","141853","141853","141853","1.1634774208068848","1.1634774208068848","1.1634774208068848"
"28378","141888","141888","141888","1.6748127937316895","1.6748127937316895","1.6748127937316895"
"28390","141948","141948","141948","0.3009958267211914","0.3009958267211914","0.3009958267211914"
"28439","142193","142193","142193","1.5692344903945923","1.5692344903945923","1.5692344903945923"
"28455","142273","142273","142273","1.8281481266021729","1.8281481266021729","1.8281481266021729"
"28471","142353","142353","142353","1.096114158630371","1.096114158630371","1.096114158630371"
"28476","142378","142378","142378","0.5211225748062134","0.5211225748062134","0.5211225748062134"
"28488","142438","142438","142438","0.6241962313652039","0.6241962313652039","0.6241962313652039"
"28490","142448","142448","142448","0.1449170708656311","0.1449170708656311","0.1449170708656311"
"28501","142503","142503","142503","1.260329246520996","1.260329246520996","1.260329246520996"
"28504","142518","142518","142518","0.318388432264328","0.318388432264328","0.318388432264328"
"28527","142633","142633","142633","0.5927003622055054","0.5927003622055054","0.5927003622055054"
"28540","142698","142698","142698","0.5738534331321716","0.5738534331321716","0.5738534331321716"
"28560","142798","142798","142798","0.43543341755867004","0.43543341755867004","0.43543341755867004"
"28570","142848","142848","142848","0.1818428933620453","0.1818428933620453","0.1818428933620453"
"28575","142873","142873","142873","0.16609346866607666","0.16609346866607666","0.16609346866607666"
"28593","142963","142963","142963","0.2373771071434021","0.2373771071434021","0.2373771071434021"
"28598","142988","142988","142988","0.7355340719223022","0.7355340719223022","0.7355340719223022"
"28615","143073","143073","143073","0.37133634090423584","0.37133634090423584","0.37133634090423584"
"28635","143173","143173","143173","1.0239112377166748","1.0239112377166748","1.0239112377166748"
"28657","143283","143283","143283","0.7897243499755859","0.7897243499755859","0.7897243499755859"
"28667","143333","143333","143333","1.2330304384231567","1.2330304384231567","1.2330304384231567"
"28682","143408","143408","143408","1.1676266193389893","1.1676266193389893","1.1676266193389893"
"28689","143443","143443","143443","0.29929012060165405","0.29929012060165405","0.29929012060165405"
"28720","143598","143598","143598","0.4803864061832428","0.4803864061832428","0.4803864061832428"
"28751","143753","143753","143753","2.416821241378784","2.416821241378784","2.416821241378784"
"28758","143788","143788","143788","0.39885401725769043","0.39885401725769043","0.39885401725769043"
"28759","143793","143793","143793","0.8090644478797913","0.8090644478797913","0.8090644478797913"
"28774","143868","143868","143868","0.8179870247840881","0.8179870247840881","0.8179870247840881"
"28778","143888","143888","143888","1.3100218772888184","1.3100218772888184","1.3100218772888184"
"28783","143913","143913","143913","1.0135928392410278","1.0135928392410278","1.0135928392410278"
"28798","143988","143988","143988","0.405795156955719","0.405795156955719","0.405795156955719"
"28817","144083","144083","144083","0.81028151512146","0.81028151512146","0.81028151512146"
"28826","144128","144128","144128","0.3746752142906189","0.3746752142906189","0.3746752142906189"
"28827","144133","144133","144133","1.4356560707092285","1.4356560707092285","1.4356560707092285"
"28844","144218","144218","144218","1.0922549962997437","1.0922549962997437","1.0922549962997437"
"28861","144303","144303","144303","0.8051306009292603","0.8051306009292603","0.8051306009292603"
"28871","144353","144353","144353","1.7796827554702759","1.7796827554702759","1.7796827554702759"
"28876","144378","144378","144378","0.49956950545310974","0.49956950545310974","0.49956950545310974"
"28879","144393","144393","144393","0.742064356803894","0.742064356803894","0.742064356803894"
"28888","144438","144438","144438","0.41841399669647217","0.41841399669647217","0.41841399669647217"
"28892","144458","144458","144458","0.12204104661941528","0.12204104661941528","0.12204104661941528"
"28894","144468","144468","144468","0.5812209844589233","0.5812209844589233","0.5812209844589233"
"28918","144588","144588","144588","0.4572902321815491","0.4572902321815491","0.4572902321815491"
"28927","144633","144633","144633","1.3434890508651733","1.3434890508651733","1.3434890508651733"
"28935","144673","144673","144673","0.7648793458938599","0.7648793458938599","0.7648793458938599"
"28956","144778","144778","144778","1.4661126136779785","1.4661126136779785","1.4661126136779785"
"28963","144813","144813","144813","0.3848862648010254","0.3848862648010254","0.3848862648010254"
"28970","144848","144848","144848","1.0945875644683838","1.0945875644683838","1.0945875644683838"
"28974","144868","144868","144868","1.1822495460510254","1.1822495460510254","1.1822495460510254"
"28976","144878","144878","144878","0.5705680847167969","0.5705680847167969","0.5705680847167969"
"28988","144938","144938","144938","1.4713006019592285","1.4713006019592285","1.4713006019592285"
"28995","144973","144973","144973","0.23203057050704956","0.23203057050704956","0.23203057050704956"
"29002","145008","145008","145008","1.2346880435943604","1.2346880435943604","1.2346880435943604"
"29023","145113","145113","145113","0.8377772569656372","0.8377772569656372","0.8377772569656372"
"29027","145133","145133","145133","1.110722541809082","1.110722541809082","1.110722541809082"
"29028","145138","145138","145138","0.2543901205062866","0.2543901205062866","0.2543901205062866"
"29053","145263","145263","145263","0.31289181113243103","0.31289181113243103","0.31289181113243103"
"29079","145393","145393","145393","0.49672484397888184","0.49672484397888184","0.49672484397888184"
"29092","145458","145458","145458","3.0552632808685303","3.0552632808685303","3.0552632808685303"
"29107","145533","145533","145533","0.7940999269485474","0.7940999269485474","0.7940999269485474"
"29116","145578","145578","145578","1.3280807733535767","1.3280807733535767","1.3280807733535767"
"29168","145838","145838","145838","0.23572078347206116","0.23572078347206116","0.23572078347206116"
"29184","145918","145918","145918","0.3277409076690674","0.3277409076690674","0.3277409076690674"
"29191","145953","145953","145953","1.8824577331542969","1.8824577331542969","1.8824577331542969"
"29196","145978","145978","145978","0.1521264910697937","0.1521264910697937","0.1521264910697937"
"29209","146043","146043","146043","1.0204030275344849","1.0204030275344849","1.0204030275344849"
"29218","146088","146088","146088","1.4190247058868408","1.4190247058868408","1.4190247058868408"
"29225","146123","146123","146123","0.810425341129303","0.810425341129303","0.810425341129303"
"29233","146163","146163","146163","0.18609178066253662","0.18609178066253662","0.18609178066253662"
"29234","146168","146168","146168","0.16334867477416992","0.16334867477416992","0.16334867477416992"
"29249","146243","146243","146243","0.5319912433624268","0.5319912433624268","0.5319912433624268"
"29250","146248","146248","146248","1.4174895286560059","1.4174895286560059","1.4174895286560059"
"29260","146298","146298","146298","1.4441676139831543","1.4441676139831543","1.4441676139831543"
"29300","146498","146498","146498","0.43597233295440674","0.43597233295440674","0.43597233295440674"
"29308","146538","146538","146538","0.8419370651245117","0.8419370651245117","0.8419370651245117"
"29319","146593","146593","146593","0.8916691541671753","0.8916691541671753","0.8916691541671753"
"29321","146603","146603","146603","0.9379819631576538","0.9379819631576538","0.9379819631576538"
"29337","146683","146683","146683","1.1102519035339355","1.1102519035339355","1.1102519035339355"
"29340","146698","146698","146698","0.6195946335792542","0.6195946335792542","0.6195946335792542"
"29362","146808","146808","146808","0.13594335317611694","0.13594335317611694","0.13594335317611694"
"29383","146913","146913","146913","0.8782422542572021","0.8782422542572021","0.8782422542572021"
"29431","147153","147153","147153","0.4484741687774658","0.4484741687774658","0.4484741687774658"
"29432","147158","147158","147158","0.9429599046707153","0.9429599046707153","0.9429599046707153"
"29444","147218","147218","147218","1.1862317323684692","1.1862317323684692","1.1862317323684692"
"29463","147313","147313","147313","1.2797638177871704","1.2797638177871704","1.2797638177871704"
"29475","147373","147373","147373","0.28159910440444946","0.28159910440444946","0.28159910440444946"
"29482","147408","147408","147408","0.15078341960906982","0.15078341960906982","0.15078341960906982"
"29496","147478","147478","147478","0.7653948068618774","0.7653948068618774","0.7653948068618774"
"29531","147653","147653","147653","0.8548940420150757","0.8548940420150757","0.8548940420150757"
"29560","147798","147798","147798","0.8934229612350464","0.8934229612350464","0.8934229612350464"
"29606","148028","148028","148028","0.5996145009994507","0.5996145009994507","0.5996145009994507"
"29607","148033","148033","148033","0.4657014012336731","0.4657014012336731","0.4657014012336731"
"29620","148098","148098","148098","0.4581601619720459","0.4581601619720459","0.4581601619720459"
"29621","148103","148103","148103","0.3827177882194519","0.3827177882194519","0.3827177882194519"
"29631","148153","148153","148153","0.33421003818511963","0.33421003818511963","0.33421003818511963"
"29646","148228","148228","148228","0.3390738070011139","0.3390738070011139","0.3390738070011139"
"29671","148353","148353","148353","0.24310973286628723","0.24310973286628723","0.24310973286628723"
"29680","148398","148398","148398","0.9409117698669434","0.9409117698669434","0.9409117698669434"
"29683","148413","148413","148413","1.291401743888855","1.291401743888855","1.291401743888855"
"29684","148418","148418","148418","0.13622701168060303","0.13622701168060303","0.13622701168060303"
"29733","148663","148663","148663","0.7219880223274231","0.7219880223274231","0.7219880223274231"
"29767","148833","148833","148833","0.2698521912097931","0.2698521912097931","0.2698521912097931"
"29774","148868","148868","148868","0.9233319759368896","0.9233319759368896","0.9233319759368896"
"29776","148878","148878","148878","1.199643850326538","1.199643850326538","1.199643850326538"
"29787","148933","148933","148933","0.437643826007843","0.437643826007843","0.437643826007843"
"29811","149053","149053","149053","1.0091288089752197","1.0091288089752197","1.0091288089752197"
"29813","149063","149063","149063","0.4421946704387665","0.4421946704387665","0.4421946704387665"
"29839","149193","149193","149193","1.0597798824310303","1.0597798824310303","1.0597798824310303"
"29848","149238","149238","149238","0.949018120765686","0.949018120765686","0.949018120765686"
"29851","149253","149253","149253","0.4117419421672821","0.4117419421672821","0.4117419421672821"
"29855","149273","149273","149273","1.326249361038208","1.326249361038208","1.326249361038208"
"29860","149298","149298","149298","1.2950339317321777","1.2950339317321777","1.2950339317321777"
"29865","149323","149323","149323","0.6223982572555542","0.6223982572555542","0.6223982572555542"
"29870","149348","149348","149348","0.1578086018562317","0.1578086018562317","0.1578086018562317"
"29877","149383","149383","149383","0.33686935901641846","0.33686935901641846","0.33686935901641846"
"29912","149558","149558","149558","1.68418550491333","1.68418550491333","1.68418550491333"
"29921","149603","149603","149603","1.7371474504470825","1.7371474504470825","1.7371474504470825"
"29931","149653","149653","149653","0.5907386541366577","0.5907386541366577","0.5907386541366577"
"29967","149833","149833","149833","0.9557243585586548","0.9557243585586548","0.9557243585586548"
"29975","149873","149873","149873","0.31747469305992126","0.31747469305992126","0.31747469305992126"
"29985","149923","149923","149923","0.6360766887664795","0.6360766887664795","0.6360766887664795"
"30028","150138","150138","150138","0.4930502772331238","0.4930502772331238","0.4930502772331238"
"30032","150158","150158","150158","0.2662445902824402","0.2662445902824402","0.2662445902824402"
"30087","150433","150433","150433","0.3172069787979126","0.3172069787979126","0.3172069787979126"
"30118","150588","150588","150588","0.7408041954040527","0.7408041954040527","0.7408041954040527"
"30135","150673","150673","150673","0.7083548903465271","0.7083548903465271","0.7083548903465271"
"30143","150713","150713","150713","0.9701123237609863","0.9701123237609863","0.9701123237609863"
"30146","150728","150728","150728","0.5437906384468079","0.5437906384468079","0.5437906384468079"
"30164","150818","150818","150818","0.33746376633644104","0.33746376633644104","0.33746376633644104"
"30175","150873","150873","150873","1.5925854444503784","1.5925854444503784","1.5925854444503784"
"30182","150908","150908","150908","0.8611164093017578","0.8611164093017578","0.8611164093017578"
"30183","150913","150913","150913","0.6363035440444946","0.6363035440444946","0.6363035440444946"
"30192","150958","150958","150958","1.0743978023529053","1.0743978023529053","1.0743978023529053"
"30213","151063","151063","151063","0.5083999633789062","0.5083999633789062","0.5083999633789062"
"30222","151108","151108","151108","0.2473541498184204","0.2473541498184204","0.2473541498184204"
"30232","151158","151158","151158","0.9997766613960266","0.9997766613960266","0.9997766613960266"
"30233","151163","151163","151163","0.23488712310791016","0.23488712310791016","0.23488712310791016"
"30236","151178","151178","151178","1.812694787979126","1.812694787979126","1.812694787979126"
"30249","151243","151243","151243","1.085529088973999","1.085529088973999","1.085529088973999"
"30265","151323","151323","151323","0.8533899784088135","0.8533899784088135","0.8533899784088135"
"30290","151448","151448","151448","0.26121944189071655","0.26121944189071655","0.26121944189071655"
"30302","151508","151508","151508","2.288292407989502","2.288292407989502","2.288292407989502"
"30304","151518","151518","151518","0.12453626096248627","0.12453626096248627","0.12453626096248627"
"30314","151568","151568","151568","0.5568636655807495","0.5568636655807495","0.5568636655807495"
"30324","151618","151618","151618","0.4954737424850464","0.4954737424850464","0.4954737424850464"
"30360","151798","151798","151798","1.786466360092163","1.786466360092163","1.786466360092163"
"30374","151868","151868","151868","2.214998960494995","2.214998960494995","2.214998960494995"
