"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - Dwell-time loss","run-multi-task-debiasing-separate-logits - Dwell-time loss__MIN","run-multi-task-debiasing-separate-logits - Dwell-time loss__MAX"
"8650","43248","43248","43248","1.8107274770736694","1.8107274770736694","1.8107274770736694"
"8659","43293","43293","43293","0.8268219232559204","0.8268219232559204","0.8268219232559204"
"8664","43318","43318","43318","0.6476997137069702","0.6476997137069702","0.6476997137069702"
"8665","43323","43323","43323","0.6785003542900085","0.6785003542900085","0.6785003542900085"
"8670","43348","43348","43348","0.2703656554222107","0.2703656554222107","0.2703656554222107"
"8671","43353","43353","43353","0.3043581247329712","0.3043581247329712","0.3043581247329712"
"8688","43438","43438","43438","0.34305107593536377","0.34305107593536377","0.34305107593536377"
"8704","43518","43518","43518","0.6501033902168274","0.6501033902168274","0.6501033902168274"
"8708","43538","43538","43538","1.148695468902588","1.148695468902588","1.148695468902588"
"8713","43563","43563","43563","0.6504189968109131","0.6504189968109131","0.6504189968109131"
"8737","43683","43683","43683","0.4623540937900543","0.4623540937900543","0.4623540937900543"
"8750","43748","43748","43748","1.448329210281372","1.448329210281372","1.448329210281372"
"8756","43778","43778","43778","0.44599950313568115","0.44599950313568115","0.44599950313568115"
"8760","43798","43798","43798","1.0873712301254272","1.0873712301254272","1.0873712301254272"
"8761","43803","43803","43803","1.7463792562484741","1.7463792562484741","1.7463792562484741"
"8772","43858","43858","43858","0.37201833724975586","0.37201833724975586","0.37201833724975586"
"8786","43928","43928","43928","1.2177022695541382","1.2177022695541382","1.2177022695541382"
"8793","43963","43963","43963","2.0100514888763428","2.0100514888763428","2.0100514888763428"
"8803","44013","44013","44013","1.4294321537017822","1.4294321537017822","1.4294321537017822"
"8805","44023","44023","44023","1.1815299987792969","1.1815299987792969","1.1815299987792969"
"8808","44038","44038","44038","1.0969748497009277","1.0969748497009277","1.0969748497009277"
"8814","44068","44068","44068","1.4950746297836304","1.4950746297836304","1.4950746297836304"
"8820","44098","44098","44098","0.8608337044715881","0.8608337044715881","0.8608337044715881"
"8862","44308","44308","44308","0.7043137550354004","0.7043137550354004","0.7043137550354004"
"8881","44403","44403","44403","0.41197988390922546","0.41197988390922546","0.41197988390922546"
"8895","44473","44473","44473","0.9239988923072815","0.9239988923072815","0.9239988923072815"
"8927","44633","44633","44633","1.8660151958465576","1.8660151958465576","1.8660151958465576"
"8941","44703","44703","44703","0.8476905822753906","0.8476905822753906","0.8476905822753906"
"9004","45018","45018","45018","0.7556613683700562","0.7556613683700562","0.7556613683700562"
"9027","45133","45133","45133","0.6996484994888306","0.6996484994888306","0.6996484994888306"
"9062","45308","45308","45308","0.6226257681846619","0.6226257681846619","0.6226257681846619"
"9084","45418","45418","45418","1.0807578563690186","1.0807578563690186","1.0807578563690186"
"9100","45498","45498","45498","0.5251613259315491","0.5251613259315491","0.5251613259315491"
"9105","45523","45523","45523","1.0523498058319092","1.0523498058319092","1.0523498058319092"
"9150","45748","45748","45748","0.6683271527290344","0.6683271527290344","0.6683271527290344"
"9171","45853","45853","45853","0.6074027419090271","0.6074027419090271","0.6074027419090271"
"9174","45868","45868","45868","2.6284708976745605","2.6284708976745605","2.6284708976745605"
"9178","45888","45888","45888","0.9586193561553955","0.9586193561553955","0.9586193561553955"
"9179","45893","45893","45893","0.4705626964569092","0.4705626964569092","0.4705626964569092"
"9190","45948","45948","45948","0.5077618360519409","0.5077618360519409","0.5077618360519409"
"9219","46093","46093","46093","0.7139739394187927","0.7139739394187927","0.7139739394187927"
"9226","46128","46128","46128","0.6459214687347412","0.6459214687347412","0.6459214687347412"
"9240","46198","46198","46198","0.464638352394104","0.464638352394104","0.464638352394104"
"9266","46328","46328","46328","1.514862060546875","1.514862060546875","1.514862060546875"
"9272","46358","46358","46358","1.9270991086959839","1.9270991086959839","1.9270991086959839"
"9285","46423","46423","46423","0.5459253787994385","0.5459253787994385","0.5459253787994385"
"9294","46468","46468","46468","0.44082820415496826","0.44082820415496826","0.44082820415496826"
"9296","46478","46478","46478","0.4663267731666565","0.4663267731666565","0.4663267731666565"
"9324","46618","46618","46618","1.3340474367141724","1.3340474367141724","1.3340474367141724"
"9334","46668","46668","46668","1.517171859741211","1.517171859741211","1.517171859741211"
"9336","46678","46678","46678","1.3023587465286255","1.3023587465286255","1.3023587465286255"
"9349","46743","46743","46743","1.2928788661956787","1.2928788661956787","1.2928788661956787"
"9350","46748","46748","46748","0.7273101806640625","0.7273101806640625","0.7273101806640625"
"9370","46848","46848","46848","0.4317813217639923","0.4317813217639923","0.4317813217639923"
"9391","46953","46953","46953","0.7975716590881348","0.7975716590881348","0.7975716590881348"
"9407","47033","47033","47033","2.349903106689453","2.349903106689453","2.349903106689453"
"9410","47048","47048","47048","0.9135125279426575","0.9135125279426575","0.9135125279426575"
"9416","47078","47078","47078","2.2228007316589355","2.2228007316589355","2.2228007316589355"
"9418","47088","47088","47088","0.40022385120391846","0.40022385120391846","0.40022385120391846"
"9444","47218","47218","47218","1.3621398210525513","1.3621398210525513","1.3621398210525513"
"9465","47323","47323","47323","0.46371132135391235","0.46371132135391235","0.46371132135391235"
"9525","47623","47623","47623","0.6499055624008179","0.6499055624008179","0.6499055624008179"
"9530","47648","47648","47648","0.19667290151119232","0.19667290151119232","0.19667290151119232"
"9553","47763","47763","47763","2.0517899990081787","2.0517899990081787","2.0517899990081787"
"9560","47798","47798","47798","0.756363034248352","0.756363034248352","0.756363034248352"
"9599","47993","47993","47993","1.14300537109375","1.14300537109375","1.14300537109375"
"9615","48073","48073","48073","1.12642240524292","1.12642240524292","1.12642240524292"
"9619","48093","48093","48093","0.47449976205825806","0.47449976205825806","0.47449976205825806"
"9634","48168","48168","48168","0.7051782608032227","0.7051782608032227","0.7051782608032227"
"9654","48268","48268","48268","0.37869542837142944","0.37869542837142944","0.37869542837142944"
"9673","48363","48363","48363","0.47823837399482727","0.47823837399482727","0.47823837399482727"
"9674","48368","48368","48368","1.2837477922439575","1.2837477922439575","1.2837477922439575"
"9694","48468","48468","48468","0.7602569460868835","0.7602569460868835","0.7602569460868835"
"9696","48478","48478","48478","1.0612218379974365","1.0612218379974365","1.0612218379974365"
"9700","48498","48498","48498","0.5392272472381592","0.5392272472381592","0.5392272472381592"
"9708","48538","48538","48538","0.5577142834663391","0.5577142834663391","0.5577142834663391"
"9710","48548","48548","48548","0.9288491010665894","0.9288491010665894","0.9288491010665894"
"9712","48558","48558","48558","1.8257246017456055","1.8257246017456055","1.8257246017456055"
"9716","48578","48578","48578","0.32459568977355957","0.32459568977355957","0.32459568977355957"
"9731","48653","48653","48653","0.6911376118659973","0.6911376118659973","0.6911376118659973"
"9747","48733","48733","48733","0.4936802387237549","0.4936802387237549","0.4936802387237549"
"9757","48783","48783","48783","0.7536755204200745","0.7536755204200745","0.7536755204200745"
"9769","48843","48843","48843","1.3444185256958008","1.3444185256958008","1.3444185256958008"
"9789","48943","48943","48943","0.5006167888641357","0.5006167888641357","0.5006167888641357"
"9812","49058","49058","49058","0.6091055274009705","0.6091055274009705","0.6091055274009705"
"9834","49168","49168","49168","0.6325551867485046","0.6325551867485046","0.6325551867485046"
"9846","49228","49228","49228","0.3833566904067993","0.3833566904067993","0.3833566904067993"
"9852","49258","49258","49258","0.7011438012123108","0.7011438012123108","0.7011438012123108"
"9854","49268","49268","49268","0.3599543571472168","0.3599543571472168","0.3599543571472168"
"9855","49273","49273","49273","1.9014122486114502","1.9014122486114502","1.9014122486114502"
"9892","49458","49458","49458","0.8601003885269165","0.8601003885269165","0.8601003885269165"
"9896","49478","49478","49478","1.1607201099395752","1.1607201099395752","1.1607201099395752"
"9901","49503","49503","49503","0.5047345161437988","0.5047345161437988","0.5047345161437988"
"9903","49513","49513","49513","0.9074815511703491","0.9074815511703491","0.9074815511703491"
"9915","49573","49573","49573","0.600615382194519","0.600615382194519","0.600615382194519"
"9993","49963","49963","49963","0.33265596628189087","0.33265596628189087","0.33265596628189087"
"9994","49968","49968","49968","1.3156616687774658","1.3156616687774658","1.3156616687774658"
"10010","50048","50048","50048","1.1952614784240723","1.1952614784240723","1.1952614784240723"
"10018","50088","50088","50088","0.8990322351455688","0.8990322351455688","0.8990322351455688"
"10101","50503","50503","50503","0.41701823472976685","0.41701823472976685","0.41701823472976685"
"10104","50518","50518","50518","0.9669937491416931","0.9669937491416931","0.9669937491416931"
"10108","50538","50538","50538","0.7632559537887573","0.7632559537887573","0.7632559537887573"
"10111","50553","50553","50553","1.994880199432373","1.994880199432373","1.994880199432373"
"10125","50623","50623","50623","0.5029846429824829","0.5029846429824829","0.5029846429824829"
"10134","50668","50668","50668","1.0563158988952637","1.0563158988952637","1.0563158988952637"
"10135","50673","50673","50673","0.7771568298339844","0.7771568298339844","0.7771568298339844"
"10151","50753","50753","50753","0.869116485118866","0.869116485118866","0.869116485118866"
"10153","50763","50763","50763","0.9235767126083374","0.9235767126083374","0.9235767126083374"
"10163","50813","50813","50813","1.4276490211486816","1.4276490211486816","1.4276490211486816"
"10173","50863","50863","50863","0.5229138135910034","0.5229138135910034","0.5229138135910034"
"10191","50953","50953","50953","1.7411240339279175","1.7411240339279175","1.7411240339279175"
"10193","50963","50963","50963","1.1001362800598145","1.1001362800598145","1.1001362800598145"
"10201","51003","51003","51003","0.7402026653289795","0.7402026653289795","0.7402026653289795"
"10206","51028","51028","51028","0.768620491027832","0.768620491027832","0.768620491027832"
"10221","51103","51103","51103","0.23214054107666016","0.23214054107666016","0.23214054107666016"
"10229","51143","51143","51143","0.9711675643920898","0.9711675643920898","0.9711675643920898"
"10231","51153","51153","51153","0.8122642040252686","0.8122642040252686","0.8122642040252686"
"10245","51223","51223","51223","0.9961851835250854","0.9961851835250854","0.9961851835250854"
"10252","51258","51258","51258","0.24875158071517944","0.24875158071517944","0.24875158071517944"
"10255","51273","51273","51273","0.23737724125385284","0.23737724125385284","0.23737724125385284"
"10277","51383","51383","51383","0.5334394574165344","0.5334394574165344","0.5334394574165344"
"10288","51438","51438","51438","0.9836034178733826","0.9836034178733826","0.9836034178733826"
"10309","51543","51543","51543","1.106313943862915","1.106313943862915","1.106313943862915"
"10311","51553","51553","51553","0.601726233959198","0.601726233959198","0.601726233959198"
"10315","51573","51573","51573","1.5109062194824219","1.5109062194824219","1.5109062194824219"
"10342","51708","51708","51708","0.5247909426689148","0.5247909426689148","0.5247909426689148"
"10346","51728","51728","51728","0.8945648670196533","0.8945648670196533","0.8945648670196533"
"10360","51798","51798","51798","2.640108585357666","2.640108585357666","2.640108585357666"
"10364","51818","51818","51818","1.2416291236877441","1.2416291236877441","1.2416291236877441"
"10383","51913","51913","51913","0.5364314913749695","0.5364314913749695","0.5364314913749695"
"10398","51988","51988","51988","0.44906800985336304","0.44906800985336304","0.44906800985336304"
"10406","52028","52028","52028","0.6280932426452637","0.6280932426452637","0.6280932426452637"
"10413","52063","52063","52063","0.8132606744766235","0.8132606744766235","0.8132606744766235"
"10418","52088","52088","52088","1.5971643924713135","1.5971643924713135","1.5971643924713135"
"10443","52213","52213","52213","0.8553211688995361","0.8553211688995361","0.8553211688995361"
"10455","52273","52273","52273","0.244083970785141","0.244083970785141","0.244083970785141"
"10479","52393","52393","52393","0.4200063943862915","0.4200063943862915","0.4200063943862915"
"10483","52413","52413","52413","0.4724963307380676","0.4724963307380676","0.4724963307380676"
"10496","52478","52478","52478","0.6428553462028503","0.6428553462028503","0.6428553462028503"
"10515","52573","52573","52573","0.6504349708557129","0.6504349708557129","0.6504349708557129"
"10520","52598","52598","52598","0.35712674260139465","0.35712674260139465","0.35712674260139465"
"10561","52803","52803","52803","0.7254969477653503","0.7254969477653503","0.7254969477653503"
"10575","52873","52873","52873","0.8510533571243286","0.8510533571243286","0.8510533571243286"
"10576","52878","52878","52878","0.6582070589065552","0.6582070589065552","0.6582070589065552"
"10634","53168","53168","53168","0.7322942614555359","0.7322942614555359","0.7322942614555359"
"10641","53203","53203","53203","0.4902525842189789","0.4902525842189789","0.4902525842189789"
"10646","53228","53228","53228","0.6621087789535522","0.6621087789535522","0.6621087789535522"
"10658","53288","53288","53288","1.583330512046814","1.583330512046814","1.583330512046814"
"10685","53423","53423","53423","0.9386250972747803","0.9386250972747803","0.9386250972747803"
"10695","53473","53473","53473","1.0047862529754639","1.0047862529754639","1.0047862529754639"
"10700","53498","53498","53498","3.021454095840454","3.021454095840454","3.021454095840454"
"10704","53518","53518","53518","0.5687642097473145","0.5687642097473145","0.5687642097473145"
"10733","53663","53663","53663","1.1049214601516724","1.1049214601516724","1.1049214601516724"
"10763","53813","53813","53813","1.6298789978027344","1.6298789978027344","1.6298789978027344"
"10778","53888","53888","53888","0.5892105102539062","0.5892105102539062","0.5892105102539062"
"10831","54153","54153","54153","0.17888838052749634","0.17888838052749634","0.17888838052749634"
"10854","54268","54268","54268","0.6348417401313782","0.6348417401313782","0.6348417401313782"
"10891","54453","54453","54453","0.640582263469696","0.640582263469696","0.640582263469696"
"10892","54458","54458","54458","0.5581412315368652","0.5581412315368652","0.5581412315368652"
"10917","54583","54583","54583","1.0106570720672607","1.0106570720672607","1.0106570720672607"
"10928","54638","54638","54638","1.1016976833343506","1.1016976833343506","1.1016976833343506"
"10979","54893","54893","54893","0.5235282182693481","0.5235282182693481","0.5235282182693481"
"10996","54978","54978","54978","0.7860632538795471","0.7860632538795471","0.7860632538795471"
"11018","55088","55088","55088","0.6102705001831055","0.6102705001831055","0.6102705001831055"
"11032","55158","55158","55158","0.7381415963172913","0.7381415963172913","0.7381415963172913"
"11044","55218","55218","55218","1.9360167980194092","1.9360167980194092","1.9360167980194092"
"11062","55308","55308","55308","0.3335995376110077","0.3335995376110077","0.3335995376110077"
"11076","55378","55378","55378","0.42554014921188354","0.42554014921188354","0.42554014921188354"
"11092","55458","55458","55458","0.6937834024429321","0.6937834024429321","0.6937834024429321"
"11095","55473","55473","55473","0.8417294025421143","0.8417294025421143","0.8417294025421143"
"11107","55533","55533","55533","0.44128984212875366","0.44128984212875366","0.44128984212875366"
"11150","55748","55748","55748","0.5094318389892578","0.5094318389892578","0.5094318389892578"
"11154","55768","55768","55768","1.0421595573425293","1.0421595573425293","1.0421595573425293"
"11175","55873","55873","55873","1.5737667083740234","1.5737667083740234","1.5737667083740234"
"11177","55883","55883","55883","0.25986534357070923","0.25986534357070923","0.25986534357070923"
"11187","55933","55933","55933","0.6677968502044678","0.6677968502044678","0.6677968502044678"
"11206","56028","56028","56028","0.2974283993244171","0.2974283993244171","0.2974283993244171"
"11216","56078","56078","56078","1.564774990081787","1.564774990081787","1.564774990081787"
"11220","56098","56098","56098","1.607695460319519","1.607695460319519","1.607695460319519"
"11222","56108","56108","56108","1.1766570806503296","1.1766570806503296","1.1766570806503296"
"11233","56163","56163","56163","1.1251718997955322","1.1251718997955322","1.1251718997955322"
"11236","56178","56178","56178","0.7873493432998657","0.7873493432998657","0.7873493432998657"
"11264","56318","56318","56318","1.081286072731018","1.081286072731018","1.081286072731018"
"11296","56478","56478","56478","0.21388761699199677","0.21388761699199677","0.21388761699199677"
"11297","56483","56483","56483","0.47405701875686646","0.47405701875686646","0.47405701875686646"
"11308","56538","56538","56538","0.316548228263855","0.316548228263855","0.316548228263855"
"11326","56628","56628","56628","0.5043058395385742","0.5043058395385742","0.5043058395385742"
"11364","56818","56818","56818","1.5588289499282837","1.5588289499282837","1.5588289499282837"
"11365","56823","56823","56823","1.0536786317825317","1.0536786317825317","1.0536786317825317"
"11384","56918","56918","56918","1.6127796173095703","1.6127796173095703","1.6127796173095703"
"11393","56963","56963","56963","0.41969218850135803","0.41969218850135803","0.41969218850135803"
"11405","57023","57023","57023","1.131432056427002","1.131432056427002","1.131432056427002"
"11427","57133","57133","57133","1.979562520980835","1.979562520980835","1.979562520980835"
"11452","57258","57258","57258","2.0423340797424316","2.0423340797424316","2.0423340797424316"
"11460","57298","57298","57298","0.8946352601051331","0.8946352601051331","0.8946352601051331"
"11467","57333","57333","57333","0.9135099053382874","0.9135099053382874","0.9135099053382874"
"11509","57543","57543","57543","0.297405481338501","0.297405481338501","0.297405481338501"
"11512","57558","57558","57558","0.9035441875457764","0.9035441875457764","0.9035441875457764"
"11514","57568","57568","57568","1.0032174587249756","1.0032174587249756","1.0032174587249756"
"11520","57598","57598","57598","0.22950758039951324","0.22950758039951324","0.22950758039951324"
"11532","57658","57658","57658","1.356508493423462","1.356508493423462","1.356508493423462"
"11541","57703","57703","57703","0.8334808349609375","0.8334808349609375","0.8334808349609375"
"11563","57813","57813","57813","0.7050395011901855","0.7050395011901855","0.7050395011901855"
"11572","57858","57858","57858","0.8559426665306091","0.8559426665306091","0.8559426665306091"
"11587","57933","57933","57933","0.9472731351852417","0.9472731351852417","0.9472731351852417"
"11588","57938","57938","57938","1.4325133562088013","1.4325133562088013","1.4325133562088013"
"11617","58083","58083","58083","1.3089306354522705","1.3089306354522705","1.3089306354522705"
"11624","58118","58118","58118","0.8105388879776001","0.8105388879776001","0.8105388879776001"
"11645","58223","58223","58223","0.8803118467330933","0.8803118467330933","0.8803118467330933"
"11649","58243","58243","58243","1.2217718362808228","1.2217718362808228","1.2217718362808228"
"11655","58273","58273","58273","1.0104855298995972","1.0104855298995972","1.0104855298995972"
"11684","58418","58418","58418","1.7671668529510498","1.7671668529510498","1.7671668529510498"
"11696","58478","58478","58478","0.37459152936935425","0.37459152936935425","0.37459152936935425"
"11698","58488","58488","58488","0.6580531597137451","0.6580531597137451","0.6580531597137451"
"11708","58538","58538","58538","0.7892831563949585","0.7892831563949585","0.7892831563949585"
"11766","58828","58828","58828","0.41452521085739136","0.41452521085739136","0.41452521085739136"
"11767","58833","58833","58833","1.0907151699066162","1.0907151699066162","1.0907151699066162"
"11771","58853","58853","58853","1.0745278596878052","1.0745278596878052","1.0745278596878052"
"11773","58863","58863","58863","1.2244470119476318","1.2244470119476318","1.2244470119476318"
"11829","59143","59143","59143","0.9993346929550171","0.9993346929550171","0.9993346929550171"
"11844","59218","59218","59218","0.18017518520355225","0.18017518520355225","0.18017518520355225"
"11848","59238","59238","59238","0.4547945261001587","0.4547945261001587","0.4547945261001587"
"11869","59343","59343","59343","0.7240214347839355","0.7240214347839355","0.7240214347839355"
"11871","59353","59353","59353","1.1489181518554688","1.1489181518554688","1.1489181518554688"
"11880","59398","59398","59398","0.36148741841316223","0.36148741841316223","0.36148741841316223"
"11892","59458","59458","59458","0.28172600269317627","0.28172600269317627","0.28172600269317627"
"11903","59513","59513","59513","0.23120944201946259","0.23120944201946259","0.23120944201946259"
"11904","59518","59518","59518","1.1369352340698242","1.1369352340698242","1.1369352340698242"
"11907","59533","59533","59533","0.3816307485103607","0.3816307485103607","0.3816307485103607"
"11910","59548","59548","59548","0.7122478485107422","0.7122478485107422","0.7122478485107422"
"11918","59588","59588","59588","0.3262443244457245","0.3262443244457245","0.3262443244457245"
"11920","59598","59598","59598","0.18712523579597473","0.18712523579597473","0.18712523579597473"
"11929","59643","59643","59643","0.7098058462142944","0.7098058462142944","0.7098058462142944"
"11936","59678","59678","59678","2.4542794227600098","2.4542794227600098","2.4542794227600098"
"11946","59728","59728","59728","1.2782480716705322","1.2782480716705322","1.2782480716705322"
"11957","59783","59783","59783","0.15274959802627563","0.15274959802627563","0.15274959802627563"
"11958","59788","59788","59788","0.5701795816421509","0.5701795816421509","0.5701795816421509"
"11959","59793","59793","59793","1.0499954223632812","1.0499954223632812","1.0499954223632812"
"12017","60083","60083","60083","0.5991224050521851","0.5991224050521851","0.5991224050521851"
"12048","60238","60238","60238","1.0114920139312744","1.0114920139312744","1.0114920139312744"
"12049","60243","60243","60243","0.23260295391082764","0.23260295391082764","0.23260295391082764"
"12055","60273","60273","60273","0.4416881799697876","0.4416881799697876","0.4416881799697876"
"12059","60293","60293","60293","0.5198644399642944","0.5198644399642944","0.5198644399642944"
"12064","60318","60318","60318","0.7141385078430176","0.7141385078430176","0.7141385078430176"
"12065","60323","60323","60323","0.7607050538063049","0.7607050538063049","0.7607050538063049"
"12106","60528","60528","60528","0.43509215116500854","0.43509215116500854","0.43509215116500854"
"12109","60543","60543","60543","1.1893258094787598","1.1893258094787598","1.1893258094787598"
"12129","60643","60643","60643","0.6150785088539124","0.6150785088539124","0.6150785088539124"
"12130","60648","60648","60648","0.2853879928588867","0.2853879928588867","0.2853879928588867"
"12136","60678","60678","60678","0.44130489230155945","0.44130489230155945","0.44130489230155945"
"12142","60708","60708","60708","0.7694164514541626","0.7694164514541626","0.7694164514541626"
"12180","60898","60898","60898","0.5271525382995605","0.5271525382995605","0.5271525382995605"
"12184","60918","60918","60918","0.8414855003356934","0.8414855003356934","0.8414855003356934"
"12204","61018","61018","61018","0.24024733901023865","0.24024733901023865","0.24024733901023865"
"12214","61068","61068","61068","0.8538486957550049","0.8538486957550049","0.8538486957550049"
"12228","61138","61138","61138","0.94057297706604","0.94057297706604","0.94057297706604"
"12236","61178","61178","61178","0.6035134792327881","0.6035134792327881","0.6035134792327881"
"12241","61203","61203","61203","1.0194401741027832","1.0194401741027832","1.0194401741027832"
"12249","61243","61243","61243","0.8058417439460754","0.8058417439460754","0.8058417439460754"
"12262","61308","61308","61308","0.8765661716461182","0.8765661716461182","0.8765661716461182"
"12264","61318","61318","61318","1.2577342987060547","1.2577342987060547","1.2577342987060547"
"12272","61358","61358","61358","0.4832538664340973","0.4832538664340973","0.4832538664340973"
"12296","61478","61478","61478","0.4053337275981903","0.4053337275981903","0.4053337275981903"
"12307","61533","61533","61533","0.16708220541477203","0.16708220541477203","0.16708220541477203"
"12315","61573","61573","61573","0.3031446933746338","0.3031446933746338","0.3031446933746338"
"12379","61893","61893","61893","1.9053139686584473","1.9053139686584473","1.9053139686584473"
"12382","61908","61908","61908","0.6256214380264282","0.6256214380264282","0.6256214380264282"
"12392","61958","61958","61958","0.2145848125219345","0.2145848125219345","0.2145848125219345"
"12393","61963","61963","61963","0.2371349185705185","0.2371349185705185","0.2371349185705185"
"12408","62038","62038","62038","0.6634060144424438","0.6634060144424438","0.6634060144424438"
"12412","62058","62058","62058","0.6233969926834106","0.6233969926834106","0.6233969926834106"
"12427","62133","62133","62133","1.2471708059310913","1.2471708059310913","1.2471708059310913"
"12431","62153","62153","62153","0.11205974221229553","0.11205974221229553","0.11205974221229553"
"12432","62158","62158","62158","0.5756608247756958","0.5756608247756958","0.5756608247756958"
"12444","62218","62218","62218","1.2894012928009033","1.2894012928009033","1.2894012928009033"
"12465","62323","62323","62323","0.2852003574371338","0.2852003574371338","0.2852003574371338"
"12472","62358","62358","62358","0.8578506708145142","0.8578506708145142","0.8578506708145142"
"12507","62533","62533","62533","0.9793202877044678","0.9793202877044678","0.9793202877044678"
"12511","62553","62553","62553","0.4948982000350952","0.4948982000350952","0.4948982000350952"
"12523","62613","62613","62613","1.07611083984375","1.07611083984375","1.07611083984375"
"12531","62653","62653","62653","0.7695982456207275","0.7695982456207275","0.7695982456207275"
"12543","62713","62713","62713","1.421852707862854","1.421852707862854","1.421852707862854"
"12561","62803","62803","62803","1.060498833656311","1.060498833656311","1.060498833656311"
"12583","62913","62913","62913","1.4266676902770996","1.4266676902770996","1.4266676902770996"
"12587","62933","62933","62933","1.4782414436340332","1.4782414436340332","1.4782414436340332"
"12605","63023","63023","63023","0.8152972459793091","0.8152972459793091","0.8152972459793091"
"12610","63048","63048","63048","1.2712633609771729","1.2712633609771729","1.2712633609771729"
"12616","63078","63078","63078","0.8785611391067505","0.8785611391067505","0.8785611391067505"
"12625","63123","63123","63123","1.1365324258804321","1.1365324258804321","1.1365324258804321"
"12626","63128","63128","63128","1.1058306694030762","1.1058306694030762","1.1058306694030762"
"12629","63143","63143","63143","0.8584275245666504","0.8584275245666504","0.8584275245666504"
"12637","63183","63183","63183","0.2867419123649597","0.2867419123649597","0.2867419123649597"
"12649","63243","63243","63243","0.849702000617981","0.849702000617981","0.849702000617981"
"12667","63333","63333","63333","1.6490709781646729","1.6490709781646729","1.6490709781646729"
"12676","63378","63378","63378","0.6228551864624023","0.6228551864624023","0.6228551864624023"
"12686","63428","63428","63428","0.5790581107139587","0.5790581107139587","0.5790581107139587"
"12696","63478","63478","63478","1.1168310642242432","1.1168310642242432","1.1168310642242432"
"12725","63623","63623","63623","0.24728555977344513","0.24728555977344513","0.24728555977344513"
"12736","63678","63678","63678","1.3494153022766113","1.3494153022766113","1.3494153022766113"
"12749","63743","63743","63743","1.1271369457244873","1.1271369457244873","1.1271369457244873"
"12763","63813","63813","63813","2.2295498847961426","2.2295498847961426","2.2295498847961426"
"12787","63933","63933","63933","0.15781080722808838","0.15781080722808838","0.15781080722808838"
"12793","63963","63963","63963","0.9228187203407288","0.9228187203407288","0.9228187203407288"
"12810","64048","64048","64048","0.5104732513427734","0.5104732513427734","0.5104732513427734"
"12822","64108","64108","64108","0.6109906435012817","0.6109906435012817","0.6109906435012817"
"12849","64243","64243","64243","0.3221682906150818","0.3221682906150818","0.3221682906150818"
"12864","64318","64318","64318","0.3491021990776062","0.3491021990776062","0.3491021990776062"
"12891","64453","64453","64453","0.8022057414054871","0.8022057414054871","0.8022057414054871"
"12893","64463","64463","64463","0.6740496754646301","0.6740496754646301","0.6740496754646301"
"12921","64603","64603","64603","0.7145796418190002","0.7145796418190002","0.7145796418190002"
"12927","64633","64633","64633","0.23645693063735962","0.23645693063735962","0.23645693063735962"
"12930","64648","64648","64648","1.0085115432739258","1.0085115432739258","1.0085115432739258"
"12938","64688","64688","64688","0.9632056355476379","0.9632056355476379","0.9632056355476379"
"12945","64723","64723","64723","1.3645896911621094","1.3645896911621094","1.3645896911621094"
"12976","64878","64878","64878","1.6585179567337036","1.6585179567337036","1.6585179567337036"
"12983","64913","64913","64913","0.3605220913887024","0.3605220913887024","0.3605220913887024"
"13018","65088","65088","65088","1.1268376111984253","1.1268376111984253","1.1268376111984253"
"13030","65148","65148","65148","0.6905490756034851","0.6905490756034851","0.6905490756034851"
"13031","65153","65153","65153","0.9954099059104919","0.9954099059104919","0.9954099059104919"
"13058","65288","65288","65288","0.29827815294265747","0.29827815294265747","0.29827815294265747"
"13059","65293","65293","65293","1.2938108444213867","1.2938108444213867","1.2938108444213867"
"13087","65433","65433","65433","1.018289566040039","1.018289566040039","1.018289566040039"
"13103","65513","65513","65513","2.2078053951263428","2.2078053951263428","2.2078053951263428"
"13156","65778","65778","65778","0.30874669551849365","0.30874669551849365","0.30874669551849365"
"13171","65853","65853","65853","0.624711275100708","0.624711275100708","0.624711275100708"
"13204","66018","66018","66018","0.9199507236480713","0.9199507236480713","0.9199507236480713"
"13221","66103","66103","66103","0.987343430519104","0.987343430519104","0.987343430519104"
"13230","66148","66148","66148","1.3717719316482544","1.3717719316482544","1.3717719316482544"
"13252","66258","66258","66258","1.0361061096191406","1.0361061096191406","1.0361061096191406"
"13301","66503","66503","66503","0.13621272146701813","0.13621272146701813","0.13621272146701813"
"13347","66733","66733","66733","0.37163418531417847","0.37163418531417847","0.37163418531417847"
"13351","66753","66753","66753","1.2684916257858276","1.2684916257858276","1.2684916257858276"
"13363","66813","66813","66813","1.170049786567688","1.170049786567688","1.170049786567688"
"13409","67043","67043","67043","0.6589528322219849","0.6589528322219849","0.6589528322219849"
"13416","67078","67078","67078","0.19574224948883057","0.19574224948883057","0.19574224948883057"
"13430","67148","67148","67148","0.6382639408111572","0.6382639408111572","0.6382639408111572"
"13440","67198","67198","67198","0.9966605305671692","0.9966605305671692","0.9966605305671692"
"13446","67228","67228","67228","0.23712313175201416","0.23712313175201416","0.23712313175201416"
"13454","67268","67268","67268","0.44852522015571594","0.44852522015571594","0.44852522015571594"
"13455","67273","67273","67273","0.7842531204223633","0.7842531204223633","0.7842531204223633"
