"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Skip loss","run-multi-task-without-debiasing - Skip loss__MIN","run-multi-task-without-debiasing - Skip loss__MAX"
"26588","132937","132937","132937","0.0893373042345047","0.0893373042345047","0.0893373042345047"
"26609","133042","133042","133042","0.21859009563922882","0.21859009563922882","0.21859009563922882"
"26614","133067","133067","133067","0.0719674676656723","0.0719674676656723","0.0719674676656723"
"26619","133092","133092","133092","0.2356850802898407","0.2356850802898407","0.2356850802898407"
"26633","133162","133162","133162","0.22739815711975098","0.22739815711975098","0.22739815711975098"
"26637","133182","133182","133182","0.17143979668617249","0.17143979668617249","0.17143979668617249"
"26662","133307","133307","133307","0.19611617922782898","0.19611617922782898","0.19611617922782898"
"26674","133367","133367","133367","0.21983179450035095","0.21983179450035095","0.21983179450035095"
"26679","133392","133392","133392","0.25726014375686646","0.25726014375686646","0.25726014375686646"
"26682","133407","133407","133407","0.05741710215806961","0.05741710215806961","0.05741710215806961"
"26685","133422","133422","133422","0.45543980598449707","0.45543980598449707","0.45543980598449707"
"26699","133492","133492","133492","0.4377133250236511","0.4377133250236511","0.4377133250236511"
"26707","133532","133532","133532","0.12543967366218567","0.12543967366218567","0.12543967366218567"
"26711","133552","133552","133552","0.44198930263519287","0.44198930263519287","0.44198930263519287"
"26738","133687","133687","133687","0.10013686120510101","0.10013686120510101","0.10013686120510101"
"26746","133727","133727","133727","0.061363689601421356","0.061363689601421356","0.061363689601421356"
"26755","133772","133772","133772","0.29106956720352173","0.29106956720352173","0.29106956720352173"
"26762","133807","133807","133807","0.08364030718803406","0.08364030718803406","0.08364030718803406"
"26763","133812","133812","133812","0.17069894075393677","0.17069894075393677","0.17069894075393677"
"26781","133902","133902","133902","0.1528608500957489","0.1528608500957489","0.1528608500957489"
"26802","134007","134007","134007","0.12113077193498611","0.12113077193498611","0.12113077193498611"
"26807","134032","134032","134032","0.2442154586315155","0.2442154586315155","0.2442154586315155"
"26819","134092","134092","134092","0.11873751878738403","0.11873751878738403","0.11873751878738403"
"26854","134267","134267","134267","0.2080744206905365","0.2080744206905365","0.2080744206905365"
"26867","134332","134332","134332","0.6591225862503052","0.6591225862503052","0.6591225862503052"
"26917","134582","134582","134582","0.8808802366256714","0.8808802366256714","0.8808802366256714"
"26938","134687","134687","134687","0.2751680910587311","0.2751680910587311","0.2751680910587311"
"26939","134692","134692","134692","0.22689136862754822","0.22689136862754822","0.22689136862754822"
"26952","134757","134757","134757","0.0973634347319603","0.0973634347319603","0.0973634347319603"
"26969","134842","134842","134842","0.26554083824157715","0.26554083824157715","0.26554083824157715"
"26984","134917","134917","134917","0.2724890112876892","0.2724890112876892","0.2724890112876892"
"26987","134932","134932","134932","0.08918224275112152","0.08918224275112152","0.08918224275112152"
"26992","134957","134957","134957","0.07934553176164627","0.07934553176164627","0.07934553176164627"
"26998","134987","134987","134987","0.40658262372016907","0.40658262372016907","0.40658262372016907"
"27008","135037","135037","135037","0.38894522190093994","0.38894522190093994","0.38894522190093994"
"27009","135042","135042","135042","0.13846716284751892","0.13846716284751892","0.13846716284751892"
"27011","135052","135052","135052","0.1780705600976944","0.1780705600976944","0.1780705600976944"
"27012","135057","135057","135057","0.10865722596645355","0.10865722596645355","0.10865722596645355"
"27024","135117","135117","135117","0.23161321878433228","0.23161321878433228","0.23161321878433228"
"27035","135172","135172","135172","0.311991423368454","0.311991423368454","0.311991423368454"
"27060","135297","135297","135297","0.1807861626148224","0.1807861626148224","0.1807861626148224"
"27063","135312","135312","135312","0.09748373925685883","0.09748373925685883","0.09748373925685883"
"27068","135337","135337","135337","0.2363900989294052","0.2363900989294052","0.2363900989294052"
"27086","135427","135427","135427","0.08234412968158722","0.08234412968158722","0.08234412968158722"
"27088","135437","135437","135437","0.09954151511192322","0.09954151511192322","0.09954151511192322"
"27123","135612","135612","135612","0.11952370405197144","0.11952370405197144","0.11952370405197144"
"27128","135637","135637","135637","0.0802062377333641","0.0802062377333641","0.0802062377333641"
"27131","135652","135652","135652","0.16341228783130646","0.16341228783130646","0.16341228783130646"
"27138","135687","135687","135687","0.2949465215206146","0.2949465215206146","0.2949465215206146"
"27148","135737","135737","135737","0.06929288804531097","0.06929288804531097","0.06929288804531097"
"27152","135757","135757","135757","0.11556372046470642","0.11556372046470642","0.11556372046470642"
"27154","135767","135767","135767","0.14368249475955963","0.14368249475955963","0.14368249475955963"
"27161","135802","135802","135802","0.14997392892837524","0.14997392892837524","0.14997392892837524"
"27179","135892","135892","135892","0.21420016884803772","0.21420016884803772","0.21420016884803772"
"27181","135902","135902","135902","0.16854363679885864","0.16854363679885864","0.16854363679885864"
"27200","135997","135997","135997","0.20307038724422455","0.20307038724422455","0.20307038724422455"
"27201","136002","136002","136002","0.10169825702905655","0.10169825702905655","0.10169825702905655"
"27205","136022","136022","136022","0.08510567247867584","0.08510567247867584","0.08510567247867584"
"27206","136027","136027","136027","0.14443303644657135","0.14443303644657135","0.14443303644657135"
"27225","136122","136122","136122","0.34154266119003296","0.34154266119003296","0.34154266119003296"
"27228","136137","136137","136137","0.125750333070755","0.125750333070755","0.125750333070755"
"27238","136187","136187","136187","0.18442414700984955","0.18442414700984955","0.18442414700984955"
"27269","136342","136342","136342","0.17676971852779388","0.17676971852779388","0.17676971852779388"
"27273","136362","136362","136362","0.06354667246341705","0.06354667246341705","0.06354667246341705"
"27276","136377","136377","136377","0.11797922849655151","0.11797922849655151","0.11797922849655151"
"27308","136537","136537","136537","0.4534579813480377","0.4534579813480377","0.4534579813480377"
"27309","136542","136542","136542","0.15372131764888763","0.15372131764888763","0.15372131764888763"
"27311","136552","136552","136552","0.18883442878723145","0.18883442878723145","0.18883442878723145"
"27332","136657","136657","136657","0.09942707419395447","0.09942707419395447","0.09942707419395447"
"27335","136672","136672","136672","0.3240419924259186","0.3240419924259186","0.3240419924259186"
"27345","136722","136722","136722","0.20003360509872437","0.20003360509872437","0.20003360509872437"
"27368","136837","136837","136837","0.21265250444412231","0.21265250444412231","0.21265250444412231"
"27398","136987","136987","136987","0.1471424698829651","0.1471424698829651","0.1471424698829651"
"27404","137017","137017","137017","0.062118783593177795","0.062118783593177795","0.062118783593177795"
"27444","137217","137217","137217","0.0875275582075119","0.0875275582075119","0.0875275582075119"
"27452","137257","137257","137257","0.27407747507095337","0.27407747507095337","0.27407747507095337"
"27457","137282","137282","137282","0.16064834594726562","0.16064834594726562","0.16064834594726562"
"27472","137357","137357","137357","0.201398104429245","0.201398104429245","0.201398104429245"
"27473","137362","137362","137362","0.4527451992034912","0.4527451992034912","0.4527451992034912"
"27482","137407","137407","137407","0.23120543360710144","0.23120543360710144","0.23120543360710144"
"27497","137482","137482","137482","0.07400732487440109","0.07400732487440109","0.07400732487440109"
"27514","137567","137567","137567","0.10710904747247696","0.10710904747247696","0.10710904747247696"
"27515","137572","137572","137572","0.39052557945251465","0.39052557945251465","0.39052557945251465"
"27519","137592","137592","137592","0.5006276965141296","0.5006276965141296","0.5006276965141296"
"27537","137682","137682","137682","0.2902931869029999","0.2902931869029999","0.2902931869029999"
"27542","137707","137707","137707","0.1740092933177948","0.1740092933177948","0.1740092933177948"
"27551","137752","137752","137752","0.13726088404655457","0.13726088404655457","0.13726088404655457"
"27555","137772","137772","137772","0.34446266293525696","0.34446266293525696","0.34446266293525696"
"27589","137942","137942","137942","0.17465147376060486","0.17465147376060486","0.17465147376060486"
"27601","138002","138002","138002","0.258276104927063","0.258276104927063","0.258276104927063"
"27622","138107","138107","138107","0.33883047103881836","0.33883047103881836","0.33883047103881836"
"27625","138122","138122","138122","0.11281553655862808","0.11281553655862808","0.11281553655862808"
"27632","138157","138157","138157","0.31883206963539124","0.31883206963539124","0.31883206963539124"
"27634","138167","138167","138167","0.16276906430721283","0.16276906430721283","0.16276906430721283"
"27636","138177","138177","138177","0.09312799572944641","0.09312799572944641","0.09312799572944641"
"27639","138192","138192","138192","0.15938794612884521","0.15938794612884521","0.15938794612884521"
"27692","138457","138457","138457","0.531001091003418","0.531001091003418","0.531001091003418"
"27710","138547","138547","138547","0.19777768850326538","0.19777768850326538","0.19777768850326538"
"27718","138587","138587","138587","0.3298240900039673","0.3298240900039673","0.3298240900039673"
"27745","138722","138722","138722","0.18089048564434052","0.18089048564434052","0.18089048564434052"
"27752","138757","138757","138757","0.18468251824378967","0.18468251824378967","0.18468251824378967"
"27758","138787","138787","138787","0.14376571774482727","0.14376571774482727","0.14376571774482727"
"27761","138802","138802","138802","0.5096777677536011","0.5096777677536011","0.5096777677536011"
"27763","138812","138812","138812","0.218586727976799","0.218586727976799","0.218586727976799"
"27766","138827","138827","138827","0.4653204679489136","0.4653204679489136","0.4653204679489136"
"27788","138937","138937","138937","0.35811975598335266","0.35811975598335266","0.35811975598335266"
"27792","138957","138957","138957","0.3371916115283966","0.3371916115283966","0.3371916115283966"
"27802","139007","139007","139007","0.42060184478759766","0.42060184478759766","0.42060184478759766"
"27827","139132","139132","139132","0.27935487031936646","0.27935487031936646","0.27935487031936646"
"27851","139252","139252","139252","0.1377755105495453","0.1377755105495453","0.1377755105495453"
"27855","139272","139272","139272","0.42614656686782837","0.42614656686782837","0.42614656686782837"
"27867","139332","139332","139332","0.5740289688110352","0.5740289688110352","0.5740289688110352"
"27884","139417","139417","139417","0.17497897148132324","0.17497897148132324","0.17497897148132324"
"27888","139437","139437","139437","0.5051722526550293","0.5051722526550293","0.5051722526550293"
"27932","139657","139657","139657","0.24908605217933655","0.24908605217933655","0.24908605217933655"
"27948","139737","139737","139737","0.16528570652008057","0.16528570652008057","0.16528570652008057"
"27970","139847","139847","139847","0.15444526076316833","0.15444526076316833","0.15444526076316833"
"27976","139877","139877","139877","0.3498632311820984","0.3498632311820984","0.3498632311820984"
"27978","139887","139887","139887","0.1522049456834793","0.1522049456834793","0.1522049456834793"
"27983","139912","139912","139912","0.10286407172679901","0.10286407172679901","0.10286407172679901"
"27991","139952","139952","139952","0.21873442828655243","0.21873442828655243","0.21873442828655243"
"27995","139972","139972","139972","0.15640954673290253","0.15640954673290253","0.15640954673290253"
"28010","140047","140047","140047","0.2872408330440521","0.2872408330440521","0.2872408330440521"
"28021","140102","140102","140102","0.3478027582168579","0.3478027582168579","0.3478027582168579"
"28026","140127","140127","140127","0.15284830331802368","0.15284830331802368","0.15284830331802368"
"28039","140192","140192","140192","0.27459555864334106","0.27459555864334106","0.27459555864334106"
"28065","140322","140322","140322","0.3514435887336731","0.3514435887336731","0.3514435887336731"
"28066","140327","140327","140327","0.2277413010597229","0.2277413010597229","0.2277413010597229"
"28073","140362","140362","140362","0.12730392813682556","0.12730392813682556","0.12730392813682556"
"28078","140387","140387","140387","0.18785060942173004","0.18785060942173004","0.18785060942173004"
"28100","140497","140497","140497","0.25343745946884155","0.25343745946884155","0.25343745946884155"
"28105","140522","140522","140522","0.3498094975948334","0.3498094975948334","0.3498094975948334"
"28114","140567","140567","140567","0.2932864725589752","0.2932864725589752","0.2932864725589752"
"28115","140572","140572","140572","0.1733524203300476","0.1733524203300476","0.1733524203300476"
"28123","140612","140612","140612","0.43632712960243225","0.43632712960243225","0.43632712960243225"
"28133","140662","140662","140662","0.44021883606910706","0.44021883606910706","0.44021883606910706"
"28159","140792","140792","140792","0.20335984230041504","0.20335984230041504","0.20335984230041504"
"28160","140797","140797","140797","0.07729693502187729","0.07729693502187729","0.07729693502187729"
"28184","140917","140917","140917","0.3612156808376312","0.3612156808376312","0.3612156808376312"
"28192","140957","140957","140957","0.16665363311767578","0.16665363311767578","0.16665363311767578"
"28229","141142","141142","141142","0.22518444061279297","0.22518444061279297","0.22518444061279297"
"28231","141152","141152","141152","0.32216256856918335","0.32216256856918335","0.32216256856918335"
"28257","141282","141282","141282","0.17590594291687012","0.17590594291687012","0.17590594291687012"
"28311","141552","141552","141552","0.2787598669528961","0.2787598669528961","0.2787598669528961"
"28315","141572","141572","141572","0.21702736616134644","0.21702736616134644","0.21702736616134644"
"28317","141582","141582","141582","0.13507410883903503","0.13507410883903503","0.13507410883903503"
"28341","141702","141702","141702","0.12318579107522964","0.12318579107522964","0.12318579107522964"
"28363","141812","141812","141812","0.1771651655435562","0.1771651655435562","0.1771651655435562"
"28368","141837","141837","141837","0.27195411920547485","0.27195411920547485","0.27195411920547485"
"28393","141962","141962","141962","0.2633824646472931","0.2633824646472931","0.2633824646472931"
"28404","142017","142017","142017","0.23753078281879425","0.23753078281879425","0.23753078281879425"
"28435","142172","142172","142172","0.17126861214637756","0.17126861214637756","0.17126861214637756"
"28443","142212","142212","142212","0.04282399266958237","0.04282399266958237","0.04282399266958237"
"28447","142232","142232","142232","0.14862161874771118","0.14862161874771118","0.14862161874771118"
"28474","142367","142367","142367","0.19318535923957825","0.19318535923957825","0.19318535923957825"
"28479","142392","142392","142392","0.3582785725593567","0.3582785725593567","0.3582785725593567"
"28486","142427","142427","142427","0.14939376711845398","0.14939376711845398","0.14939376711845398"
"28488","142437","142437","142437","0.2605223059654236","0.2605223059654236","0.2605223059654236"
"28500","142497","142497","142497","0.10055246949195862","0.10055246949195862","0.10055246949195862"
"28508","142537","142537","142537","0.3215094208717346","0.3215094208717346","0.3215094208717346"
"28521","142602","142602","142602","0.40348124504089355","0.40348124504089355","0.40348124504089355"
"28527","142632","142632","142632","0.19262485206127167","0.19262485206127167","0.19262485206127167"
"28529","142642","142642","142642","0.09575740993022919","0.09575740993022919","0.09575740993022919"
"28539","142692","142692","142692","0.2937333583831787","0.2937333583831787","0.2937333583831787"
"28560","142797","142797","142797","0.2622945308685303","0.2622945308685303","0.2622945308685303"
"28581","142902","142902","142902","0.1018412858247757","0.1018412858247757","0.1018412858247757"
"28594","142967","142967","142967","0.1954725831747055","0.1954725831747055","0.1954725831747055"
"28596","142977","142977","142977","0.3405224084854126","0.3405224084854126","0.3405224084854126"
"28642","143207","143207","143207","0.21526163816452026","0.21526163816452026","0.21526163816452026"
"28654","143267","143267","143267","0.2400118112564087","0.2400118112564087","0.2400118112564087"
"28658","143287","143287","143287","0.280914843082428","0.280914843082428","0.280914843082428"
"28667","143332","143332","143332","0.24033081531524658","0.24033081531524658","0.24033081531524658"
"28707","143532","143532","143532","0.2107548713684082","0.2107548713684082","0.2107548713684082"
"28715","143572","143572","143572","0.37103891372680664","0.37103891372680664","0.37103891372680664"
"28735","143672","143672","143672","0.2527156174182892","0.2527156174182892","0.2527156174182892"
"28736","143677","143677","143677","0.06213158369064331","0.06213158369064331","0.06213158369064331"
"28743","143712","143712","143712","0.2625308036804199","0.2625308036804199","0.2625308036804199"
"28746","143727","143727","143727","0.06916812062263489","0.06916812062263489","0.06916812062263489"
"28751","143752","143752","143752","0.12743788957595825","0.12743788957595825","0.12743788957595825"
"28766","143827","143827","143827","0.36470845341682434","0.36470845341682434","0.36470845341682434"
"28768","143837","143837","143837","0.1399403214454651","0.1399403214454651","0.1399403214454651"
"28798","143987","143987","143987","0.10403502732515335","0.10403502732515335","0.10403502732515335"
"28810","144047","144047","144047","0.22421064972877502","0.22421064972877502","0.22421064972877502"
"28815","144072","144072","144072","0.07057080417871475","0.07057080417871475","0.07057080417871475"
"28824","144117","144117","144117","0.35738620162010193","0.35738620162010193","0.35738620162010193"
"28829","144142","144142","144142","0.12835487723350525","0.12835487723350525","0.12835487723350525"
"28833","144162","144162","144162","0.20067840814590454","0.20067840814590454","0.20067840814590454"
"28854","144267","144267","144267","0.2379370629787445","0.2379370629787445","0.2379370629787445"
"28866","144327","144327","144327","0.36004355549812317","0.36004355549812317","0.36004355549812317"
"28885","144422","144422","144422","0.24387632310390472","0.24387632310390472","0.24387632310390472"
"28903","144512","144512","144512","0.13531866669654846","0.13531866669654846","0.13531866669654846"
"28943","144712","144712","144712","0.08832485973834991","0.08832485973834991","0.08832485973834991"
"28949","144742","144742","144742","0.20357650518417358","0.20357650518417358","0.20357650518417358"
"28959","144792","144792","144792","0.18076775968074799","0.18076775968074799","0.18076775968074799"
"28961","144802","144802","144802","0.25831055641174316","0.25831055641174316","0.25831055641174316"
"28995","144972","144972","144972","0.07722790539264679","0.07722790539264679","0.07722790539264679"
"29011","145052","145052","145052","0.11838550865650177","0.11838550865650177","0.11838550865650177"
"29014","145067","145067","145067","0.2897157073020935","0.2897157073020935","0.2897157073020935"
"29017","145082","145082","145082","0.056020285934209824","0.056020285934209824","0.056020285934209824"
"29063","145312","145312","145312","0.16965113580226898","0.16965113580226898","0.16965113580226898"
"29097","145482","145482","145482","0.10107909888029099","0.10107909888029099","0.10107909888029099"
"29118","145587","145587","145587","0.1235451027750969","0.1235451027750969","0.1235451027750969"
"29138","145687","145687","145687","0.16928429901599884","0.16928429901599884","0.16928429901599884"
"29140","145697","145697","145697","0.16459034383296967","0.16459034383296967","0.16459034383296967"
"29150","145747","145747","145747","0.1726997345685959","0.1726997345685959","0.1726997345685959"
"29163","145812","145812","145812","0.3030049204826355","0.3030049204826355","0.3030049204826355"
"29167","145832","145832","145832","0.18139952421188354","0.18139952421188354","0.18139952421188354"
"29169","145842","145842","145842","0.2825069725513458","0.2825069725513458","0.2825069725513458"
"29182","145907","145907","145907","0.3399878740310669","0.3399878740310669","0.3399878740310669"
"29188","145937","145937","145937","0.1859162300825119","0.1859162300825119","0.1859162300825119"
"29197","145982","145982","145982","0.48062846064567566","0.48062846064567566","0.48062846064567566"
"29210","146047","146047","146047","0.18814626336097717","0.18814626336097717","0.18814626336097717"
"29211","146052","146052","146052","0.15469510853290558","0.15469510853290558","0.15469510853290558"
"29212","146057","146057","146057","0.1819307655096054","0.1819307655096054","0.1819307655096054"
"29222","146107","146107","146107","0.18061470985412598","0.18061470985412598","0.18061470985412598"
"29265","146322","146322","146322","0.29278790950775146","0.29278790950775146","0.29278790950775146"
"29266","146327","146327","146327","0.22857122123241425","0.22857122123241425","0.22857122123241425"
"29276","146377","146377","146377","0.09079175442457199","0.09079175442457199","0.09079175442457199"
"29322","146607","146607","146607","0.09529304504394531","0.09529304504394531","0.09529304504394531"
"29325","146622","146622","146622","0.21414673328399658","0.21414673328399658","0.21414673328399658"
"29339","146692","146692","146692","0.31923139095306396","0.31923139095306396","0.31923139095306396"
"29346","146727","146727","146727","0.559661865234375","0.559661865234375","0.559661865234375"
"29357","146782","146782","146782","0.2610791325569153","0.2610791325569153","0.2610791325569153"
"29374","146867","146867","146867","0.3278023302555084","0.3278023302555084","0.3278023302555084"
"29376","146877","146877","146877","0.2454892098903656","0.2454892098903656","0.2454892098903656"
"29379","146892","146892","146892","0.2912229895591736","0.2912229895591736","0.2912229895591736"
"29391","146952","146952","146952","0.21009561419487","0.21009561419487","0.21009561419487"
"29396","146977","146977","146977","0.3737694025039673","0.3737694025039673","0.3737694025039673"
"29398","146987","146987","146987","0.40498918294906616","0.40498918294906616","0.40498918294906616"
"29405","147022","147022","147022","0.13464832305908203","0.13464832305908203","0.13464832305908203"
"29408","147037","147037","147037","0.4602242708206177","0.4602242708206177","0.4602242708206177"
"29432","147157","147157","147157","0.3864509165287018","0.3864509165287018","0.3864509165287018"
"29438","147187","147187","147187","0.060913220047950745","0.060913220047950745","0.060913220047950745"
"29442","147207","147207","147207","0.15704205632209778","0.15704205632209778","0.15704205632209778"
"29475","147372","147372","147372","0.13948726654052734","0.13948726654052734","0.13948726654052734"
"29483","147412","147412","147412","0.09874904900789261","0.09874904900789261","0.09874904900789261"
"29493","147462","147462","147462","0.21555781364440918","0.21555781364440918","0.21555781364440918"
"29505","147522","147522","147522","0.12675827741622925","0.12675827741622925","0.12675827741622925"
"29512","147557","147557","147557","0.3080795705318451","0.3080795705318451","0.3080795705318451"
"29514","147567","147567","147567","0.12574702501296997","0.12574702501296997","0.12574702501296997"
"29535","147672","147672","147672","0.11949199438095093","0.11949199438095093","0.11949199438095093"
"29545","147722","147722","147722","0.2578674852848053","0.2578674852848053","0.2578674852848053"
"29546","147727","147727","147727","0.4208882451057434","0.4208882451057434","0.4208882451057434"
"29578","147887","147887","147887","0.09299245476722717","0.09299245476722717","0.09299245476722717"
"29581","147902","147902","147902","0.25527459383010864","0.25527459383010864","0.25527459383010864"
"29606","148027","148027","148027","0.42094528675079346","0.42094528675079346","0.42094528675079346"
"29609","148042","148042","148042","0.3667649030685425","0.3667649030685425","0.3667649030685425"
"29610","148047","148047","148047","0.11148593574762344","0.11148593574762344","0.11148593574762344"
"29620","148097","148097","148097","0.24346156418323517","0.24346156418323517","0.24346156418323517"
"29626","148127","148127","148127","0.150441974401474","0.150441974401474","0.150441974401474"
"29654","148267","148267","148267","0.655319333076477","0.655319333076477","0.655319333076477"
"29657","148282","148282","148282","0.3236028850078583","0.3236028850078583","0.3236028850078583"
"29693","148462","148462","148462","0.15348157286643982","0.15348157286643982","0.15348157286643982"
"29700","148497","148497","148497","0.06644422560930252","0.06644422560930252","0.06644422560930252"
"29711","148552","148552","148552","0.15047721564769745","0.15047721564769745","0.15047721564769745"
"29744","148717","148717","148717","0.3140488862991333","0.3140488862991333","0.3140488862991333"
"29752","148757","148757","148757","0.31461048126220703","0.31461048126220703","0.31461048126220703"
"29756","148777","148777","148777","0.326806902885437","0.326806902885437","0.326806902885437"
"29769","148842","148842","148842","0.30936798453330994","0.30936798453330994","0.30936798453330994"
"29788","148937","148937","148937","0.09437178075313568","0.09437178075313568","0.09437178075313568"
"29826","149127","149127","149127","0.14149799942970276","0.14149799942970276","0.14149799942970276"
"29842","149207","149207","149207","0.15541265904903412","0.15541265904903412","0.15541265904903412"
"29875","149372","149372","149372","0.13716092705726624","0.13716092705726624","0.13716092705726624"
"29878","149387","149387","149387","0.08907867968082428","0.08907867968082428","0.08907867968082428"
"29885","149422","149422","149422","0.07260003685951233","0.07260003685951233","0.07260003685951233"
"29910","149547","149547","149547","0.2413792908191681","0.2413792908191681","0.2413792908191681"
"29935","149672","149672","149672","0.0928504467010498","0.0928504467010498","0.0928504467010498"
"29939","149692","149692","149692","0.32596686482429504","0.32596686482429504","0.32596686482429504"
"29946","149727","149727","149727","0.12379308044910431","0.12379308044910431","0.12379308044910431"
"29960","149797","149797","149797","0.06988188624382019","0.06988188624382019","0.06988188624382019"
"29967","149832","149832","149832","0.2381124496459961","0.2381124496459961","0.2381124496459961"
"29972","149857","149857","149857","0.37234094738960266","0.37234094738960266","0.37234094738960266"
"29974","149867","149867","149867","0.4097166061401367","0.4097166061401367","0.4097166061401367"
"29992","149957","149957","149957","0.4489022493362427","0.4489022493362427","0.4489022493362427"
"29994","149967","149967","149967","0.34844735264778137","0.34844735264778137","0.34844735264778137"
"30008","150037","150037","150037","0.2553057372570038","0.2553057372570038","0.2553057372570038"
"30012","150057","150057","150057","0.1037963479757309","0.1037963479757309","0.1037963479757309"
"30016","150077","150077","150077","0.09936317801475525","0.09936317801475525","0.09936317801475525"
"30142","150707","150707","150707","0.3435932993888855","0.3435932993888855","0.3435932993888855"
"30145","150722","150722","150722","0.3981438875198364","0.3981438875198364","0.3981438875198364"
"30165","150822","150822","150822","0.2398413121700287","0.2398413121700287","0.2398413121700287"
"30166","150827","150827","150827","0.252927303314209","0.252927303314209","0.252927303314209"
"30170","150847","150847","150847","0.1469142735004425","0.1469142735004425","0.1469142735004425"
"30173","150862","150862","150862","0.11809046566486359","0.11809046566486359","0.11809046566486359"
"30210","151047","151047","151047","0.09587906301021576","0.09587906301021576","0.09587906301021576"
"30241","151202","151202","151202","0.5988404750823975","0.5988404750823975","0.5988404750823975"
"30242","151207","151207","151207","0.11955587565898895","0.11955587565898895","0.11955587565898895"
"30244","151217","151217","151217","0.1435794085264206","0.1435794085264206","0.1435794085264206"
"30245","151222","151222","151222","0.21782514452934265","0.21782514452934265","0.21782514452934265"
"30255","151272","151272","151272","0.3988555669784546","0.3988555669784546","0.3988555669784546"
"30277","151382","151382","151382","0.31622546911239624","0.31622546911239624","0.31622546911239624"
"30283","151412","151412","151412","0.46784508228302","0.46784508228302","0.46784508228302"
"30284","151417","151417","151417","0.2673363983631134","0.2673363983631134","0.2673363983631134"
"30296","151477","151477","151477","0.13578030467033386","0.13578030467033386","0.13578030467033386"
"30314","151567","151567","151567","0.2803528904914856","0.2803528904914856","0.2803528904914856"
"30339","151692","151692","151692","0.1509092152118683","0.1509092152118683","0.1509092152118683"
"30344","151717","151717","151717","0.3990025520324707","0.3990025520324707","0.3990025520324707"
"30345","151722","151722","151722","0.23362144827842712","0.23362144827842712","0.23362144827842712"
"30356","151777","151777","151777","0.5917090773582458","0.5917090773582458","0.5917090773582458"
"30362","151807","151807","151807","0.24178925156593323","0.24178925156593323","0.24178925156593323"
"30365","151822","151822","151822","0.10415849089622498","0.10415849089622498","0.10415849089622498"
"30370","151847","151847","151847","0.16423223912715912","0.16423223912715912","0.16423223912715912"
"30374","151867","151867","151867","0.19790872931480408","0.19790872931480408","0.19790872931480408"
"30420","152097","152097","152097","0.19825710356235504","0.19825710356235504","0.19825710356235504"
"30427","152132","152132","152132","0.08989863097667694","0.08989863097667694","0.08989863097667694"
"30428","152137","152137","152137","0.24809902906417847","0.24809902906417847","0.24809902906417847"
"30429","152142","152142","152142","0.09515021741390228","0.09515021741390228","0.09515021741390228"
"30454","152267","152267","152267","0.15112699568271637","0.15112699568271637","0.15112699568271637"
"30500","152497","152497","152497","0.06481331586837769","0.06481331586837769","0.06481331586837769"
"30502","152507","152507","152507","0.11390499770641327","0.11390499770641327","0.11390499770641327"
"30508","152537","152537","152537","0.37705472111701965","0.37705472111701965","0.37705472111701965"
"30514","152567","152567","152567","0.19846022129058838","0.19846022129058838","0.19846022129058838"
"30523","152612","152612","152612","0.31134411692619324","0.31134411692619324","0.31134411692619324"
"30529","152642","152642","152642","0.3204021453857422","0.3204021453857422","0.3204021453857422"
"30541","152702","152702","152702","0.09897756576538086","0.09897756576538086","0.09897756576538086"
"30561","152802","152802","152802","0.11474700272083282","0.11474700272083282","0.11474700272083282"
"30562","152807","152807","152807","0.1330188810825348","0.1330188810825348","0.1330188810825348"
"30590","152947","152947","152947","0.35490405559539795","0.35490405559539795","0.35490405559539795"
"30609","153042","153042","153042","0.2778606414794922","0.2778606414794922","0.2778606414794922"
"30610","153047","153047","153047","0.1745462715625763","0.1745462715625763","0.1745462715625763"
"30621","153102","153102","153102","0.237948939204216","0.237948939204216","0.237948939204216"
"30639","153192","153192","153192","0.23826780915260315","0.23826780915260315","0.23826780915260315"
"30643","153212","153212","153212","0.0973079577088356","0.0973079577088356","0.0973079577088356"
"30664","153317","153317","153317","0.18805238604545593","0.18805238604545593","0.18805238604545593"
"30674","153367","153367","153367","0.28209489583969116","0.28209489583969116","0.28209489583969116"
"30679","153392","153392","153392","0.3610401153564453","0.3610401153564453","0.3610401153564453"
"30702","153507","153507","153507","0.3027953505516052","0.3027953505516052","0.3027953505516052"
"30704","153517","153517","153517","0.62523353099823","0.62523353099823","0.62523353099823"
"30715","153572","153572","153572","0.1271975040435791","0.1271975040435791","0.1271975040435791"
"30721","153602","153602","153602","0.09749359637498856","0.09749359637498856","0.09749359637498856"
"30725","153622","153622","153622","0.09675254672765732","0.09675254672765732","0.09675254672765732"
"30738","153687","153687","153687","0.1045275330543518","0.1045275330543518","0.1045275330543518"
"30742","153707","153707","153707","0.31754055619239807","0.31754055619239807","0.31754055619239807"
"30751","153752","153752","153752","0.282071977853775","0.282071977853775","0.282071977853775"
"30767","153832","153832","153832","0.08530363440513611","0.08530363440513611","0.08530363440513611"
"30772","153857","153857","153857","0.13275738060474396","0.13275738060474396","0.13275738060474396"
"30797","153982","153982","153982","0.44326168298721313","0.44326168298721313","0.44326168298721313"
"30808","154037","154037","154037","0.10799917578697205","0.10799917578697205","0.10799917578697205"
"30819","154092","154092","154092","0.26807060837745667","0.26807060837745667","0.26807060837745667"
