"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - Click loss","run-multi-task-debiasing-separate-logits - Click loss__MIN","run-multi-task-debiasing-separate-logits - Click loss__MAX"
"29087","145431","145431","145431","0.22473132610321045","0.22473132610321045","0.22473132610321045"
"29104","145516","145516","145516","0.281595915555954","0.281595915555954","0.281595915555954"
"29112","145556","145556","145556","0.28244858980178833","0.28244858980178833","0.28244858980178833"
"29117","145581","145581","145581","0.25243672728538513","0.25243672728538513","0.25243672728538513"
"29158","145786","145786","145786","0.20878072082996368","0.20878072082996368","0.20878072082996368"
"29159","145791","145791","145791","0.34052735567092896","0.34052735567092896","0.34052735567092896"
"29163","145811","145811","145811","0.23229438066482544","0.23229438066482544","0.23229438066482544"
"29200","145996","145996","145996","0.39482325315475464","0.39482325315475464","0.39482325315475464"
"29205","146021","146021","146021","0.3575367331504822","0.3575367331504822","0.3575367331504822"
"29225","146121","146121","146121","0.19394442439079285","0.19394442439079285","0.19394442439079285"
"29228","146136","146136","146136","0.2062419056892395","0.2062419056892395","0.2062419056892395"
"29235","146171","146171","146171","0.12346800416707993","0.12346800416707993","0.12346800416707993"
"29248","146236","146236","146236","0.2900051176548004","0.2900051176548004","0.2900051176548004"
"29250","146246","146246","146246","0.2832683324813843","0.2832683324813843","0.2832683324813843"
"29259","146291","146291","146291","0.542994499206543","0.542994499206543","0.542994499206543"
"29288","146436","146436","146436","0.16783034801483154","0.16783034801483154","0.16783034801483154"
"29309","146541","146541","146541","0.23770180344581604","0.23770180344581604","0.23770180344581604"
"29321","146601","146601","146601","0.2838766574859619","0.2838766574859619","0.2838766574859619"
"29327","146631","146631","146631","0.3314056396484375","0.3314056396484375","0.3314056396484375"
"29344","146716","146716","146716","0.15055622160434723","0.15055622160434723","0.15055622160434723"
"29359","146791","146791","146791","0.3437061905860901","0.3437061905860901","0.3437061905860901"
"29381","146901","146901","146901","0.28252172470092773","0.28252172470092773","0.28252172470092773"
"29385","146921","146921","146921","0.12239927798509598","0.12239927798509598","0.12239927798509598"
"29404","147016","147016","147016","0.22977355122566223","0.22977355122566223","0.22977355122566223"
"29413","147061","147061","147061","0.14109158515930176","0.14109158515930176","0.14109158515930176"
"29427","147131","147131","147131","0.23238477110862732","0.23238477110862732","0.23238477110862732"
"29438","147186","147186","147186","0.10904138535261154","0.10904138535261154","0.10904138535261154"
"29448","147236","147236","147236","0.3139553964138031","0.3139553964138031","0.3139553964138031"
"29454","147266","147266","147266","0.22453679144382477","0.22453679144382477","0.22453679144382477"
"29457","147281","147281","147281","0.3070225119590759","0.3070225119590759","0.3070225119590759"
"29459","147291","147291","147291","0.29012376070022583","0.29012376070022583","0.29012376070022583"
"29460","147296","147296","147296","0.13849854469299316","0.13849854469299316","0.13849854469299316"
"29465","147321","147321","147321","0.1855800598859787","0.1855800598859787","0.1855800598859787"
"29490","147446","147446","147446","0.21810977160930634","0.21810977160930634","0.21810977160930634"
"29494","147466","147466","147466","0.18441057205200195","0.18441057205200195","0.18441057205200195"
"29509","147541","147541","147541","0.1996435821056366","0.1996435821056366","0.1996435821056366"
"29519","147591","147591","147591","0.3435901403427124","0.3435901403427124","0.3435901403427124"
"29520","147596","147596","147596","0.2476457804441452","0.2476457804441452","0.2476457804441452"
"29537","147681","147681","147681","0.24628543853759766","0.24628543853759766","0.24628543853759766"
"29594","147966","147966","147966","0.21420881152153015","0.21420881152153015","0.21420881152153015"
"29610","148046","148046","148046","0.42854204773902893","0.42854204773902893","0.42854204773902893"
"29619","148091","148091","148091","0.15029698610305786","0.15029698610305786","0.15029698610305786"
"29634","148166","148166","148166","0.1920502781867981","0.1920502781867981","0.1920502781867981"
"29650","148246","148246","148246","0.31242677569389343","0.31242677569389343","0.31242677569389343"
"29652","148256","148256","148256","0.1811971366405487","0.1811971366405487","0.1811971366405487"
"29661","148301","148301","148301","0.2535780966281891","0.2535780966281891","0.2535780966281891"
"29682","148406","148406","148406","0.2811766266822815","0.2811766266822815","0.2811766266822815"
"29692","148456","148456","148456","0.16796162724494934","0.16796162724494934","0.16796162724494934"
"29712","148556","148556","148556","0.2279929220676422","0.2279929220676422","0.2279929220676422"
"29726","148626","148626","148626","0.1655685007572174","0.1655685007572174","0.1655685007572174"
"29731","148651","148651","148651","0.1777140498161316","0.1777140498161316","0.1777140498161316"
"29733","148661","148661","148661","0.1714109480381012","0.1714109480381012","0.1714109480381012"
"29737","148681","148681","148681","0.3256373703479767","0.3256373703479767","0.3256373703479767"
"29770","148846","148846","148846","0.5580001473426819","0.5580001473426819","0.5580001473426819"
"29793","148961","148961","148961","0.1638931781053543","0.1638931781053543","0.1638931781053543"
"29795","148971","148971","148971","0.40279942750930786","0.40279942750930786","0.40279942750930786"
"29803","149011","149011","149011","0.3764590620994568","0.3764590620994568","0.3764590620994568"
"29805","149021","149021","149021","0.21839231252670288","0.21839231252670288","0.21839231252670288"
"29816","149076","149076","149076","0.12208187580108643","0.12208187580108643","0.12208187580108643"
"29822","149106","149106","149106","0.24691219627857208","0.24691219627857208","0.24691219627857208"
"29826","149126","149126","149126","0.16041693091392517","0.16041693091392517","0.16041693091392517"
"29827","149131","149131","149131","0.17566454410552979","0.17566454410552979","0.17566454410552979"
"29855","149271","149271","149271","0.35116657614707947","0.35116657614707947","0.35116657614707947"
"29890","149446","149446","149446","0.16418373584747314","0.16418373584747314","0.16418373584747314"
"29897","149481","149481","149481","0.17804640531539917","0.17804640531539917","0.17804640531539917"
"29899","149491","149491","149491","0.15869417786598206","0.15869417786598206","0.15869417786598206"
"29904","149516","149516","149516","0.2422712743282318","0.2422712743282318","0.2422712743282318"
"29914","149566","149566","149566","0.34435856342315674","0.34435856342315674","0.34435856342315674"
"29923","149611","149611","149611","0.2604263126850128","0.2604263126850128","0.2604263126850128"
"29934","149666","149666","149666","0.14726226031780243","0.14726226031780243","0.14726226031780243"
"29936","149676","149676","149676","0.08837569504976273","0.08837569504976273","0.08837569504976273"
"29941","149701","149701","149701","0.4005315899848938","0.4005315899848938","0.4005315899848938"
"29943","149711","149711","149711","0.26640960574150085","0.26640960574150085","0.26640960574150085"
"29945","149721","149721","149721","0.17928023636341095","0.17928023636341095","0.17928023636341095"
"29949","149741","149741","149741","0.21878314018249512","0.21878314018249512","0.21878314018249512"
"29954","149766","149766","149766","0.43786340951919556","0.43786340951919556","0.43786340951919556"
"29961","149801","149801","149801","0.1842072308063507","0.1842072308063507","0.1842072308063507"
"29982","149906","149906","149906","0.385545551776886","0.385545551776886","0.385545551776886"
"29991","149951","149951","149951","0.16044840216636658","0.16044840216636658","0.16044840216636658"
"30004","150016","150016","150016","0.213836207985878","0.213836207985878","0.213836207985878"
"30016","150076","150076","150076","0.1222299262881279","0.1222299262881279","0.1222299262881279"
"30021","150101","150101","150101","0.24962684512138367","0.24962684512138367","0.24962684512138367"
"30035","150171","150171","150171","0.2142213135957718","0.2142213135957718","0.2142213135957718"
"30049","150241","150241","150241","0.2336767613887787","0.2336767613887787","0.2336767613887787"
"30061","150301","150301","150301","0.3111187815666199","0.3111187815666199","0.3111187815666199"
"30074","150366","150366","150366","0.23062479496002197","0.23062479496002197","0.23062479496002197"
"30094","150466","150466","150466","0.2010040134191513","0.2010040134191513","0.2010040134191513"
"30095","150471","150471","150471","0.09353717416524887","0.09353717416524887","0.09353717416524887"
"30096","150476","150476","150476","0.14387698471546173","0.14387698471546173","0.14387698471546173"
"30101","150501","150501","150501","0.29899486899375916","0.29899486899375916","0.29899486899375916"
"30103","150511","150511","150511","0.2014598846435547","0.2014598846435547","0.2014598846435547"
"30112","150556","150556","150556","0.33556699752807617","0.33556699752807617","0.33556699752807617"
"30128","150636","150636","150636","0.19138675928115845","0.19138675928115845","0.19138675928115845"
"30144","150716","150716","150716","0.31549984216690063","0.31549984216690063","0.31549984216690063"
"30191","150951","150951","150951","0.2610521912574768","0.2610521912574768","0.2610521912574768"
"30226","151126","151126","151126","0.2969242334365845","0.2969242334365845","0.2969242334365845"
"30229","151141","151141","151141","0.2210521399974823","0.2210521399974823","0.2210521399974823"
"30232","151156","151156","151156","0.2955509424209595","0.2955509424209595","0.2955509424209595"
"30251","151251","151251","151251","0.37067651748657227","0.37067651748657227","0.37067651748657227"
"30271","151351","151351","151351","0.20303857326507568","0.20303857326507568","0.20303857326507568"
"30278","151386","151386","151386","0.342524915933609","0.342524915933609","0.342524915933609"
"30306","151526","151526","151526","0.31234222650527954","0.31234222650527954","0.31234222650527954"
"30317","151581","151581","151581","0.18564683198928833","0.18564683198928833","0.18564683198928833"
"30360","151796","151796","151796","0.26470819115638733","0.26470819115638733","0.26470819115638733"
"30367","151831","151831","151831","0.24420538544654846","0.24420538544654846","0.24420538544654846"
"30394","151966","151966","151966","0.19199031591415405","0.19199031591415405","0.19199031591415405"
"30413","152061","152061","152061","0.3082190752029419","0.3082190752029419","0.3082190752029419"
"30454","152266","152266","152266","0.2271169126033783","0.2271169126033783","0.2271169126033783"
"30456","152276","152276","152276","0.30746835470199585","0.30746835470199585","0.30746835470199585"
"30483","152411","152411","152411","0.21640045940876007","0.21640045940876007","0.21640045940876007"
"30503","152511","152511","152511","0.15666905045509338","0.15666905045509338","0.15666905045509338"
"30510","152546","152546","152546","0.20180350542068481","0.20180350542068481","0.20180350542068481"
"30523","152611","152611","152611","0.3247739374637604","0.3247739374637604","0.3247739374637604"
"30534","152666","152666","152666","0.23517675697803497","0.23517675697803497","0.23517675697803497"
"30575","152871","152871","152871","0.30702871084213257","0.30702871084213257","0.30702871084213257"
"30596","152976","152976","152976","0.3172493875026703","0.3172493875026703","0.3172493875026703"
"30613","153061","153061","153061","0.2618595063686371","0.2618595063686371","0.2618595063686371"
"30643","153211","153211","153211","0.12787699699401855","0.12787699699401855","0.12787699699401855"
"30646","153226","153226","153226","0.18010659515857697","0.18010659515857697","0.18010659515857697"
"30678","153386","153386","153386","0.32403481006622314","0.32403481006622314","0.32403481006622314"
"30684","153416","153416","153416","0.23771001398563385","0.23771001398563385","0.23771001398563385"
"30689","153441","153441","153441","0.47767147421836853","0.47767147421836853","0.47767147421836853"
"30694","153466","153466","153466","0.16988706588745117","0.16988706588745117","0.16988706588745117"
"30695","153471","153471","153471","0.10227242857217789","0.10227242857217789","0.10227242857217789"
"30697","153481","153481","153481","0.34157490730285645","0.34157490730285645","0.34157490730285645"
"30700","153496","153496","153496","0.1831154227256775","0.1831154227256775","0.1831154227256775"
"30703","153511","153511","153511","0.11229810118675232","0.11229810118675232","0.11229810118675232"
"30731","153651","153651","153651","0.15177209675312042","0.15177209675312042","0.15177209675312042"
"30745","153721","153721","153721","0.24476799368858337","0.24476799368858337","0.24476799368858337"
"30766","153826","153826","153826","0.11285150796175003","0.11285150796175003","0.11285150796175003"
"30785","153921","153921","153921","0.39969387650489807","0.39969387650489807","0.39969387650489807"
"30869","154341","154341","154341","0.2959045469760895","0.2959045469760895","0.2959045469760895"
"30880","154396","154396","154396","0.16755521297454834","0.16755521297454834","0.16755521297454834"
"30890","154446","154446","154446","0.19494856894016266","0.19494856894016266","0.19494856894016266"
"30900","154496","154496","154496","0.13108934462070465","0.13108934462070465","0.13108934462070465"
"30908","154536","154536","154536","0.35701629519462585","0.35701629519462585","0.35701629519462585"
"30949","154741","154741","154741","0.3009999692440033","0.3009999692440033","0.3009999692440033"
"30965","154821","154821","154821","0.271920382976532","0.271920382976532","0.271920382976532"
"30971","154851","154851","154851","0.2069477140903473","0.2069477140903473","0.2069477140903473"
"30972","154856","154856","154856","0.320285439491272","0.320285439491272","0.320285439491272"
"30987","154931","154931","154931","0.1590442657470703","0.1590442657470703","0.1590442657470703"
"30999","154991","154991","154991","0.16494129598140717","0.16494129598140717","0.16494129598140717"
"31021","155101","155101","155101","0.39052465558052063","0.39052465558052063","0.39052465558052063"
"31028","155136","155136","155136","0.29446282982826233","0.29446282982826233","0.29446282982826233"
"31031","155151","155151","155151","0.23291561007499695","0.23291561007499695","0.23291561007499695"
"31036","155176","155176","155176","0.3174930214881897","0.3174930214881897","0.3174930214881897"
"31060","155296","155296","155296","0.13233576714992523","0.13233576714992523","0.13233576714992523"
"31061","155301","155301","155301","0.3339853286743164","0.3339853286743164","0.3339853286743164"
"31076","155376","155376","155376","0.28880995512008667","0.28880995512008667","0.28880995512008667"
"31084","155416","155416","155416","0.30843326449394226","0.30843326449394226","0.30843326449394226"
"31090","155446","155446","155446","0.3176444172859192","0.3176444172859192","0.3176444172859192"
"31131","155651","155651","155651","0.19934719800949097","0.19934719800949097","0.19934719800949097"
"31132","155656","155656","155656","0.11810076236724854","0.11810076236724854","0.11810076236724854"
"31140","155696","155696","155696","0.33847346901893616","0.33847346901893616","0.33847346901893616"
"31155","155771","155771","155771","0.3118034303188324","0.3118034303188324","0.3118034303188324"
"31156","155776","155776","155776","0.22816582024097443","0.22816582024097443","0.22816582024097443"
"31158","155786","155786","155786","0.2164701670408249","0.2164701670408249","0.2164701670408249"
"31173","155861","155861","155861","0.20373407006263733","0.20373407006263733","0.20373407006263733"
"31174","155866","155866","155866","0.1975010633468628","0.1975010633468628","0.1975010633468628"
"31180","155896","155896","155896","0.2040497213602066","0.2040497213602066","0.2040497213602066"
"31200","155996","155996","155996","0.2795617878437042","0.2795617878437042","0.2795617878437042"
"31232","156156","156156","156156","0.34509000182151794","0.34509000182151794","0.34509000182151794"
"31236","156176","156176","156176","0.2049718201160431","0.2049718201160431","0.2049718201160431"
"31247","156231","156231","156231","0.24798691272735596","0.24798691272735596","0.24798691272735596"
"31250","156246","156246","156246","0.1781073808670044","0.1781073808670044","0.1781073808670044"
"31267","156331","156331","156331","0.17373809218406677","0.17373809218406677","0.17373809218406677"
"31313","156561","156561","156561","0.20882833003997803","0.20882833003997803","0.20882833003997803"
"31316","156576","156576","156576","0.11675414443016052","0.11675414443016052","0.11675414443016052"
"31352","156756","156756","156756","0.1967487633228302","0.1967487633228302","0.1967487633228302"
"31354","156766","156766","156766","0.2961278557777405","0.2961278557777405","0.2961278557777405"
"31355","156771","156771","156771","0.1603650152683258","0.1603650152683258","0.1603650152683258"
"31361","156801","156801","156801","0.3797014355659485","0.3797014355659485","0.3797014355659485"
"31363","156811","156811","156811","0.21906033158302307","0.21906033158302307","0.21906033158302307"
"31364","156816","156816","156816","0.22787994146347046","0.22787994146347046","0.22787994146347046"
"31380","156896","156896","156896","0.23691096901893616","0.23691096901893616","0.23691096901893616"
"31390","156946","156946","156946","0.2618556320667267","0.2618556320667267","0.2618556320667267"
"31400","156996","156996","156996","0.20011284947395325","0.20011284947395325","0.20011284947395325"
"31404","157016","157016","157016","0.18122266232967377","0.18122266232967377","0.18122266232967377"
"31410","157046","157046","157046","0.25965648889541626","0.25965648889541626","0.25965648889541626"
"31411","157051","157051","157051","0.3617175221443176","0.3617175221443176","0.3617175221443176"
"31418","157086","157086","157086","0.1776893585920334","0.1776893585920334","0.1776893585920334"
"31420","157096","157096","157096","0.26440078020095825","0.26440078020095825","0.26440078020095825"
"31427","157131","157131","157131","0.254925400018692","0.254925400018692","0.254925400018692"
"31451","157251","157251","157251","0.38445308804512024","0.38445308804512024","0.38445308804512024"
"31474","157366","157366","157366","0.08266185224056244","0.08266185224056244","0.08266185224056244"
"31512","157556","157556","157556","0.0894196480512619","0.0894196480512619","0.0894196480512619"
"31523","157611","157611","157611","0.17826931178569794","0.17826931178569794","0.17826931178569794"
"31524","157616","157616","157616","0.41783642768859863","0.41783642768859863","0.41783642768859863"
"31539","157691","157691","157691","0.15196330845355988","0.15196330845355988","0.15196330845355988"
"31573","157861","157861","157861","0.24716106057167053","0.24716106057167053","0.24716106057167053"
"31589","157941","157941","157941","0.1897072196006775","0.1897072196006775","0.1897072196006775"
"31599","157991","157991","157991","0.22239576280117035","0.22239576280117035","0.22239576280117035"
"31606","158026","158026","158026","0.12678420543670654","0.12678420543670654","0.12678420543670654"
"31640","158196","158196","158196","0.26693665981292725","0.26693665981292725","0.26693665981292725"
"31643","158211","158211","158211","0.19935166835784912","0.19935166835784912","0.19935166835784912"
"31644","158216","158216","158216","0.28632330894470215","0.28632330894470215","0.28632330894470215"
"31676","158376","158376","158376","0.22461402416229248","0.22461402416229248","0.22461402416229248"
"31677","158381","158381","158381","0.1625889241695404","0.1625889241695404","0.1625889241695404"
"31684","158416","158416","158416","0.15274132788181305","0.15274132788181305","0.15274132788181305"
"31692","158456","158456","158456","0.34458667039871216","0.34458667039871216","0.34458667039871216"
"31708","158536","158536","158536","0.24656876921653748","0.24656876921653748","0.24656876921653748"
"31729","158641","158641","158641","0.18907836079597473","0.18907836079597473","0.18907836079597473"
"31766","158826","158826","158826","0.17752979695796967","0.17752979695796967","0.17752979695796967"
"31769","158841","158841","158841","0.1465349793434143","0.1465349793434143","0.1465349793434143"
"31772","158856","158856","158856","0.3725912272930145","0.3725912272930145","0.3725912272930145"
"31779","158891","158891","158891","0.27059119939804077","0.27059119939804077","0.27059119939804077"
"31797","158981","158981","158981","0.20445261895656586","0.20445261895656586","0.20445261895656586"
"31801","159001","159001","159001","0.2433057576417923","0.2433057576417923","0.2433057576417923"
"31803","159011","159011","159011","0.2456313669681549","0.2456313669681549","0.2456313669681549"
"31810","159046","159046","159046","0.3414841592311859","0.3414841592311859","0.3414841592311859"
"31811","159051","159051","159051","0.30945590138435364","0.30945590138435364","0.30945590138435364"
"31817","159081","159081","159081","0.1053069457411766","0.1053069457411766","0.1053069457411766"
"31825","159121","159121","159121","0.30923062562942505","0.30923062562942505","0.30923062562942505"
"31843","159211","159211","159211","0.301805704832077","0.301805704832077","0.301805704832077"
"31844","159216","159216","159216","0.2512623965740204","0.2512623965740204","0.2512623965740204"
"31851","159251","159251","159251","0.19583770632743835","0.19583770632743835","0.19583770632743835"
"31862","159306","159306","159306","0.15594902634620667","0.15594902634620667","0.15594902634620667"
"31874","159366","159366","159366","0.25061506032943726","0.25061506032943726","0.25061506032943726"
"31911","159551","159551","159551","0.306613564491272","0.306613564491272","0.306613564491272"
"31945","159721","159721","159721","0.2122361958026886","0.2122361958026886","0.2122361958026886"
"31967","159831","159831","159831","0.40116703510284424","0.40116703510284424","0.40116703510284424"
"31970","159846","159846","159846","0.15734213590621948","0.15734213590621948","0.15734213590621948"
"31982","159906","159906","159906","0.28545308113098145","0.28545308113098145","0.28545308113098145"
"32018","160086","160086","160086","0.3016071915626526","0.3016071915626526","0.3016071915626526"
"32019","160091","160091","160091","0.1675666719675064","0.1675666719675064","0.1675666719675064"
"32025","160121","160121","160121","0.21966111660003662","0.21966111660003662","0.21966111660003662"
"32038","160186","160186","160186","0.30386173725128174","0.30386173725128174","0.30386173725128174"
"32040","160196","160196","160196","0.2076316922903061","0.2076316922903061","0.2076316922903061"
"32053","160261","160261","160261","0.21892985701560974","0.21892985701560974","0.21892985701560974"
"32068","160336","160336","160336","0.2490827739238739","0.2490827739238739","0.2490827739238739"
"32076","160376","160376","160376","0.15388748049736023","0.15388748049736023","0.15388748049736023"
"32095","160471","160471","160471","0.2582845389842987","0.2582845389842987","0.2582845389842987"
"32132","160656","160656","160656","0.47483786940574646","0.47483786940574646","0.47483786940574646"
"32155","160771","160771","160771","0.17117631435394287","0.17117631435394287","0.17117631435394287"
"32156","160776","160776","160776","0.12458045780658722","0.12458045780658722","0.12458045780658722"
"32162","160806","160806","160806","0.41216421127319336","0.41216421127319336","0.41216421127319336"
"32195","160971","160971","160971","0.22305449843406677","0.22305449843406677","0.22305449843406677"
"32213","161061","161061","161061","0.2527633309364319","0.2527633309364319","0.2527633309364319"
"32237","161181","161181","161181","0.2686750292778015","0.2686750292778015","0.2686750292778015"
"32250","161246","161246","161246","0.22247810661792755","0.22247810661792755","0.22247810661792755"
"32251","161251","161251","161251","0.17154496908187866","0.17154496908187866","0.17154496908187866"
"32279","161391","161391","161391","0.4424312114715576","0.4424312114715576","0.4424312114715576"
"32301","161501","161501","161501","0.28414487838745117","0.28414487838745117","0.28414487838745117"
"32310","161546","161546","161546","0.27025890350341797","0.27025890350341797","0.27025890350341797"
"32311","161551","161551","161551","0.3821711242198944","0.3821711242198944","0.3821711242198944"
"32314","161566","161566","161566","0.3335820436477661","0.3335820436477661","0.3335820436477661"
"32355","161771","161771","161771","0.5593736171722412","0.5593736171722412","0.5593736171722412"
"32364","161816","161816","161816","0.23846767842769623","0.23846767842769623","0.23846767842769623"
"32368","161836","161836","161836","0.14432275295257568","0.14432275295257568","0.14432275295257568"
"32372","161856","161856","161856","0.357865571975708","0.357865571975708","0.357865571975708"
"32393","161961","161961","161961","0.24662217497825623","0.24662217497825623","0.24662217497825623"
"32407","162031","162031","162031","0.27231365442276","0.27231365442276","0.27231365442276"
"32423","162111","162111","162111","0.23851999640464783","0.23851999640464783","0.23851999640464783"
"32424","162116","162116","162116","0.1481878161430359","0.1481878161430359","0.1481878161430359"
"32426","162126","162126","162126","0.1844361573457718","0.1844361573457718","0.1844361573457718"
"32427","162131","162131","162131","0.1851252019405365","0.1851252019405365","0.1851252019405365"
"32456","162276","162276","162276","0.38092806935310364","0.38092806935310364","0.38092806935310364"
"32459","162291","162291","162291","0.41342490911483765","0.41342490911483765","0.41342490911483765"
"32481","162401","162401","162401","0.10270597040653229","0.10270597040653229","0.10270597040653229"
"32488","162436","162436","162436","0.2721758782863617","0.2721758782863617","0.2721758782863617"
"32503","162511","162511","162511","0.3389385938644409","0.3389385938644409","0.3389385938644409"
"32509","162541","162541","162541","0.3264520764350891","0.3264520764350891","0.3264520764350891"
"32522","162606","162606","162606","0.19525188207626343","0.19525188207626343","0.19525188207626343"
"32528","162636","162636","162636","0.24728089570999146","0.24728089570999146","0.24728089570999146"
"32537","162681","162681","162681","0.39708542823791504","0.39708542823791504","0.39708542823791504"
"32542","162706","162706","162706","0.2917124629020691","0.2917124629020691","0.2917124629020691"
"32565","162821","162821","162821","0.18827468156814575","0.18827468156814575","0.18827468156814575"
"32575","162871","162871","162871","0.32499438524246216","0.32499438524246216","0.32499438524246216"
"32592","162956","162956","162956","0.1161852777004242","0.1161852777004242","0.1161852777004242"
"32594","162966","162966","162966","0.2545343041419983","0.2545343041419983","0.2545343041419983"
"32604","163016","163016","163016","0.19738663733005524","0.19738663733005524","0.19738663733005524"
"32617","163081","163081","163081","0.22795987129211426","0.22795987129211426","0.22795987129211426"
"32622","163106","163106","163106","0.21209551393985748","0.21209551393985748","0.21209551393985748"
"32625","163121","163121","163121","0.414701372385025","0.414701372385025","0.414701372385025"
"32635","163171","163171","163171","0.26566338539123535","0.26566338539123535","0.26566338539123535"
"32645","163221","163221","163221","0.1938566118478775","0.1938566118478775","0.1938566118478775"
"32653","163261","163261","163261","0.22401706874370575","0.22401706874370575","0.22401706874370575"
"32654","163266","163266","163266","0.2687377333641052","0.2687377333641052","0.2687377333641052"
"32658","163286","163286","163286","0.27739375829696655","0.27739375829696655","0.27739375829696655"
"32683","163411","163411","163411","0.33317700028419495","0.33317700028419495","0.33317700028419495"
"32704","163516","163516","163516","0.21767014265060425","0.21767014265060425","0.21767014265060425"
"32706","163526","163526","163526","0.2868369221687317","0.2868369221687317","0.2868369221687317"
"32711","163551","163551","163551","0.09716923534870148","0.09716923534870148","0.09716923534870148"
"32717","163581","163581","163581","0.0731094554066658","0.0731094554066658","0.0731094554066658"
"32718","163586","163586","163586","0.13737407326698303","0.13737407326698303","0.13737407326698303"
"32723","163611","163611","163611","0.16778366267681122","0.16778366267681122","0.16778366267681122"
"32734","163666","163666","163666","0.21259255707263947","0.21259255707263947","0.21259255707263947"
"32741","163701","163701","163701","0.25566649436950684","0.25566649436950684","0.25566649436950684"
"32746","163726","163726","163726","0.4329749643802643","0.4329749643802643","0.4329749643802643"
"32759","163791","163791","163791","0.19660332798957825","0.19660332798957825","0.19660332798957825"
"32768","163836","163836","163836","0.31754040718078613","0.31754040718078613","0.31754040718078613"
"32772","163856","163856","163856","0.1812436878681183","0.1812436878681183","0.1812436878681183"
"32777","163881","163881","163881","0.2352551519870758","0.2352551519870758","0.2352551519870758"
"32785","163921","163921","163921","0.31980395317077637","0.31980395317077637","0.31980395317077637"
"32795","163971","163971","163971","0.22721245884895325","0.22721245884895325","0.22721245884895325"
"32807","164031","164031","164031","0.20313867926597595","0.20313867926597595","0.20313867926597595"
"32812","164056","164056","164056","0.15718474984169006","0.15718474984169006","0.15718474984169006"
"32813","164061","164061","164061","0.2459125518798828","0.2459125518798828","0.2459125518798828"
"32814","164066","164066","164066","0.23399457335472107","0.23399457335472107","0.23399457335472107"
"32817","164081","164081","164081","0.34117013216018677","0.34117013216018677","0.34117013216018677"
"32818","164086","164086","164086","0.12203434854745865","0.12203434854745865","0.12203434854745865"
"32819","164091","164091","164091","0.22256112098693848","0.22256112098693848","0.22256112098693848"
"32822","164106","164106","164106","0.2825956344604492","0.2825956344604492","0.2825956344604492"
"32831","164151","164151","164151","0.27158138155937195","0.27158138155937195","0.27158138155937195"
"32880","164396","164396","164396","0.28356999158859253","0.28356999158859253","0.28356999158859253"
"32923","164611","164611","164611","0.1619206964969635","0.1619206964969635","0.1619206964969635"
"32934","164666","164666","164666","0.23764142394065857","0.23764142394065857","0.23764142394065857"
"32976","164876","164876","164876","0.19165191054344177","0.19165191054344177","0.19165191054344177"
"32978","164886","164886","164886","0.20971795916557312","0.20971795916557312","0.20971795916557312"
"32987","164931","164931","164931","0.14307495951652527","0.14307495951652527","0.14307495951652527"
"33023","165111","165111","165111","0.4487903118133545","0.4487903118133545","0.4487903118133545"
"33032","165156","165156","165156","0.1354883313179016","0.1354883313179016","0.1354883313179016"
"33061","165301","165301","165301","0.16780191659927368","0.16780191659927368","0.16780191659927368"
"33064","165316","165316","165316","0.13983455300331116","0.13983455300331116","0.13983455300331116"
"33081","165401","165401","165401","0.24409785866737366","0.24409785866737366","0.24409785866737366"
"33090","165446","165446","165446","0.2149253785610199","0.2149253785610199","0.2149253785610199"
"33094","165466","165466","165466","0.1050020232796669","0.1050020232796669","0.1050020232796669"
"33131","165651","165651","165651","0.24154186248779297","0.24154186248779297","0.24154186248779297"
"33145","165721","165721","165721","0.20200294256210327","0.20200294256210327","0.20200294256210327"
"33149","165741","165741","165741","0.2902263402938843","0.2902263402938843","0.2902263402938843"
"33177","165881","165881","165881","0.2127929925918579","0.2127929925918579","0.2127929925918579"
"33180","165896","165896","165896","0.11504053324460983","0.11504053324460983","0.11504053324460983"
"33183","165911","165911","165911","0.1360708773136139","0.1360708773136139","0.1360708773136139"
"33185","165921","165921","165921","0.3682515323162079","0.3682515323162079","0.3682515323162079"
"33189","165941","165941","165941","0.18152591586112976","0.18152591586112976","0.18152591586112976"
"33199","165991","165991","165991","0.20464512705802917","0.20464512705802917","0.20464512705802917"
"33207","166031","166031","166031","0.10876967012882233","0.10876967012882233","0.10876967012882233"
"33227","166131","166131","166131","0.29292815923690796","0.29292815923690796","0.29292815923690796"
"33231","166151","166151","166151","0.30957597494125366","0.30957597494125366","0.30957597494125366"
"33235","166171","166171","166171","0.2880694568157196","0.2880694568157196","0.2880694568157196"
"33254","166266","166266","166266","0.2630194127559662","0.2630194127559662","0.2630194127559662"
"33260","166296","166296","166296","0.25436288118362427","0.25436288118362427","0.25436288118362427"
"33267","166331","166331","166331","0.30038660764694214","0.30038660764694214","0.30038660764694214"
"33279","166391","166391","166391","0.09918445348739624","0.09918445348739624","0.09918445348739624"
"33280","166396","166396","166396","0.1792885810136795","0.1792885810136795","0.1792885810136795"
"33308","166536","166536","166536","0.35769906640052795","0.35769906640052795","0.35769906640052795"
"33313","166561","166561","166561","0.18299853801727295","0.18299853801727295","0.18299853801727295"
"33315","166571","166571","166571","0.3502728343009949","0.3502728343009949","0.3502728343009949"
