"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - Skip loss","run-multi-task-debiasing-1-logit - Skip loss__MIN","run-multi-task-debiasing-1-logit - Skip loss__MAX"
"17267","86332","86332","86332","0.335342675447464","0.335342675447464","0.335342675447464"
"17284","86417","86417","86417","0.10529978573322296","0.10529978573322296","0.10529978573322296"
"17288","86437","86437","86437","0.16811949014663696","0.16811949014663696","0.16811949014663696"
"17302","86507","86507","86507","0.13898992538452148","0.13898992538452148","0.13898992538452148"
"17309","86542","86542","86542","0.08851133286952972","0.08851133286952972","0.08851133286952972"
"17321","86602","86602","86602","0.5809181928634644","0.5809181928634644","0.5809181928634644"
"17327","86632","86632","86632","0.36320966482162476","0.36320966482162476","0.36320966482162476"
"17341","86702","86702","86702","0.20899635553359985","0.20899635553359985","0.20899635553359985"
"17346","86727","86727","86727","0.402103066444397","0.402103066444397","0.402103066444397"
"17365","86822","86822","86822","0.15132462978363037","0.15132462978363037","0.15132462978363037"
"17408","87037","87037","87037","0.21791315078735352","0.21791315078735352","0.21791315078735352"
"17427","87132","87132","87132","0.08659707754850388","0.08659707754850388","0.08659707754850388"
"17449","87242","87242","87242","0.46421748399734497","0.46421748399734497","0.46421748399734497"
"17490","87447","87447","87447","0.14952567219734192","0.14952567219734192","0.14952567219734192"
"17499","87492","87492","87492","0.37063366174697876","0.37063366174697876","0.37063366174697876"
"17503","87512","87512","87512","0.11049454659223557","0.11049454659223557","0.11049454659223557"
"17525","87622","87622","87622","0.6241725087165833","0.6241725087165833","0.6241725087165833"
"17526","87627","87627","87627","0.18246397376060486","0.18246397376060486","0.18246397376060486"
"17529","87642","87642","87642","0.10477139800786972","0.10477139800786972","0.10477139800786972"
"17579","87892","87892","87892","0.47586214542388916","0.47586214542388916","0.47586214542388916"
"17602","88007","88007","88007","0.26070719957351685","0.26070719957351685","0.26070719957351685"
"17606","88027","88027","88027","0.19647790491580963","0.19647790491580963","0.19647790491580963"
"17622","88107","88107","88107","0.3437027335166931","0.3437027335166931","0.3437027335166931"
"17634","88167","88167","88167","0.10915141552686691","0.10915141552686691","0.10915141552686691"
"17689","88442","88442","88442","0.10221469402313232","0.10221469402313232","0.10221469402313232"
"17705","88522","88522","88522","0.3986645042896271","0.3986645042896271","0.3986645042896271"
"17726","88627","88627","88627","0.21499237418174744","0.21499237418174744","0.21499237418174744"
"17735","88672","88672","88672","0.18715393543243408","0.18715393543243408","0.18715393543243408"
"17753","88762","88762","88762","0.13916246592998505","0.13916246592998505","0.13916246592998505"
"17770","88847","88847","88847","0.26202231645584106","0.26202231645584106","0.26202231645584106"
"17779","88892","88892","88892","0.32586216926574707","0.32586216926574707","0.32586216926574707"
"17794","88967","88967","88967","0.17559847235679626","0.17559847235679626","0.17559847235679626"
"17800","88997","88997","88997","0.37179335951805115","0.37179335951805115","0.37179335951805115"
"17813","89062","89062","89062","0.26347601413726807","0.26347601413726807","0.26347601413726807"
"17834","89167","89167","89167","0.8816930651664734","0.8816930651664734","0.8816930651664734"
"17848","89237","89237","89237","0.16656813025474548","0.16656813025474548","0.16656813025474548"
"17852","89257","89257","89257","0.15202239155769348","0.15202239155769348","0.15202239155769348"
"17865","89322","89322","89322","0.23043714463710785","0.23043714463710785","0.23043714463710785"
"17875","89372","89372","89372","0.18650513887405396","0.18650513887405396","0.18650513887405396"
"17894","89467","89467","89467","0.16204440593719482","0.16204440593719482","0.16204440593719482"
"17896","89477","89477","89477","0.6161929965019226","0.6161929965019226","0.6161929965019226"
"17913","89562","89562","89562","0.3050912916660309","0.3050912916660309","0.3050912916660309"
"17927","89632","89632","89632","0.18192292749881744","0.18192292749881744","0.18192292749881744"
"17931","89652","89652","89652","0.22396260499954224","0.22396260499954224","0.22396260499954224"
"17936","89677","89677","89677","0.24879339337348938","0.24879339337348938","0.24879339337348938"
"17953","89762","89762","89762","0.31543993949890137","0.31543993949890137","0.31543993949890137"
"17960","89797","89797","89797","0.2883700132369995","0.2883700132369995","0.2883700132369995"
"17966","89827","89827","89827","0.48247209191322327","0.48247209191322327","0.48247209191322327"
"17983","89912","89912","89912","0.18501664698123932","0.18501664698123932","0.18501664698123932"
"17990","89947","89947","89947","0.16611796617507935","0.16611796617507935","0.16611796617507935"
"17996","89977","89977","89977","0.17954683303833008","0.17954683303833008","0.17954683303833008"
"18016","90077","90077","90077","0.15310609340667725","0.15310609340667725","0.15310609340667725"
"18027","90132","90132","90132","0.17631006240844727","0.17631006240844727","0.17631006240844727"
"18034","90167","90167","90167","0.1259412318468094","0.1259412318468094","0.1259412318468094"
"18038","90187","90187","90187","0.41354748606681824","0.41354748606681824","0.41354748606681824"
"18047","90232","90232","90232","0.3367253243923187","0.3367253243923187","0.3367253243923187"
"18056","90277","90277","90277","0.19527889788150787","0.19527889788150787","0.19527889788150787"
"18061","90302","90302","90302","0.39318394660949707","0.39318394660949707","0.39318394660949707"
"18074","90367","90367","90367","0.12604908645153046","0.12604908645153046","0.12604908645153046"
"18079","90392","90392","90392","0.3766467869281769","0.3766467869281769","0.3766467869281769"
"18081","90402","90402","90402","0.1806924045085907","0.1806924045085907","0.1806924045085907"
"18083","90412","90412","90412","0.1084793359041214","0.1084793359041214","0.1084793359041214"
"18112","90557","90557","90557","0.5301558971405029","0.5301558971405029","0.5301558971405029"
"18122","90607","90607","90607","0.25057291984558105","0.25057291984558105","0.25057291984558105"
"18148","90737","90737","90737","0.06701242178678513","0.06701242178678513","0.06701242178678513"
"18174","90867","90867","90867","0.46086031198501587","0.46086031198501587","0.46086031198501587"
"18176","90877","90877","90877","0.559291660785675","0.559291660785675","0.559291660785675"
"18182","90907","90907","90907","0.14486120641231537","0.14486120641231537","0.14486120641231537"
"18198","90987","90987","90987","0.3043845295906067","0.3043845295906067","0.3043845295906067"
"18233","91162","91162","91162","0.19979381561279297","0.19979381561279297","0.19979381561279297"
"18234","91167","91167","91167","0.07815913110971451","0.07815913110971451","0.07815913110971451"
"18241","91202","91202","91202","0.09694916754961014","0.09694916754961014","0.09694916754961014"
"18245","91222","91222","91222","0.21874704957008362","0.21874704957008362","0.21874704957008362"
"18284","91417","91417","91417","0.13840310275554657","0.13840310275554657","0.13840310275554657"
"18311","91552","91552","91552","0.4846879243850708","0.4846879243850708","0.4846879243850708"
"18326","91627","91627","91627","0.15718060731887817","0.15718060731887817","0.15718060731887817"
"18339","91692","91692","91692","0.31502193212509155","0.31502193212509155","0.31502193212509155"
"18342","91707","91707","91707","0.14483845233917236","0.14483845233917236","0.14483845233917236"
"18348","91737","91737","91737","0.11820273101329803","0.11820273101329803","0.11820273101329803"
"18368","91837","91837","91837","0.3929934799671173","0.3929934799671173","0.3929934799671173"
"18374","91867","91867","91867","0.2870907187461853","0.2870907187461853","0.2870907187461853"
"18381","91902","91902","91902","0.12296430766582489","0.12296430766582489","0.12296430766582489"
"18404","92017","92017","92017","0.5157160758972168","0.5157160758972168","0.5157160758972168"
"18411","92052","92052","92052","0.15168727934360504","0.15168727934360504","0.15168727934360504"
"18413","92062","92062","92062","0.4947912096977234","0.4947912096977234","0.4947912096977234"
"18443","92212","92212","92212","0.18983861804008484","0.18983861804008484","0.18983861804008484"
"18476","92377","92377","92377","0.20257946848869324","0.20257946848869324","0.20257946848869324"
"18487","92432","92432","92432","0.30148249864578247","0.30148249864578247","0.30148249864578247"
"18500","92497","92497","92497","0.2120513767004013","0.2120513767004013","0.2120513767004013"
"18539","92692","92692","92692","0.1771146059036255","0.1771146059036255","0.1771146059036255"
"18547","92732","92732","92732","0.09148067235946655","0.09148067235946655","0.09148067235946655"
"18555","92772","92772","92772","0.27328234910964966","0.27328234910964966","0.27328234910964966"
"18562","92807","92807","92807","0.1962892711162567","0.1962892711162567","0.1962892711162567"
"18565","92822","92822","92822","0.30809879302978516","0.30809879302978516","0.30809879302978516"
"18568","92837","92837","92837","0.2564505934715271","0.2564505934715271","0.2564505934715271"
"18586","92927","92927","92927","0.21301902830600739","0.21301902830600739","0.21301902830600739"
"18604","93017","93017","93017","0.31702351570129395","0.31702351570129395","0.31702351570129395"
"18606","93027","93027","93027","0.10210417956113815","0.10210417956113815","0.10210417956113815"
"18610","93047","93047","93047","0.11981220543384552","0.11981220543384552","0.11981220543384552"
"18620","93097","93097","93097","0.18234114348888397","0.18234114348888397","0.18234114348888397"
"18625","93122","93122","93122","0.2216130495071411","0.2216130495071411","0.2216130495071411"
"18637","93182","93182","93182","0.08846504241228104","0.08846504241228104","0.08846504241228104"
"18638","93187","93187","93187","0.2052699327468872","0.2052699327468872","0.2052699327468872"
"18678","93387","93387","93387","0.16996029019355774","0.16996029019355774","0.16996029019355774"
"18712","93557","93557","93557","0.22714464366436005","0.22714464366436005","0.22714464366436005"
"18721","93602","93602","93602","0.3763980269432068","0.3763980269432068","0.3763980269432068"
"18741","93702","93702","93702","0.08604486286640167","0.08604486286640167","0.08604486286640167"
"18759","93792","93792","93792","0.1112472265958786","0.1112472265958786","0.1112472265958786"
"18769","93842","93842","93842","0.19905595481395721","0.19905595481395721","0.19905595481395721"
"18792","93957","93957","93957","0.09845832735300064","0.09845832735300064","0.09845832735300064"
"18806","94027","94027","94027","0.18159976601600647","0.18159976601600647","0.18159976601600647"
"18815","94072","94072","94072","0.47147053480148315","0.47147053480148315","0.47147053480148315"
"18838","94187","94187","94187","0.31565091013908386","0.31565091013908386","0.31565091013908386"
"18869","94342","94342","94342","0.14595267176628113","0.14595267176628113","0.14595267176628113"
"18870","94347","94347","94347","0.5894384384155273","0.5894384384155273","0.5894384384155273"
"18874","94367","94367","94367","0.1320812702178955","0.1320812702178955","0.1320812702178955"
"18886","94427","94427","94427","0.36053043603897095","0.36053043603897095","0.36053043603897095"
"18905","94522","94522","94522","0.6196723580360413","0.6196723580360413","0.6196723580360413"
"18906","94527","94527","94527","0.12918397784233093","0.12918397784233093","0.12918397784233093"
"18912","94557","94557","94557","0.2188747227191925","0.2188747227191925","0.2188747227191925"
"18914","94567","94567","94567","0.17493155598640442","0.17493155598640442","0.17493155598640442"
"18916","94577","94577","94577","0.28141164779663086","0.28141164779663086","0.28141164779663086"
"18938","94687","94687","94687","0.19511041045188904","0.19511041045188904","0.19511041045188904"
"18945","94722","94722","94722","0.08323952555656433","0.08323952555656433","0.08323952555656433"
"18946","94727","94727","94727","0.13492056727409363","0.13492056727409363","0.13492056727409363"
"18953","94762","94762","94762","0.2822728455066681","0.2822728455066681","0.2822728455066681"
"18969","94842","94842","94842","0.13458994030952454","0.13458994030952454","0.13458994030952454"
"18976","94877","94877","94877","0.29172858595848083","0.29172858595848083","0.29172858595848083"
"18979","94892","94892","94892","0.12606464326381683","0.12606464326381683","0.12606464326381683"
"19000","94997","94997","94997","0.14329761266708374","0.14329761266708374","0.14329761266708374"
"19009","95042","95042","95042","0.35183316469192505","0.35183316469192505","0.35183316469192505"
"19024","95117","95117","95117","0.5610910654067993","0.5610910654067993","0.5610910654067993"
"19031","95152","95152","95152","0.05683144927024841","0.05683144927024841","0.05683144927024841"
"19032","95157","95157","95157","0.1003841906785965","0.1003841906785965","0.1003841906785965"
"19056","95277","95277","95277","0.4177694022655487","0.4177694022655487","0.4177694022655487"
"19057","95282","95282","95282","0.3286984860897064","0.3286984860897064","0.3286984860897064"
"19080","95397","95397","95397","0.21642786264419556","0.21642786264419556","0.21642786264419556"
"19085","95422","95422","95422","0.10401266813278198","0.10401266813278198","0.10401266813278198"
"19091","95452","95452","95452","0.203321173787117","0.203321173787117","0.203321173787117"
"19104","95517","95517","95517","0.0707298219203949","0.0707298219203949","0.0707298219203949"
"19125","95622","95622","95622","0.3682921826839447","0.3682921826839447","0.3682921826839447"
"19127","95632","95632","95632","0.11580893397331238","0.11580893397331238","0.11580893397331238"
"19132","95657","95657","95657","0.20232322812080383","0.20232322812080383","0.20232322812080383"
"19137","95682","95682","95682","0.3797551393508911","0.3797551393508911","0.3797551393508911"
"19139","95692","95692","95692","0.11143209785223007","0.11143209785223007","0.11143209785223007"
"19172","95857","95857","95857","0.167459174990654","0.167459174990654","0.167459174990654"
"19180","95897","95897","95897","0.48722052574157715","0.48722052574157715","0.48722052574157715"
"19186","95927","95927","95927","0.18110549449920654","0.18110549449920654","0.18110549449920654"
"19192","95957","95957","95957","0.11687611043453217","0.11687611043453217","0.11687611043453217"
"19207","96032","96032","96032","0.08927080780267715","0.08927080780267715","0.08927080780267715"
"19237","96182","96182","96182","0.43591025471687317","0.43591025471687317","0.43591025471687317"
"19246","96227","96227","96227","0.11726757138967514","0.11726757138967514","0.11726757138967514"
"19257","96282","96282","96282","0.12847024202346802","0.12847024202346802","0.12847024202346802"
"19259","96292","96292","96292","0.18750342726707458","0.18750342726707458","0.18750342726707458"
"19271","96352","96352","96352","0.130907341837883","0.130907341837883","0.130907341837883"
"19284","96417","96417","96417","0.11236494779586792","0.11236494779586792","0.11236494779586792"
"19286","96427","96427","96427","0.3679429292678833","0.3679429292678833","0.3679429292678833"
"19304","96517","96517","96517","0.11076198518276215","0.11076198518276215","0.11076198518276215"
"19341","96702","96702","96702","0.2626062035560608","0.2626062035560608","0.2626062035560608"
"19347","96732","96732","96732","0.1384914070367813","0.1384914070367813","0.1384914070367813"
"19369","96842","96842","96842","0.1212490051984787","0.1212490051984787","0.1212490051984787"
"19372","96857","96857","96857","0.359527587890625","0.359527587890625","0.359527587890625"
"19383","96912","96912","96912","0.17017704248428345","0.17017704248428345","0.17017704248428345"
"19386","96927","96927","96927","0.6054157614707947","0.6054157614707947","0.6054157614707947"
"19391","96952","96952","96952","0.1274062544107437","0.1274062544107437","0.1274062544107437"
"19392","96957","96957","96957","0.18702179193496704","0.18702179193496704","0.18702179193496704"
"19410","97047","97047","97047","0.12474605441093445","0.12474605441093445","0.12474605441093445"
"19423","97112","97112","97112","0.18355971574783325","0.18355971574783325","0.18355971574783325"
"19427","97132","97132","97132","0.3486102819442749","0.3486102819442749","0.3486102819442749"
"19428","97137","97137","97137","0.1562422513961792","0.1562422513961792","0.1562422513961792"
"19441","97202","97202","97202","0.08575491607189178","0.08575491607189178","0.08575491607189178"
"19450","97247","97247","97247","0.23741069436073303","0.23741069436073303","0.23741069436073303"
"19457","97282","97282","97282","0.4929240345954895","0.4929240345954895","0.4929240345954895"
"19459","97292","97292","97292","0.11919602006673813","0.11919602006673813","0.11919602006673813"
"19478","97387","97387","97387","0.15080419182777405","0.15080419182777405","0.15080419182777405"
"19487","97432","97432","97432","0.22580260038375854","0.22580260038375854","0.22580260038375854"
"19493","97462","97462","97462","0.11633773148059845","0.11633773148059845","0.11633773148059845"
"19500","97497","97497","97497","0.2449376881122589","0.2449376881122589","0.2449376881122589"
"19505","97522","97522","97522","0.44872358441352844","0.44872358441352844","0.44872358441352844"
"19530","97647","97647","97647","0.14553433656692505","0.14553433656692505","0.14553433656692505"
"19540","97697","97697","97697","0.20721526443958282","0.20721526443958282","0.20721526443958282"
"19560","97797","97797","97797","0.1344866305589676","0.1344866305589676","0.1344866305589676"
"19576","97877","97877","97877","0.2894226908683777","0.2894226908683777","0.2894226908683777"
"19589","97942","97942","97942","0.23019379377365112","0.23019379377365112","0.23019379377365112"
"19626","98127","98127","98127","0.29725372791290283","0.29725372791290283","0.29725372791290283"
"19645","98222","98222","98222","0.13173530995845795","0.13173530995845795","0.13173530995845795"
"19663","98312","98312","98312","0.17657673358917236","0.17657673358917236","0.17657673358917236"
"19667","98332","98332","98332","0.27763503789901733","0.27763503789901733","0.27763503789901733"
"19690","98447","98447","98447","0.089975506067276","0.089975506067276","0.089975506067276"
"19695","98472","98472","98472","0.1767103672027588","0.1767103672027588","0.1767103672027588"
"19703","98512","98512","98512","0.2531045973300934","0.2531045973300934","0.2531045973300934"
"19713","98562","98562","98562","0.4297771751880646","0.4297771751880646","0.4297771751880646"
"19730","98647","98647","98647","0.27961277961730957","0.27961277961730957","0.27961277961730957"
"19733","98662","98662","98662","0.3461896777153015","0.3461896777153015","0.3461896777153015"
"19744","98717","98717","98717","0.10423070937395096","0.10423070937395096","0.10423070937395096"
"19769","98842","98842","98842","0.09181039035320282","0.09181039035320282","0.09181039035320282"
"19772","98857","98857","98857","0.08970367908477783","0.08970367908477783","0.08970367908477783"
"19782","98907","98907","98907","0.4948757290840149","0.4948757290840149","0.4948757290840149"
"19791","98952","98952","98952","0.07495121657848358","0.07495121657848358","0.07495121657848358"
"19798","98987","98987","98987","0.15375247597694397","0.15375247597694397","0.15375247597694397"
"19810","99047","99047","99047","0.29218190908432007","0.29218190908432007","0.29218190908432007"
"19814","99067","99067","99067","0.6583356857299805","0.6583356857299805","0.6583356857299805"
"19818","99087","99087","99087","0.36860597133636475","0.36860597133636475","0.36860597133636475"
"19820","99097","99097","99097","0.2548694312572479","0.2548694312572479","0.2548694312572479"
"19825","99122","99122","99122","0.24208113551139832","0.24208113551139832","0.24208113551139832"
"19845","99222","99222","99222","0.07662786543369293","0.07662786543369293","0.07662786543369293"
"19852","99257","99257","99257","0.46805691719055176","0.46805691719055176","0.46805691719055176"
"19853","99262","99262","99262","0.14939600229263306","0.14939600229263306","0.14939600229263306"
"19860","99297","99297","99297","0.29321223497390747","0.29321223497390747","0.29321223497390747"
"19880","99397","99397","99397","0.2367541640996933","0.2367541640996933","0.2367541640996933"
"19886","99427","99427","99427","0.18547958135604858","0.18547958135604858","0.18547958135604858"
"19907","99532","99532","99532","0.2567845284938812","0.2567845284938812","0.2567845284938812"
"19940","99697","99697","99697","0.058261334896087646","0.058261334896087646","0.058261334896087646"
"19944","99717","99717","99717","0.2790434956550598","0.2790434956550598","0.2790434956550598"
"19964","99817","99817","99817","0.11033043265342712","0.11033043265342712","0.11033043265342712"
"19969","99842","99842","99842","0.38073277473449707","0.38073277473449707","0.38073277473449707"
"19975","99872","99872","99872","0.1691104918718338","0.1691104918718338","0.1691104918718338"
"19977","99882","99882","99882","0.15845461189746857","0.15845461189746857","0.15845461189746857"
"19978","99887","99887","99887","0.07346747815608978","0.07346747815608978","0.07346747815608978"
"19990","99947","99947","99947","0.2949407994747162","0.2949407994747162","0.2949407994747162"
"19991","99952","99952","99952","0.0746423527598381","0.0746423527598381","0.0746423527598381"
"20023","100112","100112","100112","0.42360466718673706","0.42360466718673706","0.42360466718673706"
"20027","100132","100132","100132","0.06756880134344101","0.06756880134344101","0.06756880134344101"
"20031","100152","100152","100152","0.07402623444795609","0.07402623444795609","0.07402623444795609"
"20047","100232","100232","100232","0.2517247200012207","0.2517247200012207","0.2517247200012207"
"20052","100257","100257","100257","0.24797788262367249","0.24797788262367249","0.24797788262367249"
"20053","100262","100262","100262","0.36958402395248413","0.36958402395248413","0.36958402395248413"
"20072","100357","100357","100357","0.12577328085899353","0.12577328085899353","0.12577328085899353"
"20092","100457","100457","100457","0.13333597779273987","0.13333597779273987","0.13333597779273987"
"20145","100722","100722","100722","0.6605857014656067","0.6605857014656067","0.6605857014656067"
"20167","100832","100832","100832","0.2074885368347168","0.2074885368347168","0.2074885368347168"
"20187","100932","100932","100932","0.1964474618434906","0.1964474618434906","0.1964474618434906"
"20193","100962","100962","100962","0.16597512364387512","0.16597512364387512","0.16597512364387512"
"20210","101047","101047","101047","0.2984658181667328","0.2984658181667328","0.2984658181667328"
"20211","101052","101052","101052","0.23054614663124084","0.23054614663124084","0.23054614663124084"
"20217","101082","101082","101082","0.2526569962501526","0.2526569962501526","0.2526569962501526"
"20219","101092","101092","101092","0.14503568410873413","0.14503568410873413","0.14503568410873413"
"20234","101167","101167","101167","0.32173919677734375","0.32173919677734375","0.32173919677734375"
"20235","101172","101172","101172","0.18447549641132355","0.18447549641132355","0.18447549641132355"
"20255","101272","101272","101272","0.37307286262512207","0.37307286262512207","0.37307286262512207"
"20262","101307","101307","101307","0.14350497722625732","0.14350497722625732","0.14350497722625732"
"20266","101327","101327","101327","0.12155028432607651","0.12155028432607651","0.12155028432607651"
"20283","101412","101412","101412","0.12095107138156891","0.12095107138156891","0.12095107138156891"
"20284","101417","101417","101417","0.2583414912223816","0.2583414912223816","0.2583414912223816"
"20302","101507","101507","101507","0.4133448600769043","0.4133448600769043","0.4133448600769043"
"20314","101567","101567","101567","0.17725211381912231","0.17725211381912231","0.17725211381912231"
"20330","101647","101647","101647","0.11494486033916473","0.11494486033916473","0.11494486033916473"
"20332","101657","101657","101657","0.3402220606803894","0.3402220606803894","0.3402220606803894"
"20341","101702","101702","101702","0.47503167390823364","0.47503167390823364","0.47503167390823364"
"20352","101757","101757","101757","0.3611854314804077","0.3611854314804077","0.3611854314804077"
"20354","101767","101767","101767","0.44755855202674866","0.44755855202674866","0.44755855202674866"
"20364","101817","101817","101817","0.4372923970222473","0.4372923970222473","0.4372923970222473"
"20388","101937","101937","101937","0.358072429895401","0.358072429895401","0.358072429895401"
"20397","101982","101982","101982","0.106472447514534","0.106472447514534","0.106472447514534"
"20416","102077","102077","102077","0.14103752374649048","0.14103752374649048","0.14103752374649048"
"20418","102087","102087","102087","0.06696079671382904","0.06696079671382904","0.06696079671382904"
"20421","102102","102102","102102","0.06955265998840332","0.06955265998840332","0.06955265998840332"
"20429","102142","102142","102142","0.2620301842689514","0.2620301842689514","0.2620301842689514"
"20454","102267","102267","102267","0.3673654794692993","0.3673654794692993","0.3673654794692993"
"20462","102307","102307","102307","0.08870457112789154","0.08870457112789154","0.08870457112789154"
"20472","102357","102357","102357","0.08887401223182678","0.08887401223182678","0.08887401223182678"
"20481","102402","102402","102402","0.2119419276714325","0.2119419276714325","0.2119419276714325"
"20483","102412","102412","102412","0.25733140110969543","0.25733140110969543","0.25733140110969543"
"20491","102452","102452","102452","0.25612908601760864","0.25612908601760864","0.25612908601760864"
"20492","102457","102457","102457","0.2735220491886139","0.2735220491886139","0.2735220491886139"
"20511","102552","102552","102552","0.08133284002542496","0.08133284002542496","0.08133284002542496"
"20516","102577","102577","102577","0.15307492017745972","0.15307492017745972","0.15307492017745972"
"20523","102612","102612","102612","0.14296510815620422","0.14296510815620422","0.14296510815620422"
"20546","102727","102727","102727","0.1165386512875557","0.1165386512875557","0.1165386512875557"
"20550","102747","102747","102747","0.17973655462265015","0.17973655462265015","0.17973655462265015"
"20559","102792","102792","102792","0.08215059340000153","0.08215059340000153","0.08215059340000153"
"20561","102802","102802","102802","0.20080706477165222","0.20080706477165222","0.20080706477165222"
"20565","102822","102822","102822","0.2181096076965332","0.2181096076965332","0.2181096076965332"
"20573","102862","102862","102862","0.10596303641796112","0.10596303641796112","0.10596303641796112"
"20577","102882","102882","102882","0.19925381243228912","0.19925381243228912","0.19925381243228912"
"20614","103067","103067","103067","0.14206236600875854","0.14206236600875854","0.14206236600875854"
"20631","103152","103152","103152","0.0979413166642189","0.0979413166642189","0.0979413166642189"
"20692","103457","103457","103457","0.06266098469495773","0.06266098469495773","0.06266098469495773"
"20714","103567","103567","103567","0.14844608306884766","0.14844608306884766","0.14844608306884766"
"20715","103572","103572","103572","0.10878916084766388","0.10878916084766388","0.10878916084766388"
"20725","103622","103622","103622","0.35735827684402466","0.35735827684402466","0.35735827684402466"
"20726","103627","103627","103627","0.5536199808120728","0.5536199808120728","0.5536199808120728"
"20733","103662","103662","103662","0.5702677369117737","0.5702677369117737","0.5702677369117737"
"20748","103737","103737","103737","0.5020077228546143","0.5020077228546143","0.5020077228546143"
"20751","103752","103752","103752","0.2535523474216461","0.2535523474216461","0.2535523474216461"
"20756","103777","103777","103777","0.13138443231582642","0.13138443231582642","0.13138443231582642"
"20758","103787","103787","103787","0.1766526699066162","0.1766526699066162","0.1766526699066162"
"20765","103822","103822","103822","0.2056112140417099","0.2056112140417099","0.2056112140417099"
"20767","103832","103832","103832","0.22952023148536682","0.22952023148536682","0.22952023148536682"
"20774","103867","103867","103867","0.1509304940700531","0.1509304940700531","0.1509304940700531"
"20776","103877","103877","103877","0.17082038521766663","0.17082038521766663","0.17082038521766663"
"20778","103887","103887","103887","0.3063427805900574","0.3063427805900574","0.3063427805900574"
"20786","103927","103927","103927","0.15639719367027283","0.15639719367027283","0.15639719367027283"
"20798","103987","103987","103987","0.23002326488494873","0.23002326488494873","0.23002326488494873"
"20806","104027","104027","104027","0.248982772231102","0.248982772231102","0.248982772231102"
"20817","104082","104082","104082","0.3126841187477112","0.3126841187477112","0.3126841187477112"
"20830","104147","104147","104147","0.1236402690410614","0.1236402690410614","0.1236402690410614"
"20833","104162","104162","104162","0.29164427518844604","0.29164427518844604","0.29164427518844604"
"20844","104217","104217","104217","0.2507477402687073","0.2507477402687073","0.2507477402687073"
"20852","104257","104257","104257","0.15693306922912598","0.15693306922912598","0.15693306922912598"
"20891","104452","104452","104452","0.31598085165023804","0.31598085165023804","0.31598085165023804"
"20907","104532","104532","104532","0.15958404541015625","0.15958404541015625","0.15958404541015625"
"20917","104582","104582","104582","0.0916443020105362","0.0916443020105362","0.0916443020105362"
"20933","104662","104662","104662","0.31357914209365845","0.31357914209365845","0.31357914209365845"
"20952","104757","104757","104757","0.06244834512472153","0.06244834512472153","0.06244834512472153"
"20962","104807","104807","104807","0.11542673408985138","0.11542673408985138","0.11542673408985138"
"20973","104862","104862","104862","0.17561207711696625","0.17561207711696625","0.17561207711696625"
"20978","104887","104887","104887","0.5974545478820801","0.5974545478820801","0.5974545478820801"
"20987","104932","104932","104932","0.1569945514202118","0.1569945514202118","0.1569945514202118"
"20999","104992","104992","104992","0.13952873647212982","0.13952873647212982","0.13952873647212982"
"21006","105027","105027","105027","0.32768523693084717","0.32768523693084717","0.32768523693084717"
"21015","105072","105072","105072","0.22437119483947754","0.22437119483947754","0.22437119483947754"
"21016","105077","105077","105077","0.19517472386360168","0.19517472386360168","0.19517472386360168"
"21058","105287","105287","105287","0.2620612680912018","0.2620612680912018","0.2620612680912018"
"21064","105317","105317","105317","0.40161997079849243","0.40161997079849243","0.40161997079849243"
"21065","105322","105322","105322","0.4740314781665802","0.4740314781665802","0.4740314781665802"
"21071","105352","105352","105352","0.08293506503105164","0.08293506503105164","0.08293506503105164"
"21081","105402","105402","105402","0.09189555048942566","0.09189555048942566","0.09189555048942566"
"21108","105537","105537","105537","0.11512953788042068","0.11512953788042068","0.11512953788042068"
"21120","105597","105597","105597","0.20585012435913086","0.20585012435913086","0.20585012435913086"
"21206","106027","106027","106027","0.18093344569206238","0.18093344569206238","0.18093344569206238"
"21210","106047","106047","106047","0.43303561210632324","0.43303561210632324","0.43303561210632324"
"21231","106152","106152","106152","0.5256945490837097","0.5256945490837097","0.5256945490837097"
"21237","106182","106182","106182","0.1831919252872467","0.1831919252872467","0.1831919252872467"
"21246","106227","106227","106227","0.22015509009361267","0.22015509009361267","0.22015509009361267"
"21266","106327","106327","106327","0.35936397314071655","0.35936397314071655","0.35936397314071655"
"21282","106407","106407","106407","0.21099735796451569","0.21099735796451569","0.21099735796451569"
"21299","106492","106492","106492","0.6791222095489502","0.6791222095489502","0.6791222095489502"
"21307","106532","106532","106532","0.41831064224243164","0.41831064224243164","0.41831064224243164"
"21313","106562","106562","106562","0.3653703033924103","0.3653703033924103","0.3653703033924103"
"21321","106602","106602","106602","0.17874376475811005","0.17874376475811005","0.17874376475811005"
"21326","106627","106627","106627","0.11073756963014603","0.11073756963014603","0.11073756963014603"
"21330","106647","106647","106647","0.39461034536361694","0.39461034536361694","0.39461034536361694"
"21338","106687","106687","106687","0.36927568912506104","0.36927568912506104","0.36927568912506104"
"21339","106692","106692","106692","0.18854114413261414","0.18854114413261414","0.18854114413261414"
"21375","106872","106872","106872","0.07910840213298798","0.07910840213298798","0.07910840213298798"
"21388","106937","106937","106937","0.5598931908607483","0.5598931908607483","0.5598931908607483"
"21391","106952","106952","106952","0.0913977324962616","0.0913977324962616","0.0913977324962616"
