"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Dwell-time loss","run-multi-task-without-debiasing - Dwell-time loss__MIN","run-multi-task-without-debiasing - Dwell-time loss__MAX"
"15333","76663","76663","76663","0.9307600259780884","0.9307600259780884","0.9307600259780884"
"15335","76673","76673","76673","0.3878040313720703","0.3878040313720703","0.3878040313720703"
"15337","76683","76683","76683","0.3404217064380646","0.3404217064380646","0.3404217064380646"
"15343","76713","76713","76713","0.3515605330467224","0.3515605330467224","0.3515605330467224"
"15350","76748","76748","76748","0.2363094687461853","0.2363094687461853","0.2363094687461853"
"15354","76768","76768","76768","1.3522765636444092","1.3522765636444092","1.3522765636444092"
"15361","76803","76803","76803","0.6256016492843628","0.6256016492843628","0.6256016492843628"
"15366","76828","76828","76828","1.5395888090133667","1.5395888090133667","1.5395888090133667"
"15377","76883","76883","76883","0.8113114237785339","0.8113114237785339","0.8113114237785339"
"15390","76948","76948","76948","0.6076438426971436","0.6076438426971436","0.6076438426971436"
"15393","76963","76963","76963","0.14259564876556396","0.14259564876556396","0.14259564876556396"
"15395","76973","76973","76973","0.3837888538837433","0.3837888538837433","0.3837888538837433"
"15398","76988","76988","76988","1.0169609785079956","1.0169609785079956","1.0169609785079956"
"15404","77018","77018","77018","0.40841352939605713","0.40841352939605713","0.40841352939605713"
"15429","77143","77143","77143","2.045006275177002","2.045006275177002","2.045006275177002"
"15433","77163","77163","77163","0.832151472568512","0.832151472568512","0.832151472568512"
"15437","77183","77183","77183","1.3706070184707642","1.3706070184707642","1.3706070184707642"
"15438","77188","77188","77188","0.3740677535533905","0.3740677535533905","0.3740677535533905"
"15446","77228","77228","77228","1.416247844696045","1.416247844696045","1.416247844696045"
"15489","77443","77443","77443","1.742253303527832","1.742253303527832","1.742253303527832"
"15496","77478","77478","77478","0.5470219850540161","0.5470219850540161","0.5470219850540161"
"15508","77538","77538","77538","1.8302273750305176","1.8302273750305176","1.8302273750305176"
"15521","77603","77603","77603","2.11240291595459","2.11240291595459","2.11240291595459"
"15529","77643","77643","77643","0.6015816330909729","0.6015816330909729","0.6015816330909729"
"15532","77658","77658","77658","0.3747626841068268","0.3747626841068268","0.3747626841068268"
"15546","77728","77728","77728","1.5621914863586426","1.5621914863586426","1.5621914863586426"
"15565","77823","77823","77823","0.5747271180152893","0.5747271180152893","0.5747271180152893"
"15567","77833","77833","77833","0.5128585696220398","0.5128585696220398","0.5128585696220398"
"15570","77848","77848","77848","0.7660030722618103","0.7660030722618103","0.7660030722618103"
"15585","77923","77923","77923","2.391669273376465","2.391669273376465","2.391669273376465"
"15590","77948","77948","77948","1.6055080890655518","1.6055080890655518","1.6055080890655518"
"15595","77973","77973","77973","0.34068596363067627","0.34068596363067627","0.34068596363067627"
"15616","78078","78078","78078","0.4558826982975006","0.4558826982975006","0.4558826982975006"
"15623","78113","78113","78113","0.689026415348053","0.689026415348053","0.689026415348053"
"15626","78128","78128","78128","0.7305934429168701","0.7305934429168701","0.7305934429168701"
"15649","78243","78243","78243","0.6484073400497437","0.6484073400497437","0.6484073400497437"
"15692","78458","78458","78458","1.014692783355713","1.014692783355713","1.014692783355713"
"15710","78548","78548","78548","0.3585115969181061","0.3585115969181061","0.3585115969181061"
"15719","78593","78593","78593","0.6121683716773987","0.6121683716773987","0.6121683716773987"
"15720","78598","78598","78598","0.226329505443573","0.226329505443573","0.226329505443573"
"15726","78628","78628","78628","1.4957594871520996","1.4957594871520996","1.4957594871520996"
"15736","78678","78678","78678","1.90256667137146","1.90256667137146","1.90256667137146"
"15740","78698","78698","78698","1.159839391708374","1.159839391708374","1.159839391708374"
"15751","78753","78753","78753","0.9606313109397888","0.9606313109397888","0.9606313109397888"
"15752","78758","78758","78758","1.1032710075378418","1.1032710075378418","1.1032710075378418"
"15758","78788","78788","78788","0.6818439364433289","0.6818439364433289","0.6818439364433289"
"15767","78833","78833","78833","1.2006726264953613","1.2006726264953613","1.2006726264953613"
"15783","78913","78913","78913","0.5603082776069641","0.5603082776069641","0.5603082776069641"
"15792","78958","78958","78958","0.995232343673706","0.995232343673706","0.995232343673706"
"15826","79128","79128","79128","1.8200829029083252","1.8200829029083252","1.8200829029083252"
"15832","79158","79158","79158","0.30612605810165405","0.30612605810165405","0.30612605810165405"
"15833","79163","79163","79163","0.9377500414848328","0.9377500414848328","0.9377500414848328"
"15834","79168","79168","79168","0.324313223361969","0.324313223361969","0.324313223361969"
"15836","79178","79178","79178","0.37210044264793396","0.37210044264793396","0.37210044264793396"
"15841","79203","79203","79203","0.580966591835022","0.580966591835022","0.580966591835022"
"15856","79278","79278","79278","0.9264389276504517","0.9264389276504517","0.9264389276504517"
"15869","79343","79343","79343","1.7373424768447876","1.7373424768447876","1.7373424768447876"
"15873","79363","79363","79363","0.8316287994384766","0.8316287994384766","0.8316287994384766"
"15877","79383","79383","79383","0.9787880182266235","0.9787880182266235","0.9787880182266235"
"15885","79423","79423","79423","0.33755815029144287","0.33755815029144287","0.33755815029144287"
"15891","79453","79453","79453","1.1727287769317627","1.1727287769317627","1.1727287769317627"
"15900","79498","79498","79498","0.24168838560581207","0.24168838560581207","0.24168838560581207"
"15919","79593","79593","79593","0.14452408254146576","0.14452408254146576","0.14452408254146576"
"15975","79873","79873","79873","0.19384950399398804","0.19384950399398804","0.19384950399398804"
"15985","79923","79923","79923","1.480605125427246","1.480605125427246","1.480605125427246"
"16010","80048","80048","80048","0.8274736404418945","0.8274736404418945","0.8274736404418945"
"16020","80098","80098","80098","0.7382551431655884","0.7382551431655884","0.7382551431655884"
"16035","80173","80173","80173","1.1898783445358276","1.1898783445358276","1.1898783445358276"
"16050","80248","80248","80248","0.3689355254173279","0.3689355254173279","0.3689355254173279"
"16058","80288","80288","80288","0.5648636221885681","0.5648636221885681","0.5648636221885681"
"16061","80303","80303","80303","0.16899488866329193","0.16899488866329193","0.16899488866329193"
"16067","80333","80333","80333","1.822265386581421","1.822265386581421","1.822265386581421"
"16070","80348","80348","80348","0.3602617383003235","0.3602617383003235","0.3602617383003235"
"16087","80433","80433","80433","1.1680160760879517","1.1680160760879517","1.1680160760879517"
"16090","80448","80448","80448","1.0797269344329834","1.0797269344329834","1.0797269344329834"
"16094","80468","80468","80468","0.8162297606468201","0.8162297606468201","0.8162297606468201"
"16095","80473","80473","80473","0.621091365814209","0.621091365814209","0.621091365814209"
"16104","80518","80518","80518","0.34082257747650146","0.34082257747650146","0.34082257747650146"
"16121","80603","80603","80603","0.9882525205612183","0.9882525205612183","0.9882525205612183"
"16123","80613","80613","80613","1.512620449066162","1.512620449066162","1.512620449066162"
"16129","80643","80643","80643","0.48510074615478516","0.48510074615478516","0.48510074615478516"
"16156","80778","80778","80778","0.4746941328048706","0.4746941328048706","0.4746941328048706"
"16158","80788","80788","80788","0.24505622684955597","0.24505622684955597","0.24505622684955597"
"16169","80843","80843","80843","0.2817014753818512","0.2817014753818512","0.2817014753818512"
"16172","80858","80858","80858","0.9792218208312988","0.9792218208312988","0.9792218208312988"
"16175","80873","80873","80873","0.5460853576660156","0.5460853576660156","0.5460853576660156"
"16179","80893","80893","80893","0.6112349033355713","0.6112349033355713","0.6112349033355713"
"16182","80908","80908","80908","1.0078405141830444","1.0078405141830444","1.0078405141830444"
"16199","80993","80993","80993","1.2231745719909668","1.2231745719909668","1.2231745719909668"
"16211","81053","81053","81053","1.1472594738006592","1.1472594738006592","1.1472594738006592"
"16233","81163","81163","81163","0.5327568054199219","0.5327568054199219","0.5327568054199219"
"16240","81198","81198","81198","0.07741720974445343","0.07741720974445343","0.07741720974445343"
"16249","81243","81243","81243","0.6623477935791016","0.6623477935791016","0.6623477935791016"
"16250","81248","81248","81248","0.8569899797439575","0.8569899797439575","0.8569899797439575"
"16263","81313","81313","81313","0.6254246234893799","0.6254246234893799","0.6254246234893799"
"16279","81393","81393","81393","1.186984658241272","1.186984658241272","1.186984658241272"
"16299","81493","81493","81493","1.05392324924469","1.05392324924469","1.05392324924469"
"16320","81598","81598","81598","2.0877184867858887","2.0877184867858887","2.0877184867858887"
"16333","81663","81663","81663","1.925503134727478","1.925503134727478","1.925503134727478"
"16336","81678","81678","81678","0.19175343215465546","0.19175343215465546","0.19175343215465546"
"16339","81693","81693","81693","0.39047104120254517","0.39047104120254517","0.39047104120254517"
"16364","81818","81818","81818","0.5659406781196594","0.5659406781196594","0.5659406781196594"
"16380","81898","81898","81898","1.3034064769744873","1.3034064769744873","1.3034064769744873"
"16404","82018","82018","82018","3.445340633392334","3.445340633392334","3.445340633392334"
"16406","82028","82028","82028","1.3887534141540527","1.3887534141540527","1.3887534141540527"
"16413","82063","82063","82063","0.9394208788871765","0.9394208788871765","0.9394208788871765"
"16418","82088","82088","82088","0.48740196228027344","0.48740196228027344","0.48740196228027344"
"16434","82168","82168","82168","0.21140454709529877","0.21140454709529877","0.21140454709529877"
"16435","82173","82173","82173","0.3255603015422821","0.3255603015422821","0.3255603015422821"
"16474","82368","82368","82368","1.1267298460006714","1.1267298460006714","1.1267298460006714"
"16499","82493","82493","82493","0.16042190790176392","0.16042190790176392","0.16042190790176392"
"16520","82598","82598","82598","1.5459871292114258","1.5459871292114258","1.5459871292114258"
"16530","82648","82648","82648","0.8653565645217896","0.8653565645217896","0.8653565645217896"
"16534","82668","82668","82668","0.7669271230697632","0.7669271230697632","0.7669271230697632"
"16545","82723","82723","82723","2.0225930213928223","2.0225930213928223","2.0225930213928223"
"16552","82758","82758","82758","2.7544519901275635","2.7544519901275635","2.7544519901275635"
"16553","82763","82763","82763","1.234273910522461","1.234273910522461","1.234273910522461"
"16585","82923","82923","82923","1.5178310871124268","1.5178310871124268","1.5178310871124268"
"16592","82958","82958","82958","0.3818233013153076","0.3818233013153076","0.3818233013153076"
"16593","82963","82963","82963","0.48990118503570557","0.48990118503570557","0.48990118503570557"
"16598","82988","82988","82988","0.7805119752883911","0.7805119752883911","0.7805119752883911"
"16613","83063","83063","83063","1.3629634380340576","1.3629634380340576","1.3629634380340576"
"16620","83098","83098","83098","0.17611157894134521","0.17611157894134521","0.17611157894134521"
"16621","83103","83103","83103","1.3091191053390503","1.3091191053390503","1.3091191053390503"
"16628","83138","83138","83138","0.17906811833381653","0.17906811833381653","0.17906811833381653"
"16630","83148","83148","83148","0.23057854175567627","0.23057854175567627","0.23057854175567627"
"16669","83343","83343","83343","0.19597943127155304","0.19597943127155304","0.19597943127155304"
"16671","83353","83353","83353","0.6037360429763794","0.6037360429763794","0.6037360429763794"
"16696","83478","83478","83478","0.7247641086578369","0.7247641086578369","0.7247641086578369"
"16718","83588","83588","83588","0.6251616477966309","0.6251616477966309","0.6251616477966309"
"16727","83633","83633","83633","0.8564095497131348","0.8564095497131348","0.8564095497131348"
"16756","83778","83778","83778","1.3979030847549438","1.3979030847549438","1.3979030847549438"
"16761","83803","83803","83803","0.28947126865386963","0.28947126865386963","0.28947126865386963"
"16788","83938","83938","83938","0.19070298969745636","0.19070298969745636","0.19070298969745636"
"16803","84013","84013","84013","1.0696042776107788","1.0696042776107788","1.0696042776107788"
"16807","84033","84033","84033","0.2408316433429718","0.2408316433429718","0.2408316433429718"
"16823","84113","84113","84113","0.37521809339523315","0.37521809339523315","0.37521809339523315"
"16831","84153","84153","84153","1.7200859785079956","1.7200859785079956","1.7200859785079956"
"16832","84158","84158","84158","0.7719279527664185","0.7719279527664185","0.7719279527664185"
"16834","84168","84168","84168","0.4393070340156555","0.4393070340156555","0.4393070340156555"
"16843","84213","84213","84213","1.8417341709136963","1.8417341709136963","1.8417341709136963"
"16848","84238","84238","84238","0.26311051845550537","0.26311051845550537","0.26311051845550537"
"16858","84288","84288","84288","0.6164761781692505","0.6164761781692505","0.6164761781692505"
"16875","84373","84373","84373","0.09542211890220642","0.09542211890220642","0.09542211890220642"
"16893","84463","84463","84463","1.330625295639038","1.330625295639038","1.330625295639038"
"16894","84468","84468","84468","1.1489710807800293","1.1489710807800293","1.1489710807800293"
"16899","84493","84493","84493","0.9384697079658508","0.9384697079658508","0.9384697079658508"
"16920","84598","84598","84598","1.2479252815246582","1.2479252815246582","1.2479252815246582"
"16928","84638","84638","84638","0.7717023491859436","0.7717023491859436","0.7717023491859436"
"16930","84648","84648","84648","0.6878731846809387","0.6878731846809387","0.6878731846809387"
"16952","84758","84758","84758","1.0922794342041016","1.0922794342041016","1.0922794342041016"
"16956","84778","84778","84778","2.543438673019409","2.543438673019409","2.543438673019409"
"16960","84798","84798","84798","0.5396630764007568","0.5396630764007568","0.5396630764007568"
"16978","84888","84888","84888","0.4700966477394104","0.4700966477394104","0.4700966477394104"
"16980","84898","84898","84898","2.0955071449279785","2.0955071449279785","2.0955071449279785"
"16984","84918","84918","84918","0.29479101300239563","0.29479101300239563","0.29479101300239563"
"16989","84943","84943","84943","2.6207051277160645","2.6207051277160645","2.6207051277160645"
"16993","84963","84963","84963","0.3414382040500641","0.3414382040500641","0.3414382040500641"
"16996","84978","84978","84978","0.7930411100387573","0.7930411100387573","0.7930411100387573"
"17022","85108","85108","85108","0.4185962677001953","0.4185962677001953","0.4185962677001953"
"17071","85353","85353","85353","0.7073580026626587","0.7073580026626587","0.7073580026626587"
"17077","85383","85383","85383","2.002664566040039","2.002664566040039","2.002664566040039"
"17096","85478","85478","85478","0.4831167757511139","0.4831167757511139","0.4831167757511139"
"17105","85523","85523","85523","0.603708028793335","0.603708028793335","0.603708028793335"
"17110","85548","85548","85548","0.9222999215126038","0.9222999215126038","0.9222999215126038"
"17115","85573","85573","85573","0.1470220983028412","0.1470220983028412","0.1470220983028412"
"17139","85693","85693","85693","0.7226064205169678","0.7226064205169678","0.7226064205169678"
"17171","85853","85853","85853","0.29589247703552246","0.29589247703552246","0.29589247703552246"
"17172","85858","85858","85858","0.6854070425033569","0.6854070425033569","0.6854070425033569"
"17209","86043","86043","86043","0.9522524476051331","0.9522524476051331","0.9522524476051331"
"17226","86128","86128","86128","1.4191906452178955","1.4191906452178955","1.4191906452178955"
"17234","86168","86168","86168","1.15510094165802","1.15510094165802","1.15510094165802"
"17256","86278","86278","86278","1.2293258905410767","1.2293258905410767","1.2293258905410767"
"17260","86298","86298","86298","1.5899229049682617","1.5899229049682617","1.5899229049682617"
"17261","86303","86303","86303","0.3849273920059204","0.3849273920059204","0.3849273920059204"
"17262","86308","86308","86308","0.6800349354743958","0.6800349354743958","0.6800349354743958"
"17269","86343","86343","86343","1.1109557151794434","1.1109557151794434","1.1109557151794434"
"17278","86388","86388","86388","0.25771793723106384","0.25771793723106384","0.25771793723106384"
"17282","86408","86408","86408","1.5078208446502686","1.5078208446502686","1.5078208446502686"
"17287","86433","86433","86433","0.19345706701278687","0.19345706701278687","0.19345706701278687"
"17297","86483","86483","86483","0.989017903804779","0.989017903804779","0.989017903804779"
"17323","86613","86613","86613","1.1485564708709717","1.1485564708709717","1.1485564708709717"
"17363","86813","86813","86813","1.4227553606033325","1.4227553606033325","1.4227553606033325"
"17378","86888","86888","86888","0.7125487327575684","0.7125487327575684","0.7125487327575684"
"17382","86908","86908","86908","0.8076250553131104","0.8076250553131104","0.8076250553131104"
"17405","87023","87023","87023","0.15283162891864777","0.15283162891864777","0.15283162891864777"
"17416","87078","87078","87078","1.3495471477508545","1.3495471477508545","1.3495471477508545"
"17418","87088","87088","87088","0.58525151014328","0.58525151014328","0.58525151014328"
"17428","87138","87138","87138","0.9216110706329346","0.9216110706329346","0.9216110706329346"
"17429","87143","87143","87143","0.6648924350738525","0.6648924350738525","0.6648924350738525"
"17433","87163","87163","87163","0.8579742312431335","0.8579742312431335","0.8579742312431335"
"17434","87168","87168","87168","0.9830764532089233","0.9830764532089233","0.9830764532089233"
"17463","87313","87313","87313","0.48916909098625183","0.48916909098625183","0.48916909098625183"
"17471","87353","87353","87353","0.7018817663192749","0.7018817663192749","0.7018817663192749"
"17477","87383","87383","87383","0.17928501963615417","0.17928501963615417","0.17928501963615417"
"17481","87403","87403","87403","0.639897346496582","0.639897346496582","0.639897346496582"
"17487","87433","87433","87433","0.43353256583213806","0.43353256583213806","0.43353256583213806"
"17507","87533","87533","87533","0.583076536655426","0.583076536655426","0.583076536655426"
"17510","87548","87548","87548","0.17311495542526245","0.17311495542526245","0.17311495542526245"
"17550","87748","87748","87748","0.4939108192920685","0.4939108192920685","0.4939108192920685"
"17570","87848","87848","87848","0.05073387920856476","0.05073387920856476","0.05073387920856476"
"17581","87903","87903","87903","1.6931817531585693","1.6931817531585693","1.6931817531585693"
"17599","87993","87993","87993","0.793663501739502","0.793663501739502","0.793663501739502"
"17687","88433","88433","88433","0.5500993132591248","0.5500993132591248","0.5500993132591248"
"17694","88468","88468","88468","0.6621092557907104","0.6621092557907104","0.6621092557907104"
"17698","88488","88488","88488","0.8373461961746216","0.8373461961746216","0.8373461961746216"
"17702","88508","88508","88508","0.7762857675552368","0.7762857675552368","0.7762857675552368"
"17706","88528","88528","88528","0.2134985327720642","0.2134985327720642","0.2134985327720642"
"17729","88643","88643","88643","0.3112587034702301","0.3112587034702301","0.3112587034702301"
"17761","88803","88803","88803","0.558539867401123","0.558539867401123","0.558539867401123"
"17778","88888","88888","88888","0.8498625755310059","0.8498625755310059","0.8498625755310059"
"17783","88913","88913","88913","0.7533111572265625","0.7533111572265625","0.7533111572265625"
"17786","88928","88928","88928","0.43504902720451355","0.43504902720451355","0.43504902720451355"
"17800","88998","88998","88998","0.6365283131599426","0.6365283131599426","0.6365283131599426"
"17810","89048","89048","89048","0.3132915198802948","0.3132915198802948","0.3132915198802948"
"17828","89138","89138","89138","0.5577024221420288","0.5577024221420288","0.5577024221420288"
"17836","89178","89178","89178","0.05658216029405594","0.05658216029405594","0.05658216029405594"
"17843","89213","89213","89213","1.501502513885498","1.501502513885498","1.501502513885498"
"17867","89333","89333","89333","0.37847787141799927","0.37847787141799927","0.37847787141799927"
"17871","89353","89353","89353","1.5794528722763062","1.5794528722763062","1.5794528722763062"
"17907","89533","89533","89533","0.21570250391960144","0.21570250391960144","0.21570250391960144"
"17963","89813","89813","89813","0.31287407875061035","0.31287407875061035","0.31287407875061035"
"17982","89908","89908","89908","0.35325586795806885","0.35325586795806885","0.35325586795806885"
"17999","89993","89993","89993","0.5762606859207153","0.5762606859207153","0.5762606859207153"
"18009","90043","90043","90043","1.6229147911071777","1.6229147911071777","1.6229147911071777"
"18021","90103","90103","90103","0.6071348190307617","0.6071348190307617","0.6071348190307617"
"18038","90188","90188","90188","1.3081276416778564","1.3081276416778564","1.3081276416778564"
"18053","90263","90263","90263","1.072910189628601","1.072910189628601","1.072910189628601"
"18060","90298","90298","90298","0.6841757893562317","0.6841757893562317","0.6841757893562317"
"18063","90313","90313","90313","0.4781159460544586","0.4781159460544586","0.4781159460544586"
"18073","90363","90363","90363","0.3593828082084656","0.3593828082084656","0.3593828082084656"
"18087","90433","90433","90433","1.0019780397415161","1.0019780397415161","1.0019780397415161"
"18088","90438","90438","90438","0.4926290512084961","0.4926290512084961","0.4926290512084961"
"18100","90498","90498","90498","1.3224602937698364","1.3224602937698364","1.3224602937698364"
"18101","90503","90503","90503","0.38242071866989136","0.38242071866989136","0.38242071866989136"
"18134","90668","90668","90668","1.4929447174072266","1.4929447174072266","1.4929447174072266"
"18149","90743","90743","90743","0.07482075691223145","0.07482075691223145","0.07482075691223145"
"18161","90803","90803","90803","0.37702202796936035","0.37702202796936035","0.37702202796936035"
"18162","90808","90808","90808","1.9891459941864014","1.9891459941864014","1.9891459941864014"
"18167","90833","90833","90833","0.7001434564590454","0.7001434564590454","0.7001434564590454"
"18216","91078","91078","91078","0.1548132300376892","0.1548132300376892","0.1548132300376892"
"18259","91293","91293","91293","0.7087776064872742","0.7087776064872742","0.7087776064872742"
"18271","91353","91353","91353","0.2397814393043518","0.2397814393043518","0.2397814393043518"
"18272","91358","91358","91358","1.4527360200881958","1.4527360200881958","1.4527360200881958"
"18281","91403","91403","91403","0.9147094488143921","0.9147094488143921","0.9147094488143921"
"18299","91493","91493","91493","1.139413833618164","1.139413833618164","1.139413833618164"
"18308","91538","91538","91538","0.5281978249549866","0.5281978249549866","0.5281978249549866"
"18315","91573","91573","91573","0.9143441915512085","0.9143441915512085","0.9143441915512085"
"18332","91658","91658","91658","0.9098726511001587","0.9098726511001587","0.9098726511001587"
"18335","91673","91673","91673","1.164372444152832","1.164372444152832","1.164372444152832"
"18363","91813","91813","91813","0.736734926700592","0.736734926700592","0.736734926700592"
"18372","91858","91858","91858","0.7026448249816895","0.7026448249816895","0.7026448249816895"
"18389","91943","91943","91943","0.7428644895553589","0.7428644895553589","0.7428644895553589"
"18391","91953","91953","91953","0.33488839864730835","0.33488839864730835","0.33488839864730835"
"18422","92108","92108","92108","2.064565658569336","2.064565658569336","2.064565658569336"
"18423","92113","92113","92113","0.40170544385910034","0.40170544385910034","0.40170544385910034"
"18441","92203","92203","92203","0.8758836984634399","0.8758836984634399","0.8758836984634399"
"18448","92238","92238","92238","0.8397696614265442","0.8397696614265442","0.8397696614265442"
"18450","92248","92248","92248","1.0735417604446411","1.0735417604446411","1.0735417604446411"
"18456","92278","92278","92278","0.7218928337097168","0.7218928337097168","0.7218928337097168"
"18457","92283","92283","92283","0.12252020090818405","0.12252020090818405","0.12252020090818405"
"18458","92288","92288","92288","0.492365300655365","0.492365300655365","0.492365300655365"
"18470","92348","92348","92348","1.0170471668243408","1.0170471668243408","1.0170471668243408"
"18506","92528","92528","92528","1.0748400688171387","1.0748400688171387","1.0748400688171387"
"18509","92543","92543","92543","0.22647447884082794","0.22647447884082794","0.22647447884082794"
"18519","92593","92593","92593","0.7427347898483276","0.7427347898483276","0.7427347898483276"
"18521","92603","92603","92603","0.2474847137928009","0.2474847137928009","0.2474847137928009"
"18526","92628","92628","92628","1.5540672540664673","1.5540672540664673","1.5540672540664673"
"18536","92678","92678","92678","1.4349677562713623","1.4349677562713623","1.4349677562713623"
"18553","92763","92763","92763","0.09240028262138367","0.09240028262138367","0.09240028262138367"
"18566","92828","92828","92828","1.1425946950912476","1.1425946950912476","1.1425946950912476"
"18571","92853","92853","92853","0.84908527135849","0.84908527135849","0.84908527135849"
"18573","92863","92863","92863","0.4133398234844208","0.4133398234844208","0.4133398234844208"
"18577","92883","92883","92883","0.4528188705444336","0.4528188705444336","0.4528188705444336"
"18586","92928","92928","92928","0.3191153407096863","0.3191153407096863","0.3191153407096863"
"18591","92953","92953","92953","0.6410711407661438","0.6410711407661438","0.6410711407661438"
"18592","92958","92958","92958","0.5481640100479126","0.5481640100479126","0.5481640100479126"
"18606","93028","93028","93028","0.23099838197231293","0.23099838197231293","0.23099838197231293"
"18610","93048","93048","93048","0.9835344552993774","0.9835344552993774","0.9835344552993774"
"18619","93093","93093","93093","1.0067044496536255","1.0067044496536255","1.0067044496536255"
"18627","93133","93133","93133","0.3795870542526245","0.3795870542526245","0.3795870542526245"
"18629","93143","93143","93143","0.8210201263427734","0.8210201263427734","0.8210201263427734"
"18644","93218","93218","93218","1.5412839651107788","1.5412839651107788","1.5412839651107788"
"18658","93288","93288","93288","0.5401163697242737","0.5401163697242737","0.5401163697242737"
"18666","93328","93328","93328","0.9356824159622192","0.9356824159622192","0.9356824159622192"
"18681","93403","93403","93403","0.3808170557022095","0.3808170557022095","0.3808170557022095"
"18686","93428","93428","93428","0.13128235936164856","0.13128235936164856","0.13128235936164856"
"18720","93598","93598","93598","0.3387032151222229","0.3387032151222229","0.3387032151222229"
"18730","93648","93648","93648","0.37479954957962036","0.37479954957962036","0.37479954957962036"
"18733","93663","93663","93663","1.2048461437225342","1.2048461437225342","1.2048461437225342"
"18737","93683","93683","93683","0.8957905173301697","0.8957905173301697","0.8957905173301697"
"18746","93728","93728","93728","0.9316720962524414","0.9316720962524414","0.9316720962524414"
"18762","93808","93808","93808","1.596157431602478","1.596157431602478","1.596157431602478"
"18777","93883","93883","93883","0.9837641716003418","0.9837641716003418","0.9837641716003418"
"18778","93888","93888","93888","1.3221733570098877","1.3221733570098877","1.3221733570098877"
"18790","93948","93948","93948","0.4751908779144287","0.4751908779144287","0.4751908779144287"
"18795","93973","93973","93973","0.9817008376121521","0.9817008376121521","0.9817008376121521"
"18807","94033","94033","94033","1.2866462469100952","1.2866462469100952","1.2866462469100952"
"18809","94043","94043","94043","0.6648092865943909","0.6648092865943909","0.6648092865943909"
"18832","94158","94158","94158","0.411813348531723","0.411813348531723","0.411813348531723"
"18883","94413","94413","94413","1.3220769166946411","1.3220769166946411","1.3220769166946411"
"18899","94493","94493","94493","0.5949276685714722","0.5949276685714722","0.5949276685714722"
"18927","94633","94633","94633","1.0671308040618896","1.0671308040618896","1.0671308040618896"
"18938","94688","94688","94688","1.4149383306503296","1.4149383306503296","1.4149383306503296"
"18943","94713","94713","94713","0.14304225146770477","0.14304225146770477","0.14304225146770477"
"18978","94888","94888","94888","0.6611368656158447","0.6611368656158447","0.6611368656158447"
"18991","94953","94953","94953","0.9693319201469421","0.9693319201469421","0.9693319201469421"
"19008","95038","95038","95038","0.6715571880340576","0.6715571880340576","0.6715571880340576"
"19022","95108","95108","95108","0.7176066040992737","0.7176066040992737","0.7176066040992737"
"19030","95148","95148","95148","1.0349769592285156","1.0349769592285156","1.0349769592285156"
"19039","95193","95193","95193","0.9839115142822266","0.9839115142822266","0.9839115142822266"
"19049","95243","95243","95243","0.22218403220176697","0.22218403220176697","0.22218403220176697"
"19052","95258","95258","95258","0.2911441922187805","0.2911441922187805","0.2911441922187805"
"19103","95513","95513","95513","1.0022447109222412","1.0022447109222412","1.0022447109222412"
"19137","95683","95683","95683","1.7544838190078735","1.7544838190078735","1.7544838190078735"
"19143","95713","95713","95713","1.3970597982406616","1.3970597982406616","1.3970597982406616"
"19158","95788","95788","95788","0.7590084075927734","0.7590084075927734","0.7590084075927734"
"19162","95808","95808","95808","0.23368863761425018","0.23368863761425018","0.23368863761425018"
"19164","95818","95818","95818","0.13984638452529907","0.13984638452529907","0.13984638452529907"
"19175","95873","95873","95873","1.2094948291778564","1.2094948291778564","1.2094948291778564"
"19180","95898","95898","95898","1.7676455974578857","1.7676455974578857","1.7676455974578857"
"19186","95928","95928","95928","0.8108844757080078","0.8108844757080078","0.8108844757080078"
"19191","95953","95953","95953","0.06362605094909668","0.06362605094909668","0.06362605094909668"
"19204","96018","96018","96018","0.5099164247512817","0.5099164247512817","0.5099164247512817"
"19220","96098","96098","96098","0.7680514454841614","0.7680514454841614","0.7680514454841614"
"19223","96113","96113","96113","1.4544330835342407","1.4544330835342407","1.4544330835342407"
"19229","96143","96143","96143","1.6844494342803955","1.6844494342803955","1.6844494342803955"
"19278","96388","96388","96388","0.4532162547111511","0.4532162547111511","0.4532162547111511"
"19289","96443","96443","96443","0.23579877614974976","0.23579877614974976","0.23579877614974976"
"19296","96478","96478","96478","1.419227123260498","1.419227123260498","1.419227123260498"
"19309","96543","96543","96543","0.5706709027290344","0.5706709027290344","0.5706709027290344"
"19320","96598","96598","96598","0.9234327077865601","0.9234327077865601","0.9234327077865601"
"19328","96638","96638","96638","1.2132558822631836","1.2132558822631836","1.2132558822631836"
"19338","96688","96688","96688","0.5778788328170776","0.5778788328170776","0.5778788328170776"
"19341","96703","96703","96703","0.4900440275669098","0.4900440275669098","0.4900440275669098"
"19361","96803","96803","96803","0.3325912058353424","0.3325912058353424","0.3325912058353424"
"19368","96838","96838","96838","0.6794133186340332","0.6794133186340332","0.6794133186340332"
"19369","96843","96843","96843","0.9971732497215271","0.9971732497215271","0.9971732497215271"
"19374","96868","96868","96868","0.8071351051330566","0.8071351051330566","0.8071351051330566"
"19381","96903","96903","96903","1.6044583320617676","1.6044583320617676","1.6044583320617676"
"19395","96973","96973","96973","0.10749116539955139","0.10749116539955139","0.10749116539955139"
