"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - MLM loss","run-multi-task-debiasing-1-logit - MLM loss__MIN","run-multi-task-debiasing-1-logit - MLM loss__MAX"
"29977","149884","149884","149884","2.4691832065582275","2.4691832065582275","2.4691832065582275"
"29985","149924","149924","149924","2.2704458236694336","2.2704458236694336","2.2704458236694336"
"30016","150079","150079","150079","2.579213857650757","2.579213857650757","2.579213857650757"
"30025","150124","150124","150124","2.0723488330841064","2.0723488330841064","2.0723488330841064"
"30029","150144","150144","150144","2.4888501167297363","2.4888501167297363","2.4888501167297363"
"30031","150154","150154","150154","2.4851913452148438","2.4851913452148438","2.4851913452148438"
"30033","150164","150164","150164","2.3253509998321533","2.3253509998321533","2.3253509998321533"
"30051","150254","150254","150254","2.541717052459717","2.541717052459717","2.541717052459717"
"30078","150389","150389","150389","2.0225303173065186","2.0225303173065186","2.0225303173065186"
"30088","150439","150439","150439","2.2859764099121094","2.2859764099121094","2.2859764099121094"
"30112","150559","150559","150559","2.3489420413970947","2.3489420413970947","2.3489420413970947"
"30115","150574","150574","150574","2.178358554840088","2.178358554840088","2.178358554840088"
"30121","150604","150604","150604","2.2743711471557617","2.2743711471557617","2.2743711471557617"
"30128","150639","150639","150639","2.2068874835968018","2.2068874835968018","2.2068874835968018"
"30145","150724","150724","150724","2.3856141567230225","2.3856141567230225","2.3856141567230225"
"30158","150789","150789","150789","1.9641389846801758","1.9641389846801758","1.9641389846801758"
"30190","150949","150949","150949","1.928591012954712","1.928591012954712","1.928591012954712"
"30224","151119","151119","151119","2.4777464866638184","2.4777464866638184","2.4777464866638184"
"30248","151239","151239","151239","1.932053565979004","1.932053565979004","1.932053565979004"
"30249","151244","151244","151244","1.774975299835205","1.774975299835205","1.774975299835205"
"30272","151359","151359","151359","2.578179359436035","2.578179359436035","2.578179359436035"
"30290","151449","151449","151449","2.502674102783203","2.502674102783203","2.502674102783203"
"30293","151464","151464","151464","2.249093532562256","2.249093532562256","2.249093532562256"
"30306","151529","151529","151529","2.2477364540100098","2.2477364540100098","2.2477364540100098"
"30320","151599","151599","151599","2.537712812423706","2.537712812423706","2.537712812423706"
"30334","151669","151669","151669","2.7708849906921387","2.7708849906921387","2.7708849906921387"
"30344","151719","151719","151719","1.9335966110229492","1.9335966110229492","1.9335966110229492"
"30345","151724","151724","151724","2.6414594650268555","2.6414594650268555","2.6414594650268555"
"30354","151769","151769","151769","2.077397346496582","2.077397346496582","2.077397346496582"
"30387","151934","151934","151934","2.058152198791504","2.058152198791504","2.058152198791504"
"30391","151954","151954","151954","1.9172791242599487","1.9172791242599487","1.9172791242599487"
"30459","152294","152294","152294","1.9543976783752441","1.9543976783752441","1.9543976783752441"
"30471","152354","152354","152354","2.0576913356781006","2.0576913356781006","2.0576913356781006"
"30495","152474","152474","152474","2.029169797897339","2.029169797897339","2.029169797897339"
"30504","152519","152519","152519","2.0679779052734375","2.0679779052734375","2.0679779052734375"
"30510","152549","152549","152549","1.8181037902832031","1.8181037902832031","1.8181037902832031"
"30521","152604","152604","152604","1.9459799528121948","1.9459799528121948","1.9459799528121948"
"30522","152609","152609","152609","1.9155453443527222","1.9155453443527222","1.9155453443527222"
"30525","152624","152624","152624","2.020275592803955","2.020275592803955","2.020275592803955"
"30538","152689","152689","152689","2.558359146118164","2.558359146118164","2.558359146118164"
"30541","152704","152704","152704","2.021118640899658","2.021118640899658","2.021118640899658"
"30574","152869","152869","152869","2.271768569946289","2.271768569946289","2.271768569946289"
"30589","152944","152944","152944","2.6032395362854004","2.6032395362854004","2.6032395362854004"
"30592","152959","152959","152959","2.1345810890197754","2.1345810890197754","2.1345810890197754"
"30613","153064","153064","153064","2.172471046447754","2.172471046447754","2.172471046447754"
"30624","153119","153119","153119","2.1011717319488525","2.1011717319488525","2.1011717319488525"
"30627","153134","153134","153134","2.0481715202331543","2.0481715202331543","2.0481715202331543"
"30633","153164","153164","153164","1.817594051361084","1.817594051361084","1.817594051361084"
"30634","153169","153169","153169","2.2996022701263428","2.2996022701263428","2.2996022701263428"
"30643","153214","153214","153214","2.7096643447875977","2.7096643447875977","2.7096643447875977"
"30645","153224","153224","153224","2.5026984214782715","2.5026984214782715","2.5026984214782715"
"30650","153249","153249","153249","2.341824531555176","2.341824531555176","2.341824531555176"
"30657","153284","153284","153284","2.1621971130371094","2.1621971130371094","2.1621971130371094"
"30680","153399","153399","153399","2.2673983573913574","2.2673983573913574","2.2673983573913574"
"30682","153409","153409","153409","2.1918067932128906","2.1918067932128906","2.1918067932128906"
"30699","153494","153494","153494","2.636535406112671","2.636535406112671","2.636535406112671"
"30700","153499","153499","153499","2.3302159309387207","2.3302159309387207","2.3302159309387207"
"30704","153519","153519","153519","2.044179916381836","2.044179916381836","2.044179916381836"
"30747","153734","153734","153734","2.654212713241577","2.654212713241577","2.654212713241577"
"30763","153814","153814","153814","2.921966075897217","2.921966075897217","2.921966075897217"
"30767","153834","153834","153834","2.0815176963806152","2.0815176963806152","2.0815176963806152"
"30768","153839","153839","153839","2.065906047821045","2.065906047821045","2.065906047821045"
"30778","153889","153889","153889","2.496964693069458","2.496964693069458","2.496964693069458"
"30788","153939","153939","153939","2.3146843910217285","2.3146843910217285","2.3146843910217285"
"30801","154004","154004","154004","2.4108645915985107","2.4108645915985107","2.4108645915985107"
"30804","154019","154019","154019","1.8720072507858276","1.8720072507858276","1.8720072507858276"
"30823","154114","154114","154114","2.0024919509887695","2.0024919509887695","2.0024919509887695"
"30831","154154","154154","154154","1.6341733932495117","1.6341733932495117","1.6341733932495117"
"30842","154209","154209","154209","2.028334379196167","2.028334379196167","2.028334379196167"
"30864","154319","154319","154319","2.4428040981292725","2.4428040981292725","2.4428040981292725"
"30871","154354","154354","154354","2.2405874729156494","2.2405874729156494","2.2405874729156494"
"30878","154389","154389","154389","1.7670071125030518","1.7670071125030518","1.7670071125030518"
"30902","154509","154509","154509","2.223548650741577","2.223548650741577","2.223548650741577"
"30910","154549","154549","154549","2.2142271995544434","2.2142271995544434","2.2142271995544434"
"30925","154624","154624","154624","2.436375617980957","2.436375617980957","2.436375617980957"
"30927","154634","154634","154634","2.193692684173584","2.193692684173584","2.193692684173584"
"30932","154659","154659","154659","2.6180408000946045","2.6180408000946045","2.6180408000946045"
"30933","154664","154664","154664","1.6052298545837402","1.6052298545837402","1.6052298545837402"
"30938","154689","154689","154689","2.2752623558044434","2.2752623558044434","2.2752623558044434"
"30956","154779","154779","154779","2.046241521835327","2.046241521835327","2.046241521835327"
"30967","154834","154834","154834","1.869001030921936","1.869001030921936","1.869001030921936"
"30989","154944","154944","154944","1.8898283243179321","1.8898283243179321","1.8898283243179321"
"30994","154969","154969","154969","2.421011447906494","2.421011447906494","2.421011447906494"
"31003","155014","155014","155014","1.553492546081543","1.553492546081543","1.553492546081543"
"31025","155124","155124","155124","1.920839548110962","1.920839548110962","1.920839548110962"
"31055","155274","155274","155274","1.63350248336792","1.63350248336792","1.63350248336792"
"31062","155309","155309","155309","1.819238305091858","1.819238305091858","1.819238305091858"
"31067","155334","155334","155334","2.024761915206909","2.024761915206909","2.024761915206909"
"31096","155479","155479","155479","1.9868241548538208","1.9868241548538208","1.9868241548538208"
"31108","155539","155539","155539","1.8895630836486816","1.8895630836486816","1.8895630836486816"
"31119","155594","155594","155594","2.26773738861084","2.26773738861084","2.26773738861084"
"31165","155824","155824","155824","2.073000192642212","2.073000192642212","2.073000192642212"
"31180","155899","155899","155899","2.127471446990967","2.127471446990967","2.127471446990967"
"31204","156019","156019","156019","1.7768014669418335","1.7768014669418335","1.7768014669418335"
"31216","156079","156079","156079","2.115515947341919","2.115515947341919","2.115515947341919"
"31218","156089","156089","156089","1.906602382659912","1.906602382659912","1.906602382659912"
"31221","156104","156104","156104","2.27681565284729","2.27681565284729","2.27681565284729"
"31240","156199","156199","156199","2.2810006141662598","2.2810006141662598","2.2810006141662598"
"31263","156314","156314","156314","2.10206937789917","2.10206937789917","2.10206937789917"
"31286","156429","156429","156429","1.4975296258926392","1.4975296258926392","1.4975296258926392"
"31290","156449","156449","156449","2.149333953857422","2.149333953857422","2.149333953857422"
"31303","156514","156514","156514","1.9719942808151245","1.9719942808151245","1.9719942808151245"
"31317","156584","156584","156584","2.292928457260132","2.292928457260132","2.292928457260132"
"31323","156614","156614","156614","2.364448070526123","2.364448070526123","2.364448070526123"
"31376","156879","156879","156879","2.6168291568756104","2.6168291568756104","2.6168291568756104"
"31377","156884","156884","156884","2.383267641067505","2.383267641067505","2.383267641067505"
"31384","156919","156919","156919","2.500577211380005","2.500577211380005","2.500577211380005"
"31386","156929","156929","156929","2.2160158157348633","2.2160158157348633","2.2160158157348633"
"31398","156989","156989","156989","2.5539844036102295","2.5539844036102295","2.5539844036102295"
"31402","157009","157009","157009","2.8960418701171875","2.8960418701171875","2.8960418701171875"
"31409","157044","157044","157044","1.6987481117248535","1.6987481117248535","1.6987481117248535"
"31416","157079","157079","157079","1.7616432905197144","1.7616432905197144","1.7616432905197144"
"31422","157109","157109","157109","2.2075352668762207","2.2075352668762207","2.2075352668762207"
"31431","157154","157154","157154","1.9610296487808228","1.9610296487808228","1.9610296487808228"
"31455","157274","157274","157274","1.8292171955108643","1.8292171955108643","1.8292171955108643"
"31473","157364","157364","157364","2.3949618339538574","2.3949618339538574","2.3949618339538574"
"31482","157409","157409","157409","2.4571726322174072","2.4571726322174072","2.4571726322174072"
"31490","157449","157449","157449","2.2263734340667725","2.2263734340667725","2.2263734340667725"
"31503","157514","157514","157514","2.3064568042755127","2.3064568042755127","2.3064568042755127"
"31506","157529","157529","157529","1.7346036434173584","1.7346036434173584","1.7346036434173584"
"31509","157544","157544","157544","1.771634578704834","1.771634578704834","1.771634578704834"
"31529","157644","157644","157644","2.391307830810547","2.391307830810547","2.391307830810547"
"31538","157689","157689","157689","1.8566521406173706","1.8566521406173706","1.8566521406173706"
"31541","157704","157704","157704","2.335918426513672","2.335918426513672","2.335918426513672"
"31572","157859","157859","157859","2.1025688648223877","2.1025688648223877","2.1025688648223877"
"31584","157919","157919","157919","2.2681691646575928","2.2681691646575928","2.2681691646575928"
"31616","158079","158079","158079","1.9690191745758057","1.9690191745758057","1.9690191745758057"
"31633","158164","158164","158164","2.6827211380004883","2.6827211380004883","2.6827211380004883"
"31636","158179","158179","158179","1.914243459701538","1.914243459701538","1.914243459701538"
"31638","158189","158189","158189","2.3466145992279053","2.3466145992279053","2.3466145992279053"
"31642","158209","158209","158209","2.1374404430389404","2.1374404430389404","2.1374404430389404"
"31647","158234","158234","158234","1.6870124340057373","1.6870124340057373","1.6870124340057373"
"31680","158399","158399","158399","2.0485503673553467","2.0485503673553467","2.0485503673553467"
"31682","158409","158409","158409","2.3328235149383545","2.3328235149383545","2.3328235149383545"
"31686","158429","158429","158429","2.3097362518310547","2.3097362518310547","2.3097362518310547"
"31691","158454","158454","158454","2.0465731620788574","2.0465731620788574","2.0465731620788574"
"31698","158489","158489","158489","2.4833476543426514","2.4833476543426514","2.4833476543426514"
"31715","158574","158574","158574","2.3554794788360596","2.3554794788360596","2.3554794788360596"
"31717","158584","158584","158584","2.153097152709961","2.153097152709961","2.153097152709961"
"31724","158619","158619","158619","1.5684679746627808","1.5684679746627808","1.5684679746627808"
"31730","158649","158649","158649","2.2707574367523193","2.2707574367523193","2.2707574367523193"
"31735","158674","158674","158674","2.1747610569000244","2.1747610569000244","2.1747610569000244"
"31743","158714","158714","158714","1.7915716171264648","1.7915716171264648","1.7915716171264648"
"31745","158724","158724","158724","2.435926914215088","2.435926914215088","2.435926914215088"
"31764","158819","158819","158819","2.4037394523620605","2.4037394523620605","2.4037394523620605"
"31772","158859","158859","158859","2.7159876823425293","2.7159876823425293","2.7159876823425293"
"31782","158909","158909","158909","1.654209852218628","1.654209852218628","1.654209852218628"
"31803","159014","159014","159014","1.845154881477356","1.845154881477356","1.845154881477356"
"31810","159049","159049","159049","1.6935867071151733","1.6935867071151733","1.6935867071151733"
"31815","159074","159074","159074","1.7383975982666016","1.7383975982666016","1.7383975982666016"
"31816","159079","159079","159079","2.1855032444000244","2.1855032444000244","2.1855032444000244"
"31822","159109","159109","159109","1.6701678037643433","1.6701678037643433","1.6701678037643433"
"31825","159124","159124","159124","2.272590398788452","2.272590398788452","2.272590398788452"
"31831","159154","159154","159154","1.4459919929504395","1.4459919929504395","1.4459919929504395"
"31837","159184","159184","159184","2.077298641204834","2.077298641204834","2.077298641204834"
"31847","159234","159234","159234","2.0313267707824707","2.0313267707824707","2.0313267707824707"
"31871","159354","159354","159354","1.8845902681350708","1.8845902681350708","1.8845902681350708"
"31872","159359","159359","159359","2.169736385345459","2.169736385345459","2.169736385345459"
"31874","159369","159369","159369","1.8908154964447021","1.8908154964447021","1.8908154964447021"
"31890","159449","159449","159449","2.2348103523254395","2.2348103523254395","2.2348103523254395"
"31908","159539","159539","159539","2.0628371238708496","2.0628371238708496","2.0628371238708496"
"31935","159674","159674","159674","2.515533208847046","2.515533208847046","2.515533208847046"
"31941","159704","159704","159704","1.684093713760376","1.684093713760376","1.684093713760376"
"31958","159789","159789","159789","2.5080699920654297","2.5080699920654297","2.5080699920654297"
"31967","159834","159834","159834","1.7009787559509277","1.7009787559509277","1.7009787559509277"
"31973","159864","159864","159864","2.03617787361145","2.03617787361145","2.03617787361145"
"31990","159949","159949","159949","1.9855120182037354","1.9855120182037354","1.9855120182037354"
"32002","160009","160009","160009","2.375462293624878","2.375462293624878","2.375462293624878"
"32004","160019","160019","160019","2.401125192642212","2.401125192642212","2.401125192642212"
"32007","160034","160034","160034","2.036149740219116","2.036149740219116","2.036149740219116"
"32020","160099","160099","160099","2.267183780670166","2.267183780670166","2.267183780670166"
"32021","160104","160104","160104","1.8380542993545532","1.8380542993545532","1.8380542993545532"
"32022","160109","160109","160109","2.475698947906494","2.475698947906494","2.475698947906494"
"32043","160214","160214","160214","2.115234851837158","2.115234851837158","2.115234851837158"
"32049","160244","160244","160244","1.8815593719482422","1.8815593719482422","1.8815593719482422"
"32071","160354","160354","160354","1.9965049028396606","1.9965049028396606","1.9965049028396606"
"32077","160384","160384","160384","1.820668339729309","1.820668339729309","1.820668339729309"
"32078","160389","160389","160389","1.8229632377624512","1.8229632377624512","1.8229632377624512"
"32083","160414","160414","160414","2.161139726638794","2.161139726638794","2.161139726638794"
"32084","160419","160419","160419","1.9197076559066772","1.9197076559066772","1.9197076559066772"
"32086","160429","160429","160429","2.2509520053863525","2.2509520053863525","2.2509520053863525"
"32087","160434","160434","160434","1.7362408638000488","1.7362408638000488","1.7362408638000488"
"32125","160624","160624","160624","2.487107276916504","2.487107276916504","2.487107276916504"
"32126","160629","160629","160629","2.321547031402588","2.321547031402588","2.321547031402588"
"32129","160644","160644","160644","1.6591860055923462","1.6591860055923462","1.6591860055923462"
"32132","160659","160659","160659","2.3662328720092773","2.3662328720092773","2.3662328720092773"
"32134","160669","160669","160669","2.000429153442383","2.000429153442383","2.000429153442383"
"32147","160734","160734","160734","2.2520856857299805","2.2520856857299805","2.2520856857299805"
"32160","160799","160799","160799","2.130103588104248","2.130103588104248","2.130103588104248"
"32178","160889","160889","160889","2.9482171535491943","2.9482171535491943","2.9482171535491943"
"32179","160894","160894","160894","2.0421342849731445","2.0421342849731445","2.0421342849731445"
"32183","160914","160914","160914","2.31011962890625","2.31011962890625","2.31011962890625"
"32208","161039","161039","161039","2.2879672050476074","2.2879672050476074","2.2879672050476074"
"32216","161079","161079","161079","2.2528321743011475","2.2528321743011475","2.2528321743011475"
"32227","161134","161134","161134","2.216233015060425","2.216233015060425","2.216233015060425"
"32228","161139","161139","161139","2.244422674179077","2.244422674179077","2.244422674179077"
"32275","161374","161374","161374","1.8009508848190308","1.8009508848190308","1.8009508848190308"
"32282","161409","161409","161409","2.401324510574341","2.401324510574341","2.401324510574341"
"32288","161439","161439","161439","2.2015554904937744","2.2015554904937744","2.2015554904937744"
"32306","161529","161529","161529","2.3684470653533936","2.3684470653533936","2.3684470653533936"
"32345","161724","161724","161724","1.839002251625061","1.839002251625061","1.839002251625061"
"32354","161769","161769","161769","1.410979151725769","1.410979151725769","1.410979151725769"
"32357","161784","161784","161784","2.0253922939300537","2.0253922939300537","2.0253922939300537"
"32367","161834","161834","161834","1.949877381324768","1.949877381324768","1.949877381324768"
"32377","161884","161884","161884","1.82111656665802","1.82111656665802","1.82111656665802"
"32381","161904","161904","161904","1.9048881530761719","1.9048881530761719","1.9048881530761719"
"32382","161909","161909","161909","2.0384950637817383","2.0384950637817383","2.0384950637817383"
"32388","161939","161939","161939","1.589852213859558","1.589852213859558","1.589852213859558"
"32410","162049","162049","162049","2.3024539947509766","2.3024539947509766","2.3024539947509766"
"32418","162089","162089","162089","2.1638495922088623","2.1638495922088623","2.1638495922088623"
"32427","162134","162134","162134","1.9727623462677002","1.9727623462677002","1.9727623462677002"
"32428","162139","162139","162139","2.803011655807495","2.803011655807495","2.803011655807495"
"32430","162149","162149","162149","1.6289142370224","1.6289142370224","1.6289142370224"
"32442","162209","162209","162209","2.4413344860076904","2.4413344860076904","2.4413344860076904"
"32444","162219","162219","162219","2.4976346492767334","2.4976346492767334","2.4976346492767334"
"32469","162344","162344","162344","2.3467912673950195","2.3467912673950195","2.3467912673950195"
"32474","162369","162369","162369","1.674758791923523","1.674758791923523","1.674758791923523"
"32479","162394","162394","162394","1.807081699371338","1.807081699371338","1.807081699371338"
"32482","162409","162409","162409","2.7862155437469482","2.7862155437469482","2.7862155437469482"
"32506","162529","162529","162529","1.8775699138641357","1.8775699138641357","1.8775699138641357"
"32513","162564","162564","162564","2.0799248218536377","2.0799248218536377","2.0799248218536377"
"32514","162569","162569","162569","1.9150689840316772","1.9150689840316772","1.9150689840316772"
"32519","162594","162594","162594","1.8159853219985962","1.8159853219985962","1.8159853219985962"
"32543","162714","162714","162714","2.32523250579834","2.32523250579834","2.32523250579834"
"32567","162834","162834","162834","1.724132776260376","1.724132776260376","1.724132776260376"
"32573","162864","162864","162864","2.0091238021850586","2.0091238021850586","2.0091238021850586"
"32613","163064","163064","163064","1.9065033197402954","1.9065033197402954","1.9065033197402954"
"32614","163069","163069","163069","2.555025100708008","2.555025100708008","2.555025100708008"
"32652","163259","163259","163259","2.0450868606567383","2.0450868606567383","2.0450868606567383"
"32661","163304","163304","163304","2.519232988357544","2.519232988357544","2.519232988357544"
"32672","163359","163359","163359","2.0303547382354736","2.0303547382354736","2.0303547382354736"
"32673","163364","163364","163364","1.7761616706848145","1.7761616706848145","1.7761616706848145"
"32692","163459","163459","163459","2.596580743789673","2.596580743789673","2.596580743789673"
"32714","163569","163569","163569","2.4954335689544678","2.4954335689544678","2.4954335689544678"
"32718","163589","163589","163589","2.331153392791748","2.331153392791748","2.331153392791748"
"32721","163604","163604","163604","2.041531562805176","2.041531562805176","2.041531562805176"
"32730","163649","163649","163649","1.9328480958938599","1.9328480958938599","1.9328480958938599"
"32749","163744","163744","163744","1.7227864265441895","1.7227864265441895","1.7227864265441895"
"32759","163794","163794","163794","1.6945005655288696","1.6945005655288696","1.6945005655288696"
"32761","163804","163804","163804","1.803208351135254","1.803208351135254","1.803208351135254"
"32770","163849","163849","163849","2.2347683906555176","2.2347683906555176","2.2347683906555176"
"32773","163864","163864","163864","2.0462048053741455","2.0462048053741455","2.0462048053741455"
"32796","163979","163979","163979","2.4285764694213867","2.4285764694213867","2.4285764694213867"
"32803","164014","164014","164014","2.407214403152466","2.407214403152466","2.407214403152466"
"32822","164109","164109","164109","2.5446178913116455","2.5446178913116455","2.5446178913116455"
"32825","164124","164124","164124","1.7870224714279175","1.7870224714279175","1.7870224714279175"
"32827","164134","164134","164134","2.6711082458496094","2.6711082458496094","2.6711082458496094"
"32858","164289","164289","164289","1.7076629400253296","1.7076629400253296","1.7076629400253296"
"32864","164319","164319","164319","2.160585641860962","2.160585641860962","2.160585641860962"
"32868","164339","164339","164339","1.9517741203308105","1.9517741203308105","1.9517741203308105"
"32875","164374","164374","164374","2.4550859928131104","2.4550859928131104","2.4550859928131104"
"32876","164379","164379","164379","2.8543152809143066","2.8543152809143066","2.8543152809143066"
"32884","164419","164419","164419","2.0839192867279053","2.0839192867279053","2.0839192867279053"
"32887","164434","164434","164434","1.9134293794631958","1.9134293794631958","1.9134293794631958"
"32904","164519","164519","164519","1.8863078355789185","1.8863078355789185","1.8863078355789185"
"32912","164559","164559","164559","2.1066737174987793","2.1066737174987793","2.1066737174987793"
"32918","164589","164589","164589","2.2587828636169434","2.2587828636169434","2.2587828636169434"
"32931","164654","164654","164654","2.2883858680725098","2.2883858680725098","2.2883858680725098"
"32934","164669","164669","164669","1.7928155660629272","1.7928155660629272","1.7928155660629272"
"32951","164754","164754","164754","1.5369880199432373","1.5369880199432373","1.5369880199432373"
"32952","164759","164759","164759","1.9930139780044556","1.9930139780044556","1.9930139780044556"
"32972","164859","164859","164859","1.619690179824829","1.619690179824829","1.619690179824829"
"32988","164939","164939","164939","1.5648170709609985","1.5648170709609985","1.5648170709609985"
"32999","164994","164994","164994","2.1708805561065674","2.1708805561065674","2.1708805561065674"
"33006","165029","165029","165029","2.2517011165618896","2.2517011165618896","2.2517011165618896"
"33032","165159","165159","165159","1.479887843132019","1.479887843132019","1.479887843132019"
"33060","165299","165299","165299","1.922822117805481","1.922822117805481","1.922822117805481"
"33069","165344","165344","165344","1.8740196228027344","1.8740196228027344","1.8740196228027344"
"33089","165444","165444","165444","2.1068432331085205","2.1068432331085205","2.1068432331085205"
"33095","165474","165474","165474","1.7908282279968262","1.7908282279968262","1.7908282279968262"
"33180","165899","165899","165899","2.330744743347168","2.330744743347168","2.330744743347168"
"33198","165989","165989","165989","2.1111886501312256","2.1111886501312256","2.1111886501312256"
"33207","166034","166034","166034","2.2003610134124756","2.2003610134124756","2.2003610134124756"
"33219","166094","166094","166094","2.134157180786133","2.134157180786133","2.134157180786133"
"33239","166194","166194","166194","2.2480599880218506","2.2480599880218506","2.2480599880218506"
"33242","166209","166209","166209","2.217055082321167","2.217055082321167","2.217055082321167"
"33243","166214","166214","166214","2.1790361404418945","2.1790361404418945","2.1790361404418945"
"33256","166279","166279","166279","1.6729419231414795","1.6729419231414795","1.6729419231414795"
"33272","166359","166359","166359","2.2374837398529053","2.2374837398529053","2.2374837398529053"
"33281","166404","166404","166404","2.0987231731414795","2.0987231731414795","2.0987231731414795"
"33292","166459","166459","166459","1.533805251121521","1.533805251121521","1.533805251121521"
"33314","166569","166569","166569","2.287022590637207","2.287022590637207","2.287022590637207"
"33316","166579","166579","166579","2.018888473510742","2.018888473510742","2.018888473510742"
"33350","166749","166749","166749","2.2569942474365234","2.2569942474365234","2.2569942474365234"
"33354","166769","166769","166769","1.8939357995986938","1.8939357995986938","1.8939357995986938"
"33368","166839","166839","166839","1.9310609102249146","1.9310609102249146","1.9310609102249146"
"33378","166889","166889","166889","2.637406826019287","2.637406826019287","2.637406826019287"
"33394","166969","166969","166969","2.3039093017578125","2.3039093017578125","2.3039093017578125"
"33395","166974","166974","166974","2.2763118743896484","2.2763118743896484","2.2763118743896484"
"33411","167054","167054","167054","1.8331513404846191","1.8331513404846191","1.8331513404846191"
"33417","167084","167084","167084","2.0248067378997803","2.0248067378997803","2.0248067378997803"
"33434","167169","167169","167169","2.3938379287719727","2.3938379287719727","2.3938379287719727"
"33448","167239","167239","167239","1.7005295753479004","1.7005295753479004","1.7005295753479004"
"33450","167249","167249","167249","2.3331949710845947","2.3331949710845947","2.3331949710845947"
"33455","167274","167274","167274","1.9982788562774658","1.9982788562774658","1.9982788562774658"
"33473","167364","167364","167364","1.837187647819519","1.837187647819519","1.837187647819519"
"33486","167429","167429","167429","1.836930274963379","1.836930274963379","1.836930274963379"
"33519","167594","167594","167594","2.1918976306915283","2.1918976306915283","2.1918976306915283"
"33527","167634","167634","167634","1.455020785331726","1.455020785331726","1.455020785331726"
"33528","167639","167639","167639","1.4871777296066284","1.4871777296066284","1.4871777296066284"
"33543","167714","167714","167714","2.190749406814575","2.190749406814575","2.190749406814575"
"33544","167719","167719","167719","2.2706925868988037","2.2706925868988037","2.2706925868988037"
"33550","167749","167749","167749","2.2089078426361084","2.2089078426361084","2.2089078426361084"
"33568","167839","167839","167839","2.361685037612915","2.361685037612915","2.361685037612915"
"33611","168054","168054","168054","2.3417160511016846","2.3417160511016846","2.3417160511016846"
"33636","168179","168179","168179","2.0160601139068604","2.0160601139068604","2.0160601139068604"
"33637","168184","168184","168184","1.9650840759277344","1.9650840759277344","1.9650840759277344"
"33655","168274","168274","168274","2.384881019592285","2.384881019592285","2.384881019592285"
"33668","168339","168339","168339","1.7331676483154297","1.7331676483154297","1.7331676483154297"
"33680","168399","168399","168399","2.0132226943969727","2.0132226943969727","2.0132226943969727"
"33685","168424","168424","168424","2.0851097106933594","2.0851097106933594","2.0851097106933594"
"33687","168434","168434","168434","2.037696123123169","2.037696123123169","2.037696123123169"
"33705","168524","168524","168524","2.0881922245025635","2.0881922245025635","2.0881922245025635"
"33708","168539","168539","168539","1.9188640117645264","1.9188640117645264","1.9188640117645264"
"33725","168624","168624","168624","1.9824641942977905","1.9824641942977905","1.9824641942977905"
"33736","168679","168679","168679","2.2397541999816895","2.2397541999816895","2.2397541999816895"
"33738","168689","168689","168689","2.0812227725982666","2.0812227725982666","2.0812227725982666"
"33750","168749","168749","168749","2.3644320964813232","2.3644320964813232","2.3644320964813232"
"33752","168759","168759","168759","2.2605643272399902","2.2605643272399902","2.2605643272399902"
"33756","168779","168779","168779","2.1869685649871826","2.1869685649871826","2.1869685649871826"
"33789","168944","168944","168944","2.122593402862549","2.122593402862549","2.122593402862549"
"33819","169094","169094","169094","2.109477996826172","2.109477996826172","2.109477996826172"
"33823","169114","169114","169114","2.1441030502319336","2.1441030502319336","2.1441030502319336"
"33825","169124","169124","169124","1.9009712934494019","1.9009712934494019","1.9009712934494019"
"33829","169144","169144","169144","1.8881773948669434","1.8881773948669434","1.8881773948669434"
"33830","169149","169149","169149","2.3369524478912354","2.3369524478912354","2.3369524478912354"
"33839","169194","169194","169194","2.098994731903076","2.098994731903076","2.098994731903076"
"33852","169259","169259","169259","2.4041061401367188","2.4041061401367188","2.4041061401367188"
"33880","169399","169399","169399","2.2252883911132812","2.2252883911132812","2.2252883911132812"
"33891","169454","169454","169454","2.2979493141174316","2.2979493141174316","2.2979493141174316"
"33904","169519","169519","169519","2.273361921310425","2.273361921310425","2.273361921310425"
"33905","169524","169524","169524","1.6255131959915161","1.6255131959915161","1.6255131959915161"
"33938","169689","169689","169689","2.512441396713257","2.512441396713257","2.512441396713257"
"33951","169754","169754","169754","1.6174583435058594","1.6174583435058594","1.6174583435058594"
"33955","169774","169774","169774","2.615901470184326","2.615901470184326","2.615901470184326"
"33968","169839","169839","169839","1.8197559118270874","1.8197559118270874","1.8197559118270874"
"33997","169984","169984","169984","2.1321494579315186","2.1321494579315186","2.1321494579315186"
"34021","170104","170104","170104","1.7968814373016357","1.7968814373016357","1.7968814373016357"
"34022","170109","170109","170109","2.286670446395874","2.286670446395874","2.286670446395874"
"34024","170119","170119","170119","1.6522539854049683","1.6522539854049683","1.6522539854049683"
"34026","170129","170129","170129","1.668533205986023","1.668533205986023","1.668533205986023"
"34030","170149","170149","170149","1.4620122909545898","1.4620122909545898","1.4620122909545898"
"34046","170229","170229","170229","1.6453392505645752","1.6453392505645752","1.6453392505645752"
"34055","170274","170274","170274","2.295834541320801","2.295834541320801","2.295834541320801"
"34078","170389","170389","170389","2.219604730606079","2.219604730606079","2.219604730606079"
"34095","170474","170474","170474","2.2212986946105957","2.2212986946105957","2.2212986946105957"
"34109","170544","170544","170544","1.9660043716430664","1.9660043716430664","1.9660043716430664"
